"sensspec1"	"sensspec2"	"sensspec3"	"sensspec4"	"crit1"	"crit2"	"crit3"	"crit4"	"sens1"	"sens2"	"sens3"	"sens4"	"spec1"	"spec2"	"spec3"	"spec4"	"meanF1"	"SDF1"	"meanFP"	"SDFP"
"KENDALLR_GEECE"	0.0928364565399694	0.743708265390565	0.603644996956395	0.481513696291513	0.9684581	0.9733568	0.9691548	0.9768071	0.04875	0.602	0.435	0.318	0.9704589	0.9726709	0.9858481	0.9911646	0.480425853794611	0.279718495254795	0.019964375	0.0100596849888967
"CORnonull"	0.270537755895386	0.454585938156847	0.239382492660734	0.779478090887481	0.9058674	0.9073976	0.8191936	0.9484459	0.1565	0.2945	0.1362273	0.639	0.9971013	0.9959937	0.9860403	0.9991266	0.435996069400112	0.247897044739358	0.00543452500000002	0.00582959990415294
"GEECEnonull"	0.909717206232298	0.40422359075822	0.123810763206413	0.291260177925701	0.4792383	0.4468372	0.5920553	0.4601967	0.8365	0.2535	0.066	0.1705	0.996981	0.9970253	0.9978354	0.9983924	0.432252934530658	0.338513074750036	0.002441475	0.000680654417331816
"MSER_KENDALLR_CORR_GEERE"	0.335227311146675	0.70996576933898	0.229352255383848	0.452519923701138	0.973807	0.9787469	0.9707263	0.9720012	0.2025	0.558	0.13	0.296	0.9729241	0.9756835	0.9728544	0.9603228	0.43176631489266	0.206653396991121	0.0295538	0.00687633513096425
"MADR_GEERE"	0.433620884566215	0.454741585684428	0.39170597573055	0.208856874378321	0.9602231	0.9545394	0.9526834	0.9484885	0.2815	0.3	0.247	0.117	0.943462	0.9391709	0.9458165	0.9718861	0.372231330089879	0.11202245947273	0.049916125	0.0147929009574131
"MSER_KENDALLR_EUCR_GEERE"	0.275613185570699	0.153275355086864	0.290173192369509	0.276588473282354	0.942353	0.94277	0.9414969	0.9399351	0.163	0.0835	0.173	0.1615	0.8916013	0.932519	0.8992089	0.9624557	0.248912551577356	0.0641035472991623	0.078553775	0.0326067557283635
"CORR"	0.0420490230910977	0.140067189244888	0.580788296158862	0.0931317859603829	0.9739728	0.9746728	0.9706144	0.9757416	0.0215	0.0755	0.415	0.049	0.9506582	0.9672785	0.9671582	0.9373987	0.214009073613808	0.247774075857425	0.0443766	0.0144416742817445
"MADR_GEECE"	0.113110757208157	0.394385026399096	0.190769702763557	0.0995819389709605	0.9512468	0.9502515	0.943551	0.9523848	0.06	0.25	0.106	0.0525	0.9851076	0.9335443	0.9524873	0.9649304	0.199461856335443	0.13601851096402	0.0409826	0.0216578171773304
"MSEC_EUCC"	0.22550309966619	0.189125072624393	0.123488294059509	0.18764616966073	0.9493774	0.9502828	0.9477803	0.9485067	0.1285	0.105	0.066	0.104	0.92	0.9512911	0.9575316	0.9587975	0.181440659002706	0.0424167178321964	0.05309495	0.0182343364929099
"MSEC_KENDALLR_EUCC"	0.168654299685723	0.125281030978755	0.236709748846022	0.187803129058491	0.9421443	0.9441755	0.9404281	0.9430517	0.0925	0.067	0.136	0.104	0.9544114	0.9627089	0.9122215	0.967057	0.179612052142248	0.0461850369329371	0.0509003	0.0251388858150078
"MSE_CORC"	0.200372396126483	0.169342978831582	0.164483793034487	0.135635996717515	0.9459403	0.9470067	0.9452591	0.9422471	0.1125	0.093	0.09	0.073	0.9153101	0.945481	0.9540696	0.9553671	0.167458791177517	0.026510352789347	0.05744305	0.0186867328727273
"MSEC_KENDALLR_EUCC_GEECE"	0.0932919814659762	0.103209610632989	0.182934970392529	0.241533392647848	0.9303011	0.9347704	0.932061	0.9299196	0.049	0.0545	0.1015	0.138	0.970962	0.9714241	0.9253861	0.9670696	0.155242488784836	0.0701386231993876	0.04128955	0.0223019062366875
"MSE_KENDALLR_CORC"	0.000999485348700958	0.27306206183358	0.0878220229149012	0.0285753013870424	0.9396876	0.9343066	0.9377108	0.9311516	5e-04	0.162	0.046	0.0145	0.9710316	0.8684304	0.9669304	0.9756139	0.097614717871056	0.122445377702073	0.054498425	0.0515030576767616
"MSE_KENDALLR_CORC_GEECE"	0.0967621305461934	0.104003738495602	0.027604831140919	0.11033092209149	0.9313501	0.9294227	0.9328636	0.9249174	0.051	0.055	0.014	0.0585	0.9421519	0.953962	0.977981	0.9678038	0.0846754055685512	0.0384487943806772	0.039525325	0.0156878563186891
"MSE_KENDALLR_CORR_GEERE"	0.103041473670295	0.139221160129714	0.0675336721698662	0.00299538829765157	0.9301677	0.934507	0.937383	0.9332516	0.0545	0.0755	0.035	0.0015	0.9424747	0.8923797	0.9583797	0.9742785	0.0781979235668817	0.0580522320877868	0.05812185	0.0354614168584675
"MSER_KENDALLR_CORR"	0.0886670260027536	0.0905333819934865	0.0458879124490574	0.0411010972117503	0.9757732	0.9781582	0.9758832	0.9777357	0.0465	0.0475	0.0235	0.021	0.9515443	0.9627722	0.9696772	0.9601962	0.066547354414262	0.0267016475031291	0.038952525	0.00749403838855704
"KENDALLR"	0.0563065100091098	0.114675835552136	0.0324463935053265	0.0544180427071971	0.9762407	0.9773667	0.9743506	0.9766634	0.029	0.061	0.0165	0.028	0.9642152	0.9550886	0.9670506	0.9631772	0.0644616954434423	0.0351843783271254	0.0376171	0.00513103211059921
"MSER_KENDALLR"	0.0562970472094557	0.0950825081372197	0.0477904745208748	0.0353387327977409	0.9775716	0.9784173	0.9778476	0.9788263	0.029	0.05	0.0245	0.018	0.9586962	0.9667785	0.968038	0.9619367	0.0586271906663228	0.025782464500426	0.03613765	0.00433348272139933
"KENDALLnonull"	0.00399200081031792	0.0815171162165769	0.0217601991892553	0.117634071217901	0.9134863	0.7585474	0.9584051	0.8950255	0.002	0.0425	0.011	0.0625	0.9981013	0.9947152	0.9981709	0.9981266	0.0562258468585127	0.0526841970833855	0.00272150000000002	0.00170910874434599
"KENDALLR_CORR"	0.0353369083659549	0.102209340675053	0.0439747295387154	0.0314750422042486	0.9748794	0.9768227	0.9744427	0.9761814	0.018	0.054	0.0225	0.016	0.9592405	0.9531392	0.9650443	0.9593165	0.0532490051959929	0.0330558886151104	0.040814875	0.004861531533975
"MSER_CORR"	0.0758689973647604	0.0591425213747319	0.0246798736950627	0.0391821258512025	0.977288	0.9778643	0.9761066	0.9782712	0.0395	0.0305	0.0125	0.02	0.9571456	0.9711266	0.9636772	0.9581456	0.0497183795714394	0.0224396128804953	0.03747625	0.00641436330615384
"MSE_KENDALLR_GEERE"	0.0859728880905374	0.00399183351726634	0.0079671980110514	0.0401565050869618	0.9270118	0.9315988	0.9307452	0.9268665	0.045	0.002	0.004	0.0205	0.9606835	0.9776139	0.9715506	0.9759494	0.0345221061764542	0.0379305949815828	0.02855065	0.00761940296195618
"MSER"	0.0276044450288074	0.0188199444491218	0.0334200361845244	0.0449260608093198	0.9806339	0.9824175	0.9804076	0.9818637	0.014	0.0095	0.017	0.023	0.9770127	0.9929684	0.9796139	0.9621582	0.0311926216179433	0.0109472504802706	0.0220617	0.0126303844325236
"MSE_KENDALL_GEE"	0.0188128355221381	0.0197821455892706	0.0266232336168643	0.0353264830702477	0.9384763	0.9403773	0.9437556	0.9384503	0.0095	0.01	0.0135	0.018	0.9548924	0.9080443	0.953943	0.9441139	0.0251361744496302	0.0076311636286084	0.0597516	0.0220154109070593
"KENDALLR_EUCR"	0.0168499648429729	0.0285610879007852	0.0305099565508407	0.0217533654658045	0.951342	0.951565	0.9512679	0.9526387	0.0085	0.0145	0.0155	0.011	0.9546076	0.9435506	0.9650253	0.9702089	0.0244185936901008	0.00628894649099823	0.0416519	0.0118070730634932
"MADRnonull"	0	0.0295334339664427	0.0305026075578807	0.0363135100716447	0.946779	0.9508972	0.9510429	0.9489071	0	0.015	0.0155	0.0185	0.9594304	0.9494937	0.950538	0.9786013	0.024087387898992	0.0163349806674482	0.04048415	0.013482173225535
"MADR"	0	0.0295334339664427	0.0305026075578807	0.0363135100716447	0.946779	0.9508972	0.9510429	0.9489071	0	0.015	0.0155	0.0185	0.9594304	0.9494937	0.950538	0.9786013	0.024087387898992	0.0163349806674482	0.04048415	0.013482173225535
"EUCR"	0.00598135204317375	0.0119257286100718	0	0.0618668775347104	0.9655775	0.9640867	0.9640009	0.9649082	0.003	0.006	0	0.032	0.9622532	0.9634177	0.9055063	0.9280949	0.019943489546989	0.0283698138273581	0.060181975	0.0281366183091685
"MSE_CORR"	0	0	0.0476686576731286	0.0168432356678887	0.9463202	0.9463202	0.9471947	0.947803	0	0	0.0245	0.0085	0.941557	0.941557	0.8772215	0.9132658	0.0161279733352543	0.0224762794705237	0.081599675	0.0305206059871442
"MSE_GEERE"	0.00598165622855116	0.00399188349240335	0.0382225486052798	0.0138990112479829	0.9440254	0.9483388	0.9457645	0.9476949	0.003	0.002	0.0195	0.007	0.9782595	0.9836456	0.9586962	0.9634051	0.0155237748935543	0.0157258887700614	0.0289984	0.0118557655428347
"MSER_EUCR"	0	0	0.0438758380003173	0.00598037294244376	0.9552771	0.9552771	0.9555313	0.956305	0	0	0.0225	0.003	0.9060127	0.9060127	0.8781709	0.9141013	0.0124640527356903	0.0211301015801986	0.0989256	0.0157378953446768
"MSER_KENDALLR_EUCR"	0	0	0.00399153002389486	0.0246720968477962	0.9563435	0.9563435	0.9593601	0.9571492	0	0	0.002	0.0125	0.9437025	0.9437025	0.9425127	0.9405253	0.00716590671792276	0.0118215029845166	0.05738925	0.00149917217490187
"CORRnonull"	0.00796804954237959	0	0	0.00796798156058074	0.9964059	0.9891264	0.9891264	0.9974465	0.004	0	0	0.004	0.9975506	0.9954747	0.9954747	0.9954241	0.00398400777574008	0.00460033592363791	0.00401897499999998	0.00104665517204406
"MSERnonull"	0.000999499363089723	0.00598202480038291	0.0039919996455843	0.000999499363089723	0.9213118	0.9256757	0.914754	0.9213118	5e-04	0.003	0.002	5e-04	0.9982278	0.9983797	0.9979557	0.9982278	0.00299325579303666	0.00244133562257662	0.00180225000000001	0.000176540845132217
"KENDALLRnonull"	0.00498750474444853	0.0069755221548976	0	0	1	1	1	1	0.0025	0.0035	0	0	0.9978797	0.9974051	0.997462	0.997462	0.00299075672483653	0.00354751602114043	0.0024478	0.000219974801587231
"EUCC"	0	0	0	0.00994858210527691	0.9618115	0.9618115	0.9618115	0.9618603	0	0	0	0.005	0.9096582	0.9096582	0.9096582	0.9674241	0.00248714552631923	0.00497429105263845	0.075900325	0.02888295
"MSEnonull"	0	0	0	0	0.9684259	0.9684259	0.9684259	0.9684259	0	0	0	0	0.9989177	0.9989177	0.9989177	0.9989177	0	0	0.00108229999999998	0
"MSE_GEE"	0	0	0	0	0.9579801	0.9579801	0.9579801	0.9579801	0	0	0	0	0.9056139	0.9056139	0.9056139	0.9056139	0	0	0.0943861	0
"MSER_GEECE"	0	0	0	0	0.984113	0.984113	0.984113	0.984113	0	0	0	0	0.9961899	0.9961899	0.9961899	0.9961899	0	0	0.00381010000000004	0
"MSER_KENDALLR_GEECE"	0	0	0	0	0.9755197	0.9755197	0.9755197	0.9755197	0	0	0	0	0.9931646	0.9931646	0.9931646	0.9931646	0	0	0.00683540000000005	0
"EUC"	0	0	0	0	0.9639202	0.9639202	0.9639202	0.9639202	0	0	0	0	0.8947532	0.8947532	0.8947532	0.8947532	0	0	0.1052468	0
"MSE_EUCC"	0	0	0	0	0.957009	0.957009	0.957009	0.957009	0	0	0	0	0.916538	0.916538	0.916538	0.916538	0	0	0.083462	0
"MSE_GEECE"	0	0	0	0	0.9544762	0.9544762	0.9544762	0.9544762	0	0	0	0	0.9749177	0.9749177	0.9749177	0.9749177	0	0	0.0250823	0
"MSE_EUCR"	0	0	0	0	0.9601941	0.9601941	0.9601941	0.9601941	0	0	0	0	0.8961646	0.8961646	0.8961646	0.8961646	0	0	0.1038354	0
"KENDALLR_EUCC"	0	0	0	0	0.9614211	0.9614211	0.9614211	0.9614211	0	0	0	0	0.9626772	0.9626772	0.9626772	0.9626772	0	0	0.0373228	0
"EUCnonull"	0	0	0	0	0.6059064	0.6059064	0.6059064	0.6059064	0	0	0	0	0.9984367	0.9984367	0.9984367	0.9984367	0	0	0.00156330000000005	0
"EUCCnonull"	0	0	0	0	0.718907	0.718907	0.718907	0.718907	0	0	0	0	0.999057	0.999057	0.999057	0.999057	0	0	0.000943000000000027	0
"MSE"	0	0	0	0	0.952961	0.952961	0.952961	0.952961	0	0	0	0	0.9075633	0.9075633	0.9075633	0.9075633	0	0	0.0924367	0
"MSE_KENDALLR"	0	0	0	0	0.9450672	0.9450672	0.9450672	0.9450672	0	0	0	0	0.9096646	0.9096646	0.9096646	0.9096646	0	0	0.0903354	0
"MSE_KENDALLR_GEECE"	0	0	0	0	0.9435673	0.9435673	0.9435673	0.9435673	0	0	0	0	0.9578987	0.9578987	0.9578987	0.9578987	0	0	0.0421013	0
"MSE_KENDALLR_CORR"	0	0	0	0	0.952089	0.952089	0.952089	0.952089	0	0	0	0	0.9136266	0.9136266	0.9136266	0.9136266	0	0	0.0863734	0
"EUCRnonull"	0	0	0	0	0.5789996	0.5789996	0.5789996	0.5789996	0	0	0	0	0.9974684	0.9974684	0.9974684	0.9974684	0	0	0.00253159999999997	0
