"sensspec1"	"sensspec2"	"sensspec3"	"sensspec4"	"crit1"	"crit2"	"crit3"	"crit4"	"sens1"	"sens2"	"sens3"	"sens4"	"spec1"	"spec2"	"spec3"	"spec4"	"meanF1"	"SDF1"	"meanFP"	"SDFP"
"KENDALLC_GEECE"	0.997283792200502	0.993900686778041	0.996946403937507	0.996650216412515	0.9904742	0.990669	0.9905758	0.9896851	1	0.995	1	1	0.9945823	0.9928038	0.9939114	0.9933228	0.996195274832141	0.00155146932225794	0.006344925	0.000766055808998288
"MSEC_KENDALLC_GEECE"	0.994686601318787	0.998164336513794	0.993283374323199	0.996955961953336	0.9906191	0.9911663	0.9907344	0.9895366	0.995	1	0.99	1	0.9943734	0.9963354	0.9965886	0.9939304	0.995772568527279	0.00219821038314496	0.00469305	0.00134990637082727
"KENDALL_GEE"	0.994939722514918	0.992093662914988	0.986454063183273	0.999135353031484	0.9880962	0.9890667	0.9887161	0.9907907	1	0.99	0.98	1	0.9899304	0.9941962	0.9929937	0.9982722	0.993155700411166	0.00532224406004073	0.006151875	0.00345312453040724
"MSEC_KENDALLC"	0.991481854035555	0.991639532106626	0.99283832512035	0.992507581128579	0.9909991	0.9911267	0.9908305	0.9901517	1	1	1	1	0.9831076	0.9834177	0.9857785	0.9851266	0.992116823097777	0.000659355596378114	0.0156424	0.00129823339196003
"MSEC_GEECE"	0.99849774661993	0.993487669854051	0.972100228391862	0.997935597020201	0.9923711	0.9926629	0.9918194	0.9906112	1	0.99	0.95	1	0.997	0.997	0.9952532	0.9958797	0.990505310471511	0.0124730336810718	0.00371677500000001	0.000866278771046994
"KENDALLC"	0.989479062309327	0.991993352800966	0.980897926518919	0.991591283073033	0.9896657	0.9899218	0.9899934	0.9896641	1	1	0.98	1	0.9791772	0.9841139	0.9817975	0.9833228	0.988490406175561	0.00518038804470145	0.01789715	0.0021744935540642
"MSEC_KENDALLC_GEERE"	0.992411193767539	0.992603950050282	0.968131416082988	0.994738258995233	0.9930404	0.9930676	0.9926103	0.9919259	1	1	0.95	1	0.9849367	0.9853165	0.9869684	0.9895316	0.98697120472401	0.0126040478788212	0.0133117	0.00209067363147221
"CORC"	0.977273482695723	0.982876264202162	0.986347777083482	0.984735704368032	0.9897245	0.9896096	0.9892132	0.9887266	1	1	1	1	0.955557	0.9663291	0.9730633	0.9699304	0.98280830708735	0.00395312565559229	0.03378005	0.00762253883449164
"GEE"	0.911907410879733	0.961505982558371	0.96166841022002	0.948516981741746	0.9967952	0.996506	0.996114	0.9952382	0.84	0.93	0.93	0.905	0.9972785	0.9952215	0.9955696	0.9964304	0.945899696349967	0.0234842795691508	0.00387499999999999	0.000921703643622306
"MSEC"	0.991446457405254	0.991703890858399	0.99122105075525	0.743739044588292	0.992663	0.9927474	0.9919489	0.9916838	1	1	1	0.6	0.983038	0.9835443	0.9825949	0.9780443	0.929527610901799	0.1238592012937	0.018194625	0.00253720708834868
"GEERE"	0.94510447773166	0.949996681674338	0.933870144206812	0.885349563005795	0.9972863	0.9968962	0.9967351	0.9964952	0.9	0.91	0.88	0.7975	0.9949684	0.9936709	0.9947658	0.9949494	0.928580216654651	0.0296006133185056	0.005411375	0.000618599980466628
"MSEC_CORC"	0.988411546149222	0.977681226511519	0.989343332905152	0.739382861319119	0.9909477	0.990975	0.9906814	0.9899559	1	0.98	1	0.6	0.9770886	0.9753734	0.9789114	0.9631203	0.923704741721253	0.12299513770495	0.026376575	0.00714954927827619
"MSEC_GEERE"	0.993181675282263	0.992411193767539	0.959584881458616	0.745214692142561	0.9948178	0.9948334	0.9944755	0.9940734	1	1	0.93	0.6	0.9864557	0.9849367	0.9911139	0.9831646	0.922598110662745	0.119287893415898	0.013582275	0.00340743104833635
"GEECE"	0.971625984082886	0.907871029169676	0.89536399828944	0.696434135085458	0.994886	0.993666	0.9944142	0.9929108	0.95	0.8365	0.816	0.536	0.9942595	0.992557	0.9918291	0.9939367	0.867823786656865	0.119039984523249	0.006854425	0.00114691392113792
"GEEREnonull"	0.940094511369792	0.757234583015527	0.962140614496458	0.686032362032533	0.4644296	0.5507849	0.4451932	0.4622039	0.89	0.61	0.93	0.5225	0.9961646	0.9981582	0.9965823	0.9985633	0.836375517728578	0.135942195091494	0.00263289999999999	0.00117170117635288
"MSEC_KENDALLC_GEECEnonull"	0.946219412124633	0.874473139667647	0.716135239988927	0.756325433385126	0.8165023	0.8139861	0.8076376	0.7911388	0.9	0.7785	0.5585	0.609	0.997443	0.9974367	0.9977468	0.9976772	0.823288306291583	0.105983882288802	0.002424075	0.000159695071412202
"COR"	0.657875048847831	0.723804030547372	0.885789905858008	0.987169262097196	0.9848122	0.9856486	0.9843218	0.9860556	0.4975	0.576	0.83	0.985	0.9708354	0.9736456	0.9496203	0.9893481	0.813659561837602	0.150167943320787	0.02913765	0.0163370218433471
"GEEnonull"	0.924154365860547	0.945241512010781	0.940404413510525	0.435851976030307	0.4926979	0.428905	0.4125098	0.3385423	0.86	0.9	0.89	0.2798636	0.9986519	0.9952722	0.9968608	0.9846933	0.81141306685304	0.250536460212688	0.00613044999999998	0.00627134858357171
"MSEC_KENDALLC_GEECE_CORR"	0.715071730847763	0.77816207683269	0.647708125524947	0.942979542589298	0.9736797	0.9783315	0.9732952	0.9821208	0.5625	0.647	0.484	0.896	0.9812152	0.9760253	0.9787658	0.9951582	0.770980368948674	0.126434587137916	0.017208875	0.00851288656386109
"KENDALL"	0.609545276000235	0.728369462396082	0.695827890895121	0.975835652295292	0.9813197	0.9867033	0.9818381	0.9860536	0.445	0.58	0.54	0.96	0.9671709	0.9787405	0.9780696	0.9922025	0.752394570396682	0.157171703383971	0.020954125	0.0102495232313102
"MSECnonull_KENDALLC_GEECEnonull"	0.946264991020236	0.363316643864445	0.910658949507167	0.784423672541828	0.7631133	0.8163521	0.7580596	0.7680079	0.9	0.222	0.838	0.6455	0.9975443	0.9996646	0.9971139	0.9995443	0.751166064233419	0.267727979534737	0.00153322499999997	0.00132628249221902
"MSECnonull_KENDALLC_GEECE"	0.867996323297906	0.65473150580281	0.678816044789003	0.762583827141441	0.9455878	0.9720324	0.9527439	0.949854	0.768	0.487	0.5145	0.618	0.9979304	0.9987025	0.9973354	0.995481	0.74103192525779	0.0964417285637694	0.00263767500000001	0.00137342478831816
"MSEC_KENDALLCnonull_GEECEnonull"	0.888624409229914	0.402454267482435	0.943938289065231	0.715290473645312	0.7619857	0.7845509	0.7552976	0.775402	0.8015	0.252	0.895	0.557	0.997	0.9987468	0.998538	0.9992658	0.737576859855723	0.243724049262448	0.00161234999999998	0.000974391055993438
"MSEC_KENDALLR_GEECE"	0.638073360928876	0.770307420437677	0.634449604895139	0.874796498839862	0.9660042	0.9747529	0.9668357	0.9814134	0.4745	0.637	0.4675	0.78	0.9737532	0.9741772	0.9868734	0.9958228	0.729406721275389	0.115714722882972	0.01734335	0.0106817754546393
"CORCnonull"	0.834701524025305	0.513985247066221	0.762143307167969	0.750190828727576	0.957859	0.9563742	0.9500853	0.9855252	0.718	0.3465	0.6165	0.6005	0.9967025	0.9948671	0.9978861	0.9992911	0.715255226746768	0.139279109495414	0.00281329999999999	0.00187373544201593
"MSEC_KENDALLCnonull_GEECE"	0.757099537083136	0.543377177825905	0.773459693648804	0.780552727851928	0.9561586	0.9651679	0.9481712	0.9592841	0.6105	0.3735	0.6325	0.642	0.9963544	0.9967025	0.9952658	0.9953671	0.713622284102443	0.113920831603324	0.00407755000000001	0.000715229951367655
"MSEC_KENDALLR_CORC_GEECE"	0.5990959816943	0.699939268519472	0.633932083196786	0.854189288321045	0.9728442	0.977448	0.9694429	0.9809764	0.4305	0.543	0.4675	0.7485	0.9847532	0.9844747	0.9843734	0.9946329	0.696789155432901	0.112959716670561	0.01294145	0.00505211928765215
"MSECnonull"	0.822160727463153	0.367927678834347	0.846750033790526	0.71884002258728	0.9149373	0.9617922	0.8677084	0.9131599	0.6995	0.2255	0.736	0.562	0.9969873	0.9987405	0.9967342	0.9971076	0.688919615668826	0.221054057505983	0.00260759999999999	0.000912107066083812
"MSECnonull_KENDALLCnonull_GEECEnonull"	0.891383250138658	0.229296347523656	0.872925874036227	0.69777016640694	0.7321276	0.8216528	0.701372	0.754472	0.806	0.1295	0.7755	0.536	0.997	0.9996709	0.9983481	0.9993987	0.67284390952637	0.308300715729521	0.00139557500000001	0.00121217762552909
"MSEC_KENDALLR"	0.54381131400061	0.71672058817445	0.532019821348988	0.872480447039709	0.9716231	0.9789583	0.9742859	0.9755885	0.3775	0.564	0.365	0.779	0.9720633	0.9828608	0.9808418	0.9914557	0.666258042640939	0.161335313336414	0.0181946	0.00795988267543355
"KENDALLR_GEERE"	0.529603478874581	0.735211697459385	0.657741889523855	0.550445232317866	0.9790337	0.9841595	0.977683	0.9804975	0.365	0.591	0.4925	0.384	0.9646139	0.972519	0.9898544	0.9715759	0.618250574543922	0.0960821527608746	0.0253592	0.0107375974317659
"MSER_KENDALLR_GEERE_CORC"	0.625286502901198	0.697427586415484	0.629773399059054	0.508464899578937	0.9725748	0.9809922	0.9709769	0.9743828	0.47	0.543	0.47	0.346	0.9338165	0.9746013	0.9541203	0.958557	0.615238096988668	0.0784599118977291	0.044726225	0.0167936291891449
"MSECnonull_KENDALLCnonull_GEECE"	0.802969116541485	0.392204974580191	0.529360260193652	0.701963905129255	0.8758388	0.9736499	0.8989345	0.9279184	0.673	0.244	0.3605	0.542	0.9951519	0.9989873	0.9957975	0.9958861	0.606624564111146	0.182196145448905	0.0035443	0.00171916301340703
"MSEC_KENDALLR_CORC"	0.608096552039025	0.639436806937604	0.655014236433911	0.500401604631041	0.9757737	0.9797655	0.9752993	0.980192	0.4435	0.474	0.4925	0.336	0.9669684	0.9822722	0.9776013	0.9798165	0.600737300010395	0.0696779449123153	0.0233354	0.00673976638319166
"KENDALLCnonull"	0.578589043102694	0.509343551939104	0.58518483673168	0.637198961268578	0.9231524	0.9543151	0.9412503	0.9703015	0.4075	0.342	0.414	0.468	0.9973101	0.9973608	0.9977405	0.998019	0.577579098260514	0.0525023335772093	0.00239239999999999	0.000334827746759429
"KENDALLR_CORC"	0.517194898185282	0.732412859774691	0.471885958755482	0.4895369875995	0.9724973	0.9802521	0.9778118	0.9755078	0.3525	0.585	0.3105	0.326	0.9707468	0.9791456	0.9826076	0.9823101	0.552757676078738	0.121213016785777	0.021297475	0.00553034308361605
"MSER_KENDALLR_GEERE"	0.403482871750921	0.707442871912667	0.561062539669708	0.445518033652624	0.9740212	0.9798543	0.9703682	0.973548	0.255	0.555	0.3975	0.288	0.9659304	0.9753418	0.9533418	0.9833481	0.52937657924648	0.136128720858748	0.030509475	0.0129064016822079
"MSER_GEERE"	0.502541769844965	0.705336258311873	0.388029898558994	0.445718444255016	0.977445	0.9827849	0.9721525	0.9794144	0.34	0.552	0.243	0.288	0.9628418	0.9766266	0.9624494	0.9853038	0.510406592742712	0.138106289733933	0.0281946	0.0111554416162397
