	Calb2_tdTpositive_cell_55	Chrna2_tdTpositive_cell_75	Ctgf_tdTpositive_cell_13	Ctgf_tdTpositive_cell_14	Ctgf_tdTpositive_cell_18	Ctgf_tdTpositive_cell_19	Ctgf_tdTpositive_cell_23	Htr3a_tdTpositive_cell_45	Htr3a_tdTpositive_cell_96	Htr3a_tdTpositive_cell_99	Htr3a_tdTpositive_cell_113	Nos1_tdTpositive_cell_38	Nos1_tdTpositive_cell_51	Nr5a1_tdTpositive_cell_31	Ntsr1_tdTpositive_cell_1	Ntsr1_tdTpositive_cell_2	Ntsr1_tdTpositive_cell_4	Ntsr1_tdTpositive_cell_7	Ntsr1_tdTpositive_cell_10	Ntsr1_tdTpositive_cell_14	Ntsr1_tdTpositive_cell_18	Ntsr1_tdTpositive_cell_19	Ntsr1_tdTpositive_cell_20	Ntsr1_tdTpositive_cell_21	Ntsr1_tdTpositive_cell_23	Ntsr1_tdTpositive_cell_30	Ntsr1_tdTpositive_cell_32	Ntsr1_tdTpositive_cell_39	Ntsr1_tdTpositive_cell_40	Ntsr1_tdTpositive_cell_43	Ntsr1_tdTpositive_cell_44	Ntsr1_tdTpositive_cell_45	Ntsr1_tdTpositive_cell_49	Ntsr1_tdTpositive_cell_52	Ntsr1_tdTpositive_cell_57	Ntsr1_tdTpositive_cell_61	Ntsr1_tdTpositive_cell_69	Ntsr1_tdTpositive_cell_70	Rbp4_tdTpositive_cell_60	Rbp4_tdTpositive_cell_62	Rbp4_tdTpositive_cell_71	Rbp4_tdTpositive_cell_76	Rbp4_tdTpositive_cell_80	Rbp4_tdTpositive_cell_97	Rbp4_tdTpositive_cell_103	Rbp4_tdTpositive_cell_125	Rbp4_tdTpositive_cell_153	Rbp4_tdTpositive_cell_165	Rbp4_tdTpositive_cell_172	Scnn1a.Tg3_tdTpositive_cell_62	Slc17a6_tdTpositive_cell_24	Slc17a6_tdTpositive_cell_30	Slc17a6_tdTpositive_cell_34	Slc17a6_tdTpositive_cell_40	Vip_tdTpositive_cell_69	Ntsr1_tdTpos_10cell_1	Ntsr1_tdTpos_10cell_2	Ntsr1_tdTpos_10cell_4	Ntsr1_tdTpos_10cell_5	Ntsr1_tdTpos_10cell_6	Ntsr1_tdTpos_10cell_7	Ntsr1_tdTpos_10cell_8	Ntsr1_tdTpos_10cell_9	Ntsr1_tdTpos_10cell_10	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	CAV_LP_Ipsi_tdTpos_cell_1	CAV_LP_Ipsi_tdTpos_cell_6	CAV_LP_Ipsi_tdTpos_cell_19	CAV_LP_Ipsi_tdTpos_cell_23	CAV_LP_Ipsi_tdTpos_cell_24	CAV_LP_Ipsi_tdTpos_cell_26	CAV_LP_Ipsi_tdTpos_cell_27	CAV_LP_Ipsi_tdTpos_cell_28	CAV_LP_Ipsi_tdTpos_cell_31	CAV_LP_Ipsi_tdTpos_cell_32	CAV_LP_Ipsi_tdTpos_cell_42	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Otog	0.0	0.0	0.11	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.03	0.0	0.0	0.0	0.14	0.0	0.03	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.05	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.06	0.05
Pak2	0.0	2.12	30.29	0.4	1.26	1.21	1.2	0.0	34.29	0.58	4.11	0.0	1.56	0.0	0.04	39.72	13.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76.54	36.34	0.09	0.09	0.0	11.65	22.1	0.0	34.34	59.49	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.0	0.72	0.0	5.27	20.59	0.0	19.52	3.67	0.0	0.0	0.0	0.0	2.86	14.28	6.38	5.3	10.49	6.87	11.3	2.82	5.13	6.92	4.37	5.0	0.0	0.0	64.23	0.0	0.11	0.0	0.0	0.0	0.06	0.0	30.29	29.99	29.34
Pcdha9	0.0	22.54	0.0	0.0	8.99	0.0	0.0	0.0	0.0	0.0	65.37	0.0	0.0	0.0	0.0	0.0	0.0	0.81	0.0	7.52	2.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.58	0.0	0.0	0.0	0.0	0.0	67.33	157.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.59	15.08	0.0	2.34	1.95	0.0	0.0	12.39	0.0	15.93	22.47	9.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.06	6.55	7.66
Pcdhga11	0.0	0.0	0.0	0.31	0.0	0.0	0.0	0.0	0.0	0.0	2.82	0.0	0.12	0.0	58.7	36.08	1.59	0.0	0.0	2.1	0.0	0.27	0.0	0.0	0.0	0.0	0.43	11.27	0.0	1.35	0.0	0.0	0.0	0.0	0.0	0.24	109.48	0.0	0.7	0.0	0.0	0.0	0.0	0.0	0.57	0.0	0.0	3.57	0.0	0.0	0.0	0.0	56.64	0.0	0.0	0.0	16.63	0.75	0.78	4.91	1.17	16.0	0.0	4.3	6.08	9.95	8.19	47.55	0.0	0.0	0.0	0.0	9.24	0.0	0.0	0.0	0.0	0.42	25.26	25.52	23.72
Pck1	0.0	0.0	0.29	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.13	0.07	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.09	0.0	0.21	0.0	0.44	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.81	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.05	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.07	0.14	0.12
Pcp4	2861.67	5030.53	3360.37	4639.95	4004.36	4871.0	1874.09	3085.52	5130.46	3853.07	4195.3	1243.35	2012.53	564.04	4306.98	3963.84	4204.11	3754.32	4339.69	3863.9	4559.13	3003.24	7467.74	4785.11	3966.76	5181.2	4251.63	6240.76	4858.15	6808.32	7407.1	5341.11	6583.41	5620.14	5456.32	4964.42	1998.8	2999.77	4134.5	2246.31	1287.61	4770.47	4293.52	3581.8	1415.46	3666.35	3140.4	2202.57	1764.77	5307.32	7030.52	5084.45	4729.09	4796.79	5492.66	4246.61	4480.25	4373.65	4108.26	3507.01	3446.01	4928.48	3901.08	5219.57	2919.09	3442.63	3306.12	7638.97	4212.47	4439.21	6941.16	7178.2	6670.6	6291.11	8685.7	3459.49	6217.49	3944.75	788.83	807.59	741.11
Pelp1	0.0	7.02	0.0	18.22	0.0	0.72	2.33	0.0	0.38	0.0	0.0	0.0	1.77	0.0	0.05	10.56	0.0	0.0	0.0	1.62	0.98	0.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.96	6.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.6	0.0	2.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.75	1.14	1.83	3.42	2.34	3.82	1.64	0.21	2.0	2.42	1.39	0.7	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	24.86	25.3	25.3
Pex10	0.0	0.0	0.85	0.0	11.18	0.0	0.34	0.0	0.0	4.18	0.2	0.0	0.0	0.0	0.1	65.78	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	15.99	0.0	0.0	0.0	0.0	0.0	81.9	90.3	0.0	0.0	81.43	0.0	0.0	66.38	0.0	12.88	1.52	0.0	8.45	0.0	0.0	0.0	0.45	0.0	0.0	0.0	2.41	1.99	17.18	0.0	5.36	8.48	6.68	17.79	13.27	7.35	3.6	8.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.24	15.52	14.23
Poln	0.0	0.0	0.0	3.84	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.62	0.0	0.0	17.17	0.0	0.0	0.0	0.0	0.0	3.33	0.0	0.71	0.0	0.0	0.0	0.0	14.52	0.0	0.0	0.24	0.0	1.88	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51	0.22	0.39
Polr3g	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	92.36	0.0	1.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.74	0.0	6.72	0.2	0.0	8.16	0.0	0.0	0.29	0.45	1.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.25	4.94	4.89
Ppp1r13l	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.86	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.86	3.32	2.47
Ppp6r2	0.0	0.74	24.82	33.03	5.61	0.0	4.41	0.0	0.0	0.0	0.0	4.56	0.0	1.45	0.0	38.59	10.51	0.58	0.1	20.47	0.0	0.64	5.75	0.0	0.0	0.0	0.0	0.0	0.06	24.63	0.0	0.0	0.28	34.57	0.0	0.0	66.28	0.0	0.0	3.06	0.12	0.0	0.0	0.0	9.75	0.0	0.0	1.11	0.0	8.19	12.77	0.0	0.0	0.0	0.0	4.17	1.33	0.0	4.91	5.22	1.88	2.8	7.32	4.61	1.01	4.02	3.66	0.0	0.0	0.0	46.51	0.0	0.0	0.0	0.0	0.11	10.91	26.97	60.1	62.74	64.79
Prpf40b	0.0	0.0	0.0	0.53	5.88	31.11	2.54	0.0	22.86	10.63	60.55	7.11	7.1	0.0	0.48	0.0	0.0	29.12	38.95	10.51	0.11	18.46	0.0	1.6	12.75	0.0	0.0	0.08	62.72	0.85	0.0	0.0	0.1	0.27	1.73	17.99	60.99	22.31	0.0	0.4	23.49	21.4	0.0	0.0	12.6	8.91	0.0	13.49	2.35	32.91	44.24	0.53	0.2	69.26	0.0	6.61	11.64	13.16	18.13	16.19	15.85	15.8	14.65	7.05	10.83	10.32	12.71	12.02	11.13	0.11	0.0	4.02	0.0	0.0	0.0	0.0	0.0	0.0	52.56	53.59	57.39
Prss23	0.0	51.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	1.28	107.31	198.72	0.0	0.1	56.73	0.11	58.51	0.1	0.05	0.0	0.0	224.04	31.24	0.0	35.26	0.0	0.13	2.0	120.72	180.87	64.07	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	82.09	0.0	0.0	0.0	0.0	0.15	26.43	35.61	28.8	22.96	74.6	36.52	29.33	52.54	25.03	46.27	49.12	37.29	0.0	0.0	0.0	0.0	76.91	0.0	0.0	0.0	0.0	0.0	0.0	12.42	14.43	14.27
Ptpru	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49	0.0	0.67	0.0	0.03	0.0	6.89	0.19	0.43	2.08	0.0	0.0	0.0	0.5	0.0	0.1	0.0	0.0	0.0	3.36	0.0	0.0	43.72	6.78	48.45	0.98	0.0	0.34	0.0	0.0	0.0	0.0	0.0	7.84	0.0	2.57	0.06	0.0	0.0	0.0	0.0	0.0	0.0	4.36	6.05	6.81	0.24	11.0	4.15	5.89	14.14	7.82	5.98	7.28	5.33	0.0	0.27	1.41	0.0	0.26	0.0	0.0	0.0	0.0	0.0	3.02	23.57	24.74	26.08
Rbm33	0.0	5.35	0.0	4.62	13.44	3.04	0.0	0.0	0.0	1.82	1.69	17.66	11.59	0.0	0.02	0.0	0.0	0.03	1.16	0.0	17.73	0.0	0.22	0.0	16.58	0.2	0.0	0.99	0.0	0.0	0.84	38.61	0.0	5.96	0.05	0.51	69.2	4.07	7.87	0.0	17.12	0.0	22.66	4.39	0.0	3.26	35.66	4.57	1.29	3.66	9.93	0.26	0.07	0.05	0.0	3.79	5.05	5.12	4.45	4.41	3.06	2.46	3.07	4.36	6.28	3.93	4.32	4.58	0.08	0.6	0.03	0.0	0.0	0.0	0.0	55.26	0.08	0.0	31.73	30.47	35.36
Rdx	0.0	11.21	53.46	57.97	0.0	4.12	0.0	43.3	0.0	0.0	0.0	50.54	4.01	0.0	0.19	0.0	115.96	0.33	0.19	93.83	70.01	0.0	0.0	37.86	18.36	25.06	0.0	2.43	51.85	48.59	0.0	0.0	48.72	0.23	0.0	0.0	187.13	1.72	0.0	59.34	16.33	0.0	2.13	0.0	0.19	10.11	6.31	2.54	3.7	0.0	26.92	0.0	0.35	0.0	3.43	20.14	19.91	21.56	27.55	1.65	17.42	20.89	9.96	15.1	20.13	15.03	10.9	1.46	23.44	0.0	0.0	0.13	0.0	0.17	0.0	0.0	0.0	1.76	50.89	48.85	51.03
Reps2	77.02	41.0	1.32	73.44	37.66	67.6	4.16	43.11	15.63	0.05	51.53	0.0	34.16	7.78	3.92	56.9	4.2	39.73	0.04	0.0	16.41	6.57	0.0	3.9	29.33	0.06	94.48	0.03	2.29	2.8	4.32	4.96	0.0	2.79	0.2	0.19	167.08	45.06	35.87	68.49	46.88	62.7	50.09	13.65	117.0	35.23	8.67	33.62	59.09	46.5	27.56	28.01	0.08	5.92	133.61	8.9	13.32	15.35	12.27	31.36	9.22	13.07	4.91	6.97	19.05	17.02	20.39	11.82	28.66	0.61	12.21	19.83	0.0	7.95	0.0	0.0	48.64	107.65	91.08	77.05	87.88
Rfx2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.65	0.1	0.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	1.64	2.26
Rhobtb3	0.0	2.43	0.0	0.0	0.0	0.0	0.0	4.47	0.0	0.0	10.93	0.0	0.0	0.0	0.07	0.0	0.0	72.91	0.0	0.06	0.0	0.0	0.0	0.0	1.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.84	0.0	0.0	0.1	109.36	0.0	0.0	3.41	0.05	0.0	0.0	0.0	0.07	0.94	0.0	4.26	0.0	0.0	0.0	0.0	0.0	5.11	0.0	3.99	5.53	0.0	0.2	6.74	6.27	1.35	9.95	3.45	2.09	1.04	1.39	0.52	0.0	16.29	11.4	0.0	0.0	0.0	0.0	23.74	0.0	0.0	13.77	13.12	13.53
Rlim	0.06	2.74	16.41	12.94	16.38	1.74	74.08	29.59	17.22	35.81	30.26	20.06	20.8	46.56	8.11	0.0	54.32	23.27	0.0	52.92	41.99	0.0	0.05	0.0	21.35	17.64	48.22	0.0	3.55	13.11	19.98	0.06	1.35	1.12	44.87	49.71	157.02	2.54	21.75	3.68	0.48	13.57	38.56	55.63	0.0	10.94	41.14	22.68	51.09	2.78	0.0	0.78	60.61	49.48	0.0	22.08	17.66	25.25	12.28	29.72	14.54	8.45	13.65	7.15	24.06	17.54	19.58	27.79	2.39	17.03	0.0	0.0	0.0	4.76	8.89	0.0	29.51	0.0	21.51	20.23	20.18
Rnd3	152.12	121.77	0.0	0.0	0.0	0.0	0.0	9.9	0.0	0.0	0.0	0.0	0.11	6.51	47.58	6.18	0.11	116.25	42.66	27.76	81.39	114.01	0.0	42.62	35.81	0.0	21.07	0.0	0.0	0.0	0.0	0.0	0.12	5.23	0.0	80.77	152.59	64.74	0.0	75.93	0.0	0.0	0.0	6.52	0.0	0.0	0.0	11.81	0.0	0.0	98.07	115.15	29.32	0.0	18.43	15.43	70.99	36.1	32.83	41.99	32.33	34.75	50.43	10.76	78.04	58.53	68.25	13.35	7.61	31.58	0.0	0.0	0.0	0.0	6.71	23.43	0.0	0.0	15.39	13.81	11.67
Sec22c	0.1	0.73	1.67	0.06	0.61	2.46	4.69	0.31	0.36	0.55	0.53	0.92	0.64	0.41	0.51	0.74	0.36	0.51	0.71	0.63	0.47	1.19	0.16	0.12	0.72	0.02	0.45	0.17	0.52	0.58	0.11	21.83	0.22	0.48	1.07	0.52	0.64	0.3	30.26	0.71	0.4	0.65	5.8	0.0	40.52	0.18	0.68	5.46	0.33	0.29	20.28	0.65	0.34	0.44	0.31	0.59	2.64	2.84	1.28	12.18	3.21	2.73	1.62	4.92	2.92	4.91	3.11	1.68	0.07	0.13	1.86	0.0	0.79	0.24	0.05	0.07	0.25	0.96	22.99	22.86	22.18
Sept1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.97	2.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.62	0.39	0.99
Serinc5	0.0	65.84	0.0	0.0	0.0	0.0	1.04	0.0	0.0	0.0	59.27	0.0	0.06	0.0	3.02	0.0	0.03	0.0	29.73	0.07	14.0	0.0	0.13	0.0	0.0	0.0	8.18	0.0	0.0	0.0	0.0	0.0	0.0	52.04	0.0	7.34	76.3	0.0	23.4	0.0	0.1	2.04	47.36	0.0	0.0	0.09	0.0	7.52	5.77	0.0	0.0	0.0	0.0	0.0	0.0	0.46	1.27	4.12	0.0	2.79	4.0	2.5	4.41	1.43	2.28	3.07	2.13	0.0	0.62	0.0	0.0	12.44	0.0	0.0	0.0	0.0	0.0	0.42	47.51	47.26	50.14
Siah2	0.0	12.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.62	0.0	8.75	0.0	2.4	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.75	2.55	0.0	0.0	85.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.43	9.81	0.12	2.86	0.72	0.0	0.0	4.18	6.53	4.93	6.1	2.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.24	0.0	0.0	0.0	16.0	16.68	10.78
Siva1	376.66	167.31	0.0	0.0	70.8	33.72	81.99	308.7	86.38	0.0	0.0	40.02	0.0	0.0	0.68	4.81	0.0	238.13	0.46	0.0	116.41	89.71	0.96	75.12	96.92	0.89	0.0	0.0	136.34	0.0	121.1	0.0	198.66	0.0	0.0	0.0	370.58	0.0	10.42	0.0	0.0	0.0	56.95	111.23	0.0	38.45	3.08	32.82	20.5	259.48	0.0	0.0	0.0	0.0	0.0	85.05	38.01	22.96	21.49	27.99	38.05	89.71	87.9	139.07	77.35	73.14	78.38	0.0	0.69	0.46	179.87	0.0	0.0	0.56	0.0	208.4	0.0	104.38	13.42	17.97	13.08
Sos2	0.0	8.52	0.85	7.76	0.0	0.0	0.0	0.0	19.14	0.0	12.52	0.0	0.0	0.0	0.01	0.06	0.0	40.09	0.0	0.06	0.06	0.0	0.0	0.06	0.06	24.59	0.0	0.0	0.04	32.33	0.06	0.0	0.06	0.0	0.0	0.0	47.25	0.0	16.91	0.0	1.76	0.0	31.65	0.1	0.3	0.75	1.43	2.15	21.5	0.0	0.0	1.05	22.06	0.0	53.84	5.38	2.4	5.67	0.77	2.48	0.3	3.98	4.96	3.45	7.11	5.88	3.3	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.04	0.34	0.22	0.0	19.39	17.21	17.87
Stx2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.32	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	1.23	244.69	0.0	30.8	1.54	0.0	0.0	0.07	0.13	0.0	92.55	0.0	0.0	3.58	0.0	70.25	0.0	29.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	1.34	0.1	0.0	0.0	0.49	14.53	3.88	3.58	3.26	2.94	1.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.58	16.28	17.15
Tas2r137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.1
Tbata	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	77.49	414.9	50.28	0.0	413.03	34.67	8.35	0.0	0.0	111.58	0.15	0.0	164.64	99.0	0.0	0.3	130.69	49.3	74.08	0.0	0.0	73.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.35	60.1	0.0	0.0	21.14	0.0	0.0	0.0	44.57	27.5	83.98	18.53	14.4	19.97	25.28	34.72	25.23	31.7	36.77	34.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.24	5.76	5.26
Tbcel	0.0	16.25	0.0	0.0	0.0	0.25	0.0	1.2	0.0	0.0	0.0	7.5	15.89	19.45	0.0	6.98	4.38	0.06	0.0	0.0	0.07	0.07	0.0	11.55	0.0	6.08	0.0	0.0	0.0	0.0	8.77	0.0	0.0	0.0	44.35	0.1	56.26	6.77	0.0	0.0	0.0	3.1	0.0	0.0	23.13	0.2	0.0	5.73	1.55	7.0	0.0	28.05	0.0	1.13	0.0	8.77	7.42	9.34	6.46	3.65	3.6	4.06	7.63	3.35	9.16	4.19	5.12	0.0	0.0	0.0	25.68	0.24	0.0	0.0	48.11	0.0	0.0	14.86	31.15	30.41	28.8
Tlcd2	0.68	0.47	0.49	11.4	0.44	0.57	1.11	0.0	0.26	0.66	2.74	0.31	1.48	0.33	0.65	1.17	0.38	0.46	1.16	0.21	0.24	1.46	0.24	0.0	0.53	0.89	0.24	0.2	1.14	0.3	0.0	0.38	0.55	1.16	0.87	1.36	105.17	1.02	1.13	1.64	2.23	0.0	0.47	1.18	1.38	1.6	1.21	0.93	4.79	0.0	2.67	0.0	0.57	0.0	8.3	0.23	0.97	0.26	0.0	0.27	0.47	0.0	0.29	14.01	0.27	1.68	1.22	0.91	1.02	0.45	0.38	0.17	0.0	0.56	0.0	0.0	0.19	0.35	9.03	7.47	11.19
Tnfrsf17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.47	0.39
Tnip3	0.0	0.0	0.0	32.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.45	1.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.11
Trim39	0.0	0.17	11.7	27.53	24.86	19.83	0.52	0.0	62.59	0.58	28.99	0.48	0.0	0.83	15.96	5.6	0.08	0.39	0.27	0.11	4.31	36.73	0.0	0.0	0.0	0.0	0.0	0.02	35.32	6.66	0.0	0.0	3.51	0.14	0.0	0.0	73.0	0.0	0.09	114.64	0.13	0.0	0.2	0.0	0.48	0.11	0.44	3.16	63.69	0.0	0.0	0.02	0.21	36.66	0.0	7.67	0.58	9.35	4.92	11.31	0.41	5.49	16.92	4.49	12.8	10.63	14.74	0.0	0.2	0.11	0.0	0.4	119.59	0.18	0.0	0.0	0.36	0.08	22.87	23.34	21.75
Trpc4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	85.57	0.0	0.0	0.0	0.0	21.18	0.0	0.11	36.12	0.05	0.0	0.0	0.0	0.0	0.61	0.0	0.0	0.0	0.05	40.64	29.31	0.0	29.49	18.39	0.0	0.0	0.0	0.17	31.59	302.7	0.0	0.09	0.55	0.04	0.42	1.34	0.0	82.85	0.22	0.0	51.23	0.0	1.35	0.0	102.13	0.0	0.0	0.0	3.72	9.92	6.45	11.32	11.09	1.78	9.34	0.0	0.0	2.22	7.84	3.8	24.05	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.26	15.72	14.98
