	Calb2_tdTpositive_cell_3	Calb2_tdTpositive_cell_23	Calb2_tdTpositive_cell_31	Chrna2_tdTpositive_cell_74	Cux2_tdTpositive_cell_3	Cux2_tdTpositive_cell_8	Cux2_tdTpositive_cell_15	Cux2_tdTpositive_cell_16	Cux2_tdTpositive_cell_51	Cux2_tdTpositive_cell_54	Cux2_tdTpositive_cell_56	Cux2_tdTpositive_cell_65	Gad2_tdTpositive_cell_66	Ndnf_tdTpositive_cell_21	Nr5a1_tdTpositive_cell_2	Nr5a1_tdTpositive_cell_3	Nr5a1_tdTpositive_cell_4	Nr5a1_tdTpositive_cell_8	Nr5a1_tdTpositive_cell_9	Nr5a1_tdTpositive_cell_14	Nr5a1_tdTpositive_cell_18	Nr5a1_tdTpositive_cell_26	Nr5a1_tdTpositive_cell_33	Nr5a1_tdTpositive_cell_37	Nr5a1_tdTpositive_cell_43	Ntsr1_tdTpositive_cell_38	Rbp4_tdTpositive_cell_3	Rbp4_tdTpositive_cell_16	Rbp4_tdTpositive_cell_25	Rbp4_tdTpositive_cell_96	Rbp4_tdTpositive_cell_115	Rbp4_tdTpositive_cell_154	Rorb_tdTpositive_cell_2	Rorb_tdTpositive_cell_3	Rorb_tdTpositive_cell_11	Rorb_tdTpositive_cell_36	Rorb_tdTpositive_cell_38	Rorb_tdTpositive_cell_40	Rorb_tdTpositive_cell_49	Scnn1a.Tg2_tdTnegative_cell_10	Scnn1a.Tg3_tdTpositive_cell_58	Scnn1a.Tg3_tdTpositive_cell_72	Scnn1a.Tg3_tdTpositive_cell_88	Scnn1a.Tg3_tdTpositive_cell_91	Scnn1a.Tg3_tdTpositive_cell_92	Scnn1a.Tg3_tdTpositive_cell_97	Scnn1a.Tg3_tdTpositive_cell_98	Scnn1a.Tg3_tdTnegative_cell_12	Scnn1a.Tg3_tdTnegative_cell_18	Ntsr1_tdTpos_10cell_1	Ntsr1_tdTpos_10cell_2	Ntsr1_tdTpos_10cell_3	Ntsr1_tdTpos_10cell_4	Ntsr1_tdTpos_10cell_5	Ntsr1_tdTpos_10cell_6	Ntsr1_tdTpos_10cell_7	Ntsr1_tdTpos_10cell_8	Ntsr1_tdTpos_10cell_9	Ntsr1_tdTpos_10cell_10	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	CAV_LP_Ipsi_tdTpos_cell_12	CAV_LP_Ipsi_tdTpos_cell_40	CAV_VISp_Contra_tdTpos_cell_4
Sap30bp	0.0	0.0	0.0	27.45	99.93	26.0	175.79	148.79	87.5	16.85	123.67	0.0	0.0	0.0	163.42	208.04	66.03	53.09	0.0	0.0	157.44	48.66	30.04	0.15	189.11	0.38	90.52	0.0	94.58	6.32	0.0	0.0	80.99	53.27	0.0	0.0	95.12	99.95	87.26	87.31	0.0	0.0	0.0	1.66	276.98	25.03	0.17	0.0	0.0	99.55	92.27	76.89	70.09	79.09	32.0	45.28	51.43	77.92	51.42	55.3	59.62	52.29	21.81	11.74	15.28
Serinc2	0.0	0.0	0.0	26.33	0.11	0.0	0.0	0.0	0.0	0.0	18.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	27.18	0.0	0.0	0.0	0.0	0.0	0.0	15.98	0.0	0.11	0.12	0.0	0.17	0.0	0.0	0.0	0.0	0.0	298.82	0.88	143.51	0.0	0.0	20.07	41.64	44.33	54.5	33.84	33.27	56.08	36.4	30.57	16.07	13.49	28.7	28.79	0.26	0.0	0.0
Smpdl3a	0.0	0.0	12.7	28.91	0.11	0.0	81.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	219.62	0.0	0.0	0.0	0.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.06	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.24	33.37	23.82	1.46	8.97	0.68	19.77	20.26	15.62	24.67	7.08	13.8	22.16	0.0	0.0	97.16
Snap25	26182.83	20388.22	16905.75	17717.82	24880.43	23752.44	18044.41	19393.09	21540.55	17984.32	25194.29	21404.94	21262.24	807.81	20475.86	24000.2	21827.11	19565.51	22188.29	24648.02	18747.6	21855.18	22891.51	21740.03	20866.53	23051.34	22470.57	21096.18	21046.1	20362.31	19257.32	20120.09	16590.3	21226.95	25542.47	21954.45	22725.47	21280.34	16703.61	15981.93	16938.54	19363.42	19978.93	16964.69	15085.86	20516.03	16148.76	0.0	0.0	13859.73	14414.73	14568.29	13618.29	13443.27	17485.78	15823.69	14249.14	16180.38	16617.11	20846.74	19146.26	18964.09	18167.33	17775.06	16726.25
Snrpd1	0.96	218.08	111.53	273.35	203.76	270.44	116.36	152.97	296.49	98.51	185.93	334.31	119.99	0.0	35.81	139.28	72.16	178.21	67.38	227.57	135.97	212.52	316.28	169.85	489.11	191.37	353.82	131.45	148.43	453.28	39.92	126.93	331.46	137.51	492.46	500.56	361.99	254.74	9.37	158.78	191.5	113.2	165.09	53.85	620.57	460.12	172.87	0.0	0.0	240.67	294.42	272.74	261.43	324.21	252.37	261.57	258.53	221.92	380.5	196.25	200.54	219.4	338.04	235.93	142.38
Sssca1	133.95	156.82	0.0	61.07	0.0	89.43	201.17	9.47	101.17	0.0	0.0	0.0	0.0	0.0	0.34	71.67	96.91	0.0	117.71	240.06	208.26	0.0	75.35	1.89	0.0	0.0	4.29	166.11	0.0	120.35	0.0	63.28	0.0	22.13	0.0	0.16	0.0	111.83	76.42	0.0	126.67	0.0	0.0	0.0	484.01	174.89	2.15	0.0	0.0	42.4	96.58	63.32	74.9	52.39	75.35	48.93	89.58	113.27	81.2	71.71	86.82	88.71	81.08	12.27	0.0
St6galnac3	0.0	0.0	0.0	0.0	10.8	0.0	1.56	0.0	6.82	0.0	0.0	9.51	0.0	0.0	23.23	0.0	0.0	0.0	0.0	87.28	9.04	0.0	0.0	9.32	0.0	0.0	2.48	26.08	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.1	0.14	0.0	0.0	0.0	2.09	3.84	0.6	0.0	5.7	0.61	0.22	3.96	2.97	2.93	0.99	0.62	2.13	0.0	21.21	0.0
Stx5a	105.14	0.0	71.69	4.72	283.81	0.0	0.0	244.45	303.07	13.72	421.18	0.0	9.53	0.0	3.64	0.09	168.69	195.14	0.0	2.65	152.19	117.51	99.15	84.63	306.23	105.59	0.77	98.79	0.16	76.84	0.0	76.25	49.4	87.97	0.0	0.18	117.51	0.0	2.43	54.97	176.22	6.84	101.04	0.0	343.34	5.12	1.27	0.0	0.0	79.8	65.08	57.37	57.42	38.79	69.97	39.83	68.03	73.81	74.37	31.57	65.52	58.23	0.0	83.78	0.0
Svip	0.0	162.79	0.0	75.1	0.03	9.82	129.22	169.68	0.0	0.83	178.76	0.0	0.0	0.0	120.42	163.47	0.65	1.88	0.0	325.33	496.0	101.38	101.42	0.46	0.0	0.0	47.96	0.0	48.12	0.0	0.0	0.0	0.0	0.09	0.0	0.0	119.41	120.55	0.11	142.96	0.0	0.0	0.0	0.0	106.4	0.09	5.56	0.0	0.0	39.95	17.18	45.69	36.59	23.98	25.65	32.51	31.13	20.52	22.11	64.33	36.64	44.72	23.18	0.0	4.91
Tmem85	459.29	433.25	652.58	336.28	389.39	743.49	584.58	1078.31	381.92	502.45	507.08	333.25	121.72	0.0	381.17	559.51	416.38	514.4	461.2	415.51	726.83	366.72	940.7	790.08	598.81	961.57	501.4	1049.93	428.59	282.18	411.91	466.79	344.14	310.19	1363.34	579.75	654.88	96.52	619.53	457.81	213.01	215.39	411.23	346.44	1022.86	145.1	1100.98	0.0	0.0	366.28	525.78	531.49	603.46	631.58	509.29	409.05	578.63	502.48	422.89	363.45	330.21	309.03	730.86	202.3	442.81
Tnfrsf12a	0.0	0.0	0.0	0.0	0.25	0.0	0.0	162.77	163.28	116.98	0.0	0.0	0.0	0.0	136.38	0.0	120.19	0.0	0.0	0.0	0.0	133.49	0.0	0.12	0.0	128.9	0.0	0.0	0.0	0.39	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	104.71	0.0	0.0	0.0	0.0	0.0	216.27	147.13	138.11	0.0	0.0	10.41	0.0	21.26	15.45	11.68	30.56	30.71	0.0	0.0	11.96	9.34	3.35	8.24	75.18	0.0	0.0
Tnpo2	35.11	0.13	0.47	30.19	0.0	8.27	36.57	8.14	0.0	6.11	4.24	26.84	4.44	0.0	12.33	16.03	10.21	53.98	9.08	0.08	13.96	2.23	0.17	31.89	0.03	3.27	5.76	11.63	9.18	10.15	0.0	11.47	35.25	7.64	0.0	24.4	27.82	8.87	26.39	25.07	4.62	0.0	49.94	3.84	6.33	4.24	19.27	0.0	0.0	11.07	7.35	4.29	2.16	8.25	9.47	14.72	4.83	5.07	4.75	4.43	4.2	4.6	19.48	8.8	21.72
Trdmt1	0.0	0.0	0.0	5.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.24	0.0	0.0	0.65	130.1	0.21	0.0	0.0	0.0	0.27	0.41	0.0	12.66	0.0	3.53	6.86	4.31	3.65	0.0	3.28	4.31	7.38	0.0	0.0	5.04
Ttc26	1.52	2.92	136.09	0.6	110.77	1.21	0.76	67.94	0.96	2.47	1.76	0.88	1.56	0.0	4.31	7.84	1.47	1.47	2.86	1.67	1.36	73.69	48.0	1.07	1.25	84.47	1.33	3.57	1.63	1.58	4.78	1.53	1.7	1.88	2.5	1.26	0.44	2.17	3.94	1.11	0.3	2.99	0.52	2.11	1.25	0.54	1.67	4.88	0.8	8.18	14.5	13.82	5.72	5.67	9.71	2.18	5.26	12.94	2.03	7.45	6.11	9.24	51.38	1.23	1.89
Vps18	0.0	0.0	0.0	0.0	0.02	18.18	0.0	0.0	0.0	0.0	0.0	1.16	0.11	0.0	11.58	0.14	0.0	0.19	0.0	0.0	0.0	0.0	0.0	21.16	0.0	0.0	6.61	0.0	0.7	0.16	0.0	0.0	0.0	3.0	21.13	0.0	10.55	0.18	0.08	12.94	0.0	5.83	0.0	0.0	111.53	0.37	77.68	0.0	0.0	8.08	12.8	12.61	7.46	7.12	8.01	3.16	5.44	0.73	10.16	5.92	6.41	5.27	48.52	0.0	0.13
Ythdf1	0.0	0.0	0.0	24.92	0.0	28.69	0.0	0.0	0.0	0.0	0.0	3.53	149.15	0.0	0.0	0.0	44.51	0.0	0.23	0.0	102.21	0.0	0.0	49.14	0.04	10.73	0.0	0.0	0.09	0.0	46.96	45.05	75.36	0.0	68.83	7.3	0.0	16.75	0.0	0.0	78.9	230.35	2.43	0.0	16.51	0.34	0.11	0.0	0.0	20.2	12.38	8.42	12.48	22.94	12.35	4.42	6.98	1.09	8.51	9.47	9.52	8.84	0.0	7.26	0.0
Zfp330	0.0	29.52	0.0	0.47	277.85	0.0	147.02	230.64	370.26	91.98	0.0	0.0	0.0	0.0	0.67	28.52	0.41	0.37	348.81	0.0	0.0	0.0	0.26	94.57	201.97	152.82	48.75	0.27	74.08	180.26	0.0	0.21	0.0	0.0	89.57	148.08	0.42	126.12	2.88	53.45	213.22	0.0	199.3	210.88	211.1	379.61	0.97	0.0	0.0	53.76	91.82	89.36	125.64	78.72	49.32	65.78	90.09	117.78	31.39	106.77	76.97	93.76	17.52	331.12	65.37
Zfyve28	0.0	0.0	0.14	0.0	0.08	0.0	0.0	0.6	76.06	0.15	0.0	51.67	0.0	0.0	1.09	0.61	59.82	79.92	74.13	0.0	0.0	25.86	0.0	0.0	47.68	0.0	0.0	4.17	0.0	0.0	60.33	57.44	0.0	3.18	0.0	20.68	114.98	0.06	0.0	0.0	0.0	0.0	0.0	88.61	0.04	0.03	63.29	0.0	0.0	16.99	0.09	3.09	11.91	2.53	4.64	15.61	0.97	9.61	5.52	7.44	7.99	6.15	0.72	0.0	0.25
c12_LSU-rRNA_Hsa	62.84	94.49	138.15	107.47	149.63	182.64	139.27	85.13	90.56	130.07	136.64	85.12	121.78	26.11	96.12	126.81	119.43	230.06	162.1	89.18	168.04	80.72	188.18	249.12	156.5	157.8	114.18	103.08	146.49	140.12	115.05	146.11	94.75	83.56	186.56	183.75	256.61	159.42	144.05	97.87	134.19	138.71	121.69	85.41	153.95	133.02	209.16	85.01	93.64	296.3	245.3	283.62	307.69	306.97	332.11	318.81	244.47	284.7	239.52	1336.39	882.67	941.41	146.0	68.45	64.44
c16_LSU-rRNA_Hsa	384.92	169.63	383.96	262.79	338.67	396.08	417.74	246.23	200.4	261.86	442.39	263.22	275.36	130.19	333.12	386.08	347.62	506.45	277.56	221.57	399.73	214.93	321.67	522.38	397.28	333.43	384.16	306.77	227.0	359.15	271.08	279.18	160.82	228.34	340.87	415.23	522.05	347.28	346.0	280.85	464.08	235.5	362.17	228.85	494.07	328.08	397.95	210.49	166.04	817.31	991.07	896.68	959.18	917.22	978.16	905.57	903.45	898.56	887.21	4078.37	3436.41	3239.78	385.05	261.72	315.15
c17_LSU-rRNA_Hsa	99.18	70.14	144.45	108.88	93.13	142.77	120.64	96.19	77.72	111.14	59.14	82.09	111.11	69.56	86.12	99.16	85.18	153.0	138.13	60.46	199.47	157.42	100.46	99.72	95.34	70.57	182.75	100.96	99.15	93.41	91.02	113.16	68.36	92.96	77.35	87.6	79.17	112.16	129.01	124.57	146.97	84.65	66.91	139.1	137.06	99.5	127.01	75.15	66.13	559.24	566.87	439.6	657.5	558.72	478.49	466.12	564.2	530.79	535.49	2453.54	1909.94	1873.08	113.63	97.36	100.86
c6_LSU-rRNA_Hsa	273.83	147.04	280.06	285.54	326.42	556.83	277.83	208.81	168.88	203.12	289.57	195.11	357.37	73.96	262.79	295.91	229.05	534.96	416.49	135.91	301.82	220.88	321.66	593.55	331.62	305.69	283.23	201.83	259.4	360.7	192.83	399.11	167.3	226.66	240.15	392.82	556.57	364.53	320.46	150.98	286.75	187.62	259.84	181.96	392.34	293.6	409.34	154.2	156.21	596.62	504.06	487.46	640.08	513.03	664.18	545.18	537.35	545.96	520.93	2823.89	2178.25	2269.48	274.99	178.54	176.74
c9_LSU-rRNA_Hsa	296.7	217.07	287.52	368.79	298.86	458.73	371.44	232.68	198.78	292.79	314.7	202.29	249.46	88.84	204.79	290.72	213.73	558.98	385.65	297.23	338.9	247.15	277.57	584.49	333.44	243.28	374.59	245.12	285.8	260.47	243.39	363.05	193.72	196.66	253.76	433.61	543.98	328.44	283.1	215.85	323.42	213.84	207.64	214.41	443.42	337.82	374.07	246.98	195.25	814.07	840.09	686.69	807.04	753.53	800.05	735.22	722.26	738.95	767.48	3836.05	3013.32	3066.88	292.73	103.13	191.22
mt_AK136262	12.47	0.0	0.0	0.04	0.0	0.0	0.01	0.0	0.0	0.0	0.94	0.0	46.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1	1.01	0.0	0.06	0.01	31.65	0.0	0.02	0.0	0.0	0.0	0.0	0.2	0.23	0.0	0.0	7.34	0.15	0.0	0.0	0.0	0.0	0.02	1.39	0.0	0.0	100.77	9.86	4.83	261.93	46.91	210.2	12.15	165.57	50.19	19.33	8.22	0.19	1.6	1.88	19.11	79.78
mt_AK142003	12.47	0.0	0.0	0.04	0.0	0.0	0.01	0.0	0.0	0.0	0.94	0.0	46.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1	1.01	0.0	0.06	0.01	31.65	0.0	0.02	0.0	0.0	0.0	0.0	0.2	0.23	0.0	0.0	7.34	0.15	0.0	0.0	0.0	0.0	0.02	1.39	0.0	0.0	100.77	9.86	4.83	261.93	46.91	210.2	12.15	165.57	50.19	19.33	8.22	0.19	1.6	1.88	19.11	79.78
mt_AK166798	12.47	0.0	0.0	0.04	0.0	0.0	0.01	0.0	0.0	0.0	0.94	0.0	46.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1	1.01	0.0	0.06	0.01	31.65	0.0	0.02	0.0	0.0	0.0	0.0	0.2	0.23	0.0	0.0	7.34	0.15	0.0	0.0	0.0	0.0	0.02	1.39	0.0	0.0	100.77	9.86	4.83	261.93	46.91	210.2	12.15	165.57	50.19	19.33	8.22	0.19	1.6	1.88	19.11	79.78
mt_AK166978	12.47	0.0	0.0	0.04	0.0	0.0	0.01	0.0	0.0	0.0	0.94	0.0	46.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1	1.01	0.0	0.06	0.01	31.65	0.0	0.02	0.0	0.0	0.0	0.0	0.2	0.23	0.0	0.0	7.34	0.15	0.0	0.0	0.0	0.0	0.02	1.39	0.0	0.0	100.77	9.86	4.83	261.93	46.91	210.2	12.15	165.57	50.19	19.33	8.22	0.19	1.6	1.88	19.11	79.78
mt_BC055066	0.0	0.0	0.0	145.93	0.0	0.0	0.0	0.0	100.07	0.0	5.25	0.0	57.59	0.0	0.1	0.0	0.0	50.58	7.53	0.27	0.0	0.0	0.16	105.44	256.52	69.99	0.38	128.25	145.39	0.0	0.0	0.22	43.42	0.0	11.88	29.58	164.8	14.82	0.0	0.01	0.21	1.09	0.0	245.66	250.95	0.0	119.82	0.0	0.0	0.44	170.44	180.01	297.87	143.93	132.28	235.83	64.09	322.79	121.21	182.47	64.45	87.6	5.16	69.62	0.0
