	Calb2_tdTpositive_cell_48	Calb2_tdTpositive_cell_53	Chat_tdTpositive_cell_1	Chrna2_tdTpositive_cell_4	Ctgf_tdTpositive_cell_18	Cux2_tdTnegative_cell_2	Cux2_tdTnegative_cell_3	Cux2_tdTnegative_cell_5	Cux2_tdTnegative_cell_6	Cux2_tdTnegative_cell_11	Cux2_tdTnegative_cell_12	Cux2_tdTnegative_cell_13	Cux2_tdTnegative_cell_15	Gad2_tdTpositive_cell_16	Gad2_tdTpositive_cell_39	Ndnf_tdTnegative_cell_1	Ndnf_tdTnegative_cell_4	Ndnf_tdTnegative_cell_6	Ndnf_tdTnegative_cell_7	Nos1_tdTpositive_cell_29	Ntsr1_tdTpositive_cell_25	Ntsr1_tdTnegative_cell_17	Ntsr1_tdTnegative_cell_18	Ntsr1_tdTnegative_cell_20	Ntsr1_tdTnegative_cell_21	Ntsr1_tdTnegative_cell_25	Ntsr1_tdTnegative_cell_26	Ntsr1_tdTnegative_cell_27	Ntsr1_tdTnegative_cell_28	Ntsr1_tdTnegative_cell_30	Ntsr1_tdTnegative_cell_45	PvalbF.Gad2_tdTpositive_cell_33	Rbp4_tdTpositive_cell_81	Rbp4_tdTpositive_cell_115	Rbp4_tdTpositive_cell_165	Rbp4_tdTnegative_cell_2	Rbp4_tdTnegative_cell_3	Rbp4_tdTnegative_cell_4	Rbp4_tdTnegative_cell_10	Rbp4_tdTnegative_cell_14	Rbp4_tdTnegative_cell_16	Rbp4_tdTnegative_cell_19	Rbp4_tdTnegative_cell_21	Rbp4_tdTnegative_cell_22	Rbp4_tdTnegative_cell_23	Rorb_tdTpositive_cell_39	Rorb_tdTpositive_cell_47	Rorb_tdTpositive_cell_54	Scnn1a.Tg2_tdTnegative_cell_4	Scnn1a.Tg2_tdTnegative_cell_5	Scnn1a.Tg2_tdTnegative_cell_16	Scnn1a.Tg2_tdTnegative_cell_18	Scnn1a.Tg2_tdTnegative_cell_19	Scnn1a.Tg3_tdTnegative_cell_2	Scnn1a.Tg3_tdTnegative_cell_4	Scnn1a.Tg3_tdTnegative_cell_8	Scnn1a.Tg3_tdTnegative_cell_12	Scnn1a.Tg3_tdTnegative_cell_16	Scnn1a.Tg3_tdTnegative_cell_21	Scnn1a.Tg3_tdTnegative_cell_24	Ntsr1_tdTpos_10cell_1	Ntsr1_tdTpos_10cell_2	Ntsr1_tdTpos_10cell_3	Ntsr1_tdTpos_10cell_4	Ntsr1_tdTpos_10cell_5	Ntsr1_tdTpos_10cell_6	Ntsr1_tdTpos_10cell_7	Ntsr1_tdTpos_10cell_8	Ntsr1_tdTpos_10cell_9	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Camk2b	0.0	0.0	362.62	48.2	63.87	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.17	0.07	0.0	25.05	34.92	0.0	0.0	0.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.42	155.86	60.43	71.21	0.0	0.4	0.0	0.0	0.32	0.18	0.0	0.0	0.0	0.0	0.27	0.52	0.18	0.38	0.56	0.0	0.0	0.0	0.0	37.11	0.0	0.0	0.0	0.0	0.0	86.28	69.66	80.23	74.51	85.23	107.35	93.62	79.21	111.69	73.92	90.47	114.56	532.26	557.69	545.35
Cant1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.76	1.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.52	0.44	0.0	5.48	0.0	0.0	0.0	0.0	190.16	0.12	0.0	0.82	0.0	0.0	3.26	3.02	0.12	0.0	36.85	0.0	0.0	0.0	0.0	0.0	0.0	1.68	0.0	0.0	0.0	0.63	4.04	0.47	1.62	1.19	0.0	8.33	0.18	0.61	4.21	1.58	2.21	38.78	41.27	41.8
Ccdc15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37	0.0	0.0	0.0	0.0	116.51	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	3.65	2.1	0.42	0.16	0.66	0.0	0.08	1.36	1.08	1.59	2.05	1.79
Ccdc85b	0.79	0.0	0.29	4.79	0.25	0.63	0.19	0.61	0.21	1.98	0.12	1.6	0.0	3.4	1.67	1.4	80.66	0.23	0.15	0.53	10.24	1.61	0.0	0.47	0.65	0.85	1.1	0.47	0.39	0.0	0.28	13.4	4.65	0.11	3.49	0.38	2.03	0.75	1.15	137.17	0.33	2.37	0.12	0.62	0.12	0.09	1.19	2.82	42.34	1.02	3.1	1.68	0.87	0.25	0.0	0.48	0.48	1.99	1.05	0.88	5.11	0.48	2.85	1.29	1.85	5.78	4.06	5.24	1.12	4.49	4.84	4.0	42.75	54.22	45.12
Ccl2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1218.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.13
Ccl27b	0.0	0.0	0.0	0.0	146.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.98	86.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	27.72	0.0	11.59	100.24	5.36	40.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46	0.11	0.0	0.0	9.5	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	164.03	114.56	132.22	177.66	125.27	74.98	103.08	54.7	62.2	61.27	76.52	71.98	30.63	28.29	22.96
Celf5	7.32	0.11	24.29	1.12	2.58	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.11	1.21	0.46	0.15	0.41	0.0	0.0	38.53	19.75	0.0	0.0	0.57	0.23	0.0	0.0	0.5	0.31	0.82	0.66	2.07	7.92	19.72	24.53	0.45	1.46	0.0	0.0	1.04	0.15	0.0	0.07	0.0	0.0	0.39	0.1	0.32	0.06	0.17	0.07	0.33	0.2	0.0	0.0	0.23	0.0	0.14	0.0	0.0	28.83	25.07	18.37	27.83	26.27	23.22	23.71	20.32	28.87	60.86	52.96	57.82	163.01	160.05	172.09
Cercam	2.05	0.53	0.42	6.61	0.31	0.66	0.0	1.24	0.64	0.64	1.51	0.88	2.7	2.34	2.77	11.59	0.0	0.81	51.16	0.45	4.62	3.33	0.27	0.52	2.58	0.54	49.97	0.8	0.86	0.0	0.96	0.0	0.48	11.03	1.12	2.82	2.04	0.79	1.81	91.77	0.85	2.08	0.0	1.87	1.82	1.3	2.11	17.46	0.65	2.31	0.3	1.95	0.68	0.95	0.64	0.66	0.44	0.48	0.0	0.0	2.22	1.51	0.33	1.06	2.13	0.92	0.85	0.34	0.83	0.66	1.4	4.49	6.14	6.73	8.5
Cherp	0.0	0.0	0.0	10.05	0.68	0.0	0.0	0.0	0.0	0.0	0.0	1.59	23.73	0.0	0.0	0.0	0.0	0.0	0.0	43.37	0.09	0.0	1.61	24.39	126.99	0.0	181.83	0.0	0.0	0.0	0.0	0.09	1.78	25.89	11.13	0.0	0.0	0.0	0.0	368.86	0.09	0.0	0.0	0.0	0.0	102.22	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	36.87	0.0	11.33	4.03	3.76	0.68	6.18	0.16	6.34	4.93	6.91	4.92	3.78	3.91	40.48	43.2	43.63
Clec18a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.0	0.0	6.51	4.43	5.77
Col23a1	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41	0.0	0.0	0.0	0.0	37.51	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.05	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	1.3	0.0	9.06	0.0	0.0	0.0	2.75	2.84	0.0	0.83	0.18	0.3	8.66	8.34	7.44
Commd8	4.33	139.16	0.8	0.7	9.94	0.55	1.96	289.88	303.41	0.62	2.61	0.95	669.47	7.78	1.47	337.79	57.24	4.85	4.2	45.45	1.56	1.57	0.23	1.81	2.74	156.33	3.11	1.29	319.49	1.92	3.42	0.14	79.07	3.46	41.2	468.83	366.77	0.57	812.23	583.81	0.25	482.49	2.25	1.02	3.05	2.91	2.18	0.34	2.56	2.38	0.76	3.59	1.8	4.17	4.15	248.04	363.22	318.59	0.67	0.37	47.75	19.29	24.4	24.94	49.24	47.54	44.1	48.53	46.4	27.49	31.84	35.27	27.45	26.56	27.95
Cotl1	0.0	39.02	0.0	13.08	14.13	0.0	0.0	22.74	0.0	0.0	0.0	71.7	27.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.0	39.4	0.0	0.0	0.0	67.19	0.0	0.0	0.0	0.0	0.0	1.6	0.0	0.0	0.0	124.62	334.84	0.0	0.0	0.0	181.57	0.0	1.31	0.51	86.91	33.32	59.14	26.78	0.0	0.0	75.44	1.9	47.43	131.96	99.88	0.0	0.0	0.88	0.67	8.5	8.72	2.93	7.24	2.31	4.31	0.61	3.33	0.21	3.01	52.38	62.7	60.09
Csrnp2	0.0	17.89	0.15	0.0	33.45	0.0	0.0	0.32	0.11	387.9	0.0	0.0	0.0	0.0	0.0	0.0	0.16	182.12	5.64	0.0	22.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.67	14.46	0.14	53.09	0.16	0.08	0.0	0.0	293.88	0.08	0.0	0.0	0.24	0.0	0.0	0.1	0.14	0.06	0.0	89.54	0.31	0.1	0.0	0.0	0.0	0.0	0.97	0.0	0.0	33.83	39.79	23.27	14.04	29.66	19.63	8.89	8.45	34.09	19.97	14.08	13.28	23.61	22.54	19.74
Cst3	6228.37	14866.41	1186.76	924.42	568.31	23155.8	18662.8	66199.78	54799.87	8430.15	54350.96	6434.77	61505.62	11352.91	10478.59	18986.87	28585.73	14231.7	18275.3	1197.12	395.78	22142.28	32676.97	3717.54	15684.32	32715.27	21065.23	26357.07	64380.72	32254.6	22149.39	2213.08	315.44	1328.5	471.62	59768.12	79037.77	54056.74	72522.19	67515.86	70378.51	61656.06	72390.07	30854.58	61052.51	33256.36	8480.73	35150.87	14121.09	28488.27	33151.51	18645.13	24558.57	80478.24	68326.69	95318.24	42183.43	75159.39	84616.84	72517.08	544.26	369.21	275.21	435.78	360.58	479.31	390.02	475.27	352.13	353.49	361.27	348.24	1961.51	2186.93	2204.12
Depdc7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.52	0.0	0.0	0.0	0.0	77.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.44	1.58	1.37
Dgat2	0.0	0.0	0.0	16.57	18.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	22.95	0.54	16.29	0.0	0.0	0.0	0.0	0.86	0.0	0.0	0.0	0.0	0.0	0.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	19.17	4.48	18.61	13.87	15.04	6.66	15.09	14.87	7.32	15.51	18.28	74.08	85.02	74.02
Dnajb9	0.0	370.27	0.0	0.0	49.73	0.31	0.0	0.0	0.0	203.06	0.0	0.0	445.78	0.0	0.0	0.0	0.0	57.22	0.0	10.61	43.66	9.87	0.33	0.68	0.0	342.97	0.64	162.85	0.0	263.22	0.0	199.26	89.94	0.0	37.3	96.78	0.17	499.77	0.0	2062.22	0.38	0.0	0.0	0.0	0.0	0.0	660.39	0.1	550.53	809.05	0.46	0.39	33.14	0.0	186.88	0.0	0.0	0.0	711.25	0.0	21.92	38.79	55.66	38.01	56.19	16.58	52.22	33.69	35.05	15.19	34.11	31.03	56.64	56.93	53.99
Dpp3	0.0	0.0	0.0	0.0	16.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.45	0.0	0.0	0.0	0.0	1.61	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.77	0.0	0.0	0.0	0.0	38.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.87	0.0	0.0	0.0	7.91	10.85	25.63	4.62	2.79	12.47	23.15	19.58	16.07	29.64	12.19	13.6	11.52	34.57	35.73	34.78
Ehd2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.89	0.95	0.0	0.0	1.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	4.19	5.73	4.23
Eif2c3	8.92	0.0	2.69	10.26	0.0	0.0	1.91	3.5	0.0	5.73	0.0	0.0	0.0	0.0	0.13	10.48	0.0	0.0	0.0	0.28	39.06	134.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.47	23.44	5.35	8.45	0.0	0.04	0.0	26.9	132.45	0.05	61.72	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.09	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.36	15.67	14.1	9.25	7.43	3.49	6.81	9.47	1.03	3.62	3.35	3.27	11.74	7.79	13.09
Eif3b	0.0	0.0	0.21	0.0	0.7	0.0	4.82	0.0	0.0	51.59	0.0	0.23	0.0	0.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	10.49	10.98	0.0	0.0	0.0	383.42	0.0	0.22	0.0	0.0	0.0	0.0	0.28	0.0	0.0	0.5	135.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4	0.96	18.92	5.86	14.71	8.64	1.01	21.63	11.2	10.55	11.65	9.74	9.47	73.74	78.47	72.41
Epm2aip1	0.13	0.18	6.27	39.08	37.3	0.0	0.69	0.46	0.0	0.21	0.21	3.38	0.0	0.5	47.31	0.14	0.15	0.18	0.17	0.15	1.17	5.17	0.99	5.78	1.38	0.18	0.31	19.72	0.2	0.45	0.45	167.9	112.66	1.52	38.35	0.38	0.51	0.14	0.34	321.28	0.41	0.3	0.34	2.68	6.91	1.5	1.6	1.5	54.54	1.09	89.02	0.59	0.12	0.58	0.0	0.89	0.27	0.28	0.0	39.97	10.05	9.34	24.86	9.0	4.74	25.49	7.84	17.95	12.15	18.05	14.58	20.4	81.29	75.74	76.95
Fam117b	0.0	0.08	0.0	15.69	0.0	0.0	0.0	0.0	0.0	0.0	11.21	114.16	81.09	5.25	0.0	0.0	0.0	0.0	0.2	34.07	3.01	0.15	0.0	0.0	0.0	0.07	0.11	0.07	0.0	0.0	0.0	0.0	24.25	0.0	10.83	0.24	0.06	0.0	0.0	177.04	0.15	0.11	0.0	0.0	0.0	0.0	0.21	0.06	0.05	0.07	0.0	0.0	0.0	0.0	0.0	50.14	0.23	0.0	0.0	0.0	6.47	2.75	0.54	2.52	10.75	6.22	11.43	7.52	7.06	7.36	6.89	8.01	40.0	38.65	37.03
Fam131b	0.0	0.0	0.0	0.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.95	12.58	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	22.39	0.73	5.77	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	4.77	7.78	3.6	6.32	1.32	6.17	9.31	7.37	4.02	8.09	10.91	10.69	111.09	108.93	108.41
Fam196b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	88.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	1.61	1.48	1.38
Fam48a	0.0	0.0	26.4	0.0	0.0	131.92	58.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	125.35	0.0	0.0	0.0	0.0	54.84	0.0	5.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	121.91	19.05	8.76	5.95	0.0	177.67	0.0	871.19	0.18	0.0	0.0	0.0	0.0	0.0	0.21	0.46	0.0	8.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.23	0.0	19.29	32.84	43.05	18.27	6.41	25.21	19.41	19.44	22.52	43.27	24.34	30.07	27.37	25.45	27.44
Fap	0.0	0.0	0.0	0.0	1.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.13	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.08	0.0	3.6	4.7	0.0	4.79	9.69	2.11	14.84	11.74	6.0	1.03	2.09	1.41	2.03
Ffar3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.06	0.25
Fkbp14	0.0	0.0	0.0	39.74	0.0	51.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76.92	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.87	0.0	0.0	0.0	0.0	0.0	0.0	148.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	75.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.42	4.06	11.78	0.0	6.65	17.03	0.0	2.83	0.0	7.45	5.86	3.55	9.41	8.23	8.59
Fscn1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	13.31	4.28	2.98	0.0	44.56	0.0	0.0	0.0	0.0	0.0	0.0	1.21	11.17	0.0	0.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.59	10.46	11.03	25.45	73.96	5.19	0.29	157.17	111.17	0.0	104.95	2.39	0.0	3.3	0.0	0.0	0.0	0.0	0.14	0.0	0.0	60.9	2.23	0.0	0.0	41.69	0.0	0.0	0.0	6.13	11.42	5.65	8.52	4.69	6.08	6.56	8.32	12.13	7.72	9.17	7.3	187.25	206.18	214.83
Galnt11	2.35	5.37	16.27	12.37	2.25	0.0	0.0	0.0	0.0	37.29	24.46	0.27	15.6	0.65	22.45	0.0	4.98	7.43	0.0	0.85	0.97	0.0	0.0	0.0	2.88	2.6	8.94	3.2	0.0	39.66	9.1	4.03	4.02	94.1	18.54	2.97	0.0	0.0	0.0	96.72	0.0	0.0	0.0	28.25	0.0	4.47	12.37	0.0	7.1	0.0	0.0	5.08	4.7	0.0	0.0	3.97	3.62	0.0	0.0	0.0	37.36	21.04	20.6	25.25	16.59	25.67	2.63	28.58	19.55	14.85	11.79	17.02	38.12	38.14	35.07
Gata6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.06	0.13
Gga3	27.47	0.0	0.18	4.99	0.9	0.0	0.0	0.0	6.52	0.0	41.48	0.0	0.0	591.06	0.0	0.0	0.0	0.0	0.0	2.86	26.11	0.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.42	0.18	9.07	45.8	0.17	20.23	0.0	0.09	0.0	0.0	724.38	0.2	0.0	16.31	0.0	0.0	0.0	18.6	0.0	0.07	0.11	1.32	0.0	0.0	7.47	0.0	0.0	0.0	5.24	0.0	1.1	14.97	19.64	29.28	16.61	9.85	33.35	21.37	11.85	22.03	29.9	15.51	24.1	56.8	56.2	56.57
Ggt5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.29	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	150.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	1.23	1.36	0.96
Glrp1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29	0.48	0.47
Gls2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.53	0.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.01	0.0	6.11	11.71	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3	6.42	24.27	9.84	17.76	16.14	3.85	4.01	8.85	16.78	13.04	11.18	23.15	22.31	20.72
Gm13306	0.0	0.0	0.0	0.0	146.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.98	86.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	27.72	0.0	11.59	100.24	5.36	40.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46	0.11	0.0	0.0	9.5	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	164.03	114.56	132.22	177.66	125.27	74.98	103.08	54.7	62.2	61.27	76.52	71.98	30.63	28.29	22.96
Gm13629	0.0	0.0	40.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.88	0.0	2.26	0.0	0.0	0.0	0.0	0.49	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.07	0.0	0.0	6.37	0.0	12.94	2.2	0.27	0.0	7.32	5.3	6.65
Gm16404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
