	Calb2_tdTpositive_cell_20	Calb2_tdTpositive_cell_21	Calb2_tdTpositive_cell_34	Calb2_tdTpositive_cell_36	Calb2_tdTpositive_cell_37	Calb2_tdTpositive_cell_41	Calb2_tdTpositive_cell_44	Calb2_tdTpositive_cell_49	Calb2_tdTpositive_cell_57	Calb2_tdTpositive_cell_59	Calb2_tdTpositive_cell_64	Chat_tdTpositive_cell_1	Chat_tdTpositive_cell_5	Cux2_tdTnegative_cell_1	Gad2_tdTpositive_cell_19	Gad2_tdTpositive_cell_21	Gad2_tdTpositive_cell_23	Gad2_tdTpositive_cell_29	Gad2_tdTpositive_cell_33	Gad2_tdTpositive_cell_45	Gad2_tdTpositive_cell_54	Htr3a_tdTpositive_cell_23	Htr3a_tdTpositive_cell_40	Htr3a_tdTpositive_cell_57	Htr3a_tdTpositive_cell_58	Htr3a_tdTpositive_cell_59	Htr3a_tdTpositive_cell_68	Htr3a_tdTpositive_cell_71	Htr3a_tdTpositive_cell_76	Htr3a_tdTpositive_cell_81	Htr3a_tdTpositive_cell_88	Htr3a_tdTpositive_cell_104	Ndnf_tdTpositive_cell_15	Rbp4_tdTpositive_cell_165	Sst_tdTpositive_cell_44	Vip_tdTpositive_cell_5	Vip_tdTpositive_cell_6	Vip_tdTpositive_cell_10	Vip_tdTpositive_cell_12	Vip_tdTpositive_cell_22	Vip_tdTpositive_cell_24	Vip_tdTpositive_cell_25	Vip_tdTpositive_cell_26	Vip_tdTpositive_cell_27	Vip_tdTpositive_cell_29	Vip_tdTpositive_cell_34	Vip_tdTpositive_cell_35	Vip_tdTpositive_cell_37	Vip_tdTpositive_cell_41	Vip_tdTpositive_cell_42	Vip_tdTpositive_cell_43	Vip_tdTpositive_cell_45	Vip_tdTpositive_cell_46	Vip_tdTpositive_cell_47	Vip_tdTpositive_cell_49	Vip_tdTpositive_cell_50	Vip_tdTpositive_cell_51	Vip_tdTpositive_cell_52	Vip_tdTpositive_cell_54	Vip_tdTpositive_cell_55	Vip_tdTpositive_cell_56	Vip_tdTpositive_cell_57	Vip_tdTpositive_cell_58	Vip_tdTpositive_cell_59	Vip_tdTpositive_cell_61	Vip_tdTpositive_cell_63	Vip_tdTpositive_cell_65	Vip_tdTpositive_cell_66	Vip_tdTpositive_cell_67	Ntsr1_tdTpos_10cell_3	Ntsr1_tdTpos_10cell_9	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
1110002N22Rik	14.27	0.0	0.0	127.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	232.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.44	0.0	0.0	0.0	320.26	33.18	0.0	0.0	0.0	0.0	0.0	0.0	77.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.59	0.0	191.05	0.0	301.36	0.0	0.37	92.0	0.0	0.0	95.98	169.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.47	32.06	38.99	42.47	29.31	6.93	6.38	8.2
1700001L19Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.73	0.0	0.0	40.92	0.0	0.0	0.0	0.0	0.0	0.0	100.66	0.0	0.0	0.0	0.26	0.31	0.0	0.0	0.29	0.0	0.0	0.0	0.43	0.0	0.0	0.0	0.0	86.87	66.42	45.23	44.07	50.11	15.72	13.93	14.24
1700012D01Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	70.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.58	0.0	0.0	0.0	0.0	2.06	4.94	4.13	2.11	2.67	1.48	3.07	1.99
1700045I19Rik	0.0	0.0	0.0	26.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	237.68	0.0	0.0	0.0	0.0	281.78	0.0	0.0	0.0	0.0	0.0	0.0	134.72	0.0	0.0	120.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.04	415.31	211.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.33	0.0	0.89	0.0	0.51	1.03	0.96
1700058G18Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.88	0.0	0.94	1.26	0.0	0.0	1.22	0.0	0.85	0.31
2900093L17Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0
4921536K21Rik	0.0	0.22	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	2.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.15	0.0	0.0	0.0	0.0	0.0	0.28	0.0	0.0	0.0	0.45	0.72	0.7
A930009A15Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.57	0.62
AW046200	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.22	0.0	0.0	0.0	0.0	1.23	0.0	0.37	0.0	0.0	0.41	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.0	0.0	0.0	0.0	0.53	0.0	47.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.24	0.0	0.0	0.67	0.35	0.0	0.0	0.0	0.0	0.23	1.47	0.64	1.08
AY358078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.07
Adam33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.67	0.0	0.0	6.57	5.99	5.76
Ap1ar	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	56.52	0.11	27.34	9.15	0.0	0.0	0.0	0.0	0.0	0.0	92.41	0.0	0.0	0.18	0.0	0.0	5.09	0.2	0.0	5.87	0.0	0.0	0.0	0.22	0.0	0.0	0.0	0.17	36.77	3.83	0.0	4.86	0.0	0.0	0.0	0.0	78.53	0.0	110.66	0.0	0.0	0.0	0.0	0.23	0.45	0.0	0.18	0.19	0.0	0.0	0.0	0.0	0.21	9.23	0.0	8.01	3.42	13.77	15.02	11.95	91.14	95.93	92.03
Arhgap32	10.07	0.0	0.0	0.59	0.0	0.0	0.32	0.05	0.0	1.08	0.0	56.8	0.86	0.0	0.0	65.73	0.0	0.0	0.0	0.05	14.71	0.0	0.14	10.33	0.0	8.22	0.05	0.04	0.0	8.39	22.1	0.0	11.28	15.56	0.0	1.35	0.0	0.0	0.0	20.55	7.39	0.28	0.0	0.0	0.0	4.73	0.0	0.0	0.95	0.0	0.0	11.63	68.33	0.12	0.0	48.71	0.05	0.0	0.0	0.0	0.0	16.31	0.0	0.04	0.04	0.0	0.77	39.43	0.0	17.51	31.14	12.02	10.69	7.89	137.07	128.38	137.14
Arhgef6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.17	0.0	0.0	0.0	0.0	0.0	0.0	7.54	7.89	8.11
Athl1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.0	0.0	3.7	2.8	5.49	4.99	4.34
B930092H01Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.03	0.0
BC021767	0.0	0.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.31	1.35	0.0	0.0	0.0	0.0	0.0	0.0	2.45	0.0	0.0	0.0	0.0	0.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.36	0.37	0.0	0.0	0.0	0.0	1.58	0.44	0.09	0.18
