	Calb2_tdTpositive_cell_20	Calb2_tdTpositive_cell_21	Calb2_tdTpositive_cell_34	Calb2_tdTpositive_cell_36	Calb2_tdTpositive_cell_37	Calb2_tdTpositive_cell_41	Calb2_tdTpositive_cell_44	Calb2_tdTpositive_cell_49	Calb2_tdTpositive_cell_57	Calb2_tdTpositive_cell_59	Calb2_tdTpositive_cell_64	Chat_tdTpositive_cell_1	Chat_tdTpositive_cell_5	Cux2_tdTnegative_cell_1	Gad2_tdTpositive_cell_19	Gad2_tdTpositive_cell_21	Gad2_tdTpositive_cell_23	Gad2_tdTpositive_cell_29	Gad2_tdTpositive_cell_33	Gad2_tdTpositive_cell_45	Gad2_tdTpositive_cell_54	Htr3a_tdTpositive_cell_23	Htr3a_tdTpositive_cell_40	Htr3a_tdTpositive_cell_57	Htr3a_tdTpositive_cell_58	Htr3a_tdTpositive_cell_59	Htr3a_tdTpositive_cell_68	Htr3a_tdTpositive_cell_71	Htr3a_tdTpositive_cell_76	Htr3a_tdTpositive_cell_81	Htr3a_tdTpositive_cell_88	Htr3a_tdTpositive_cell_104	Ndnf_tdTpositive_cell_15	Rbp4_tdTpositive_cell_165	Sst_tdTpositive_cell_44	Vip_tdTpositive_cell_5	Vip_tdTpositive_cell_6	Vip_tdTpositive_cell_10	Vip_tdTpositive_cell_12	Vip_tdTpositive_cell_22	Vip_tdTpositive_cell_24	Vip_tdTpositive_cell_25	Vip_tdTpositive_cell_26	Vip_tdTpositive_cell_27	Vip_tdTpositive_cell_29	Vip_tdTpositive_cell_34	Vip_tdTpositive_cell_35	Vip_tdTpositive_cell_37	Vip_tdTpositive_cell_41	Vip_tdTpositive_cell_42	Vip_tdTpositive_cell_43	Vip_tdTpositive_cell_45	Vip_tdTpositive_cell_46	Vip_tdTpositive_cell_47	Vip_tdTpositive_cell_49	Vip_tdTpositive_cell_50	Vip_tdTpositive_cell_51	Vip_tdTpositive_cell_52	Vip_tdTpositive_cell_54	Vip_tdTpositive_cell_55	Vip_tdTpositive_cell_56	Vip_tdTpositive_cell_57	Vip_tdTpositive_cell_58	Vip_tdTpositive_cell_59	Vip_tdTpositive_cell_61	Vip_tdTpositive_cell_63	Vip_tdTpositive_cell_65	Vip_tdTpositive_cell_66	Vip_tdTpositive_cell_67	Ntsr1_tdTpos_10cell_3	Ntsr1_tdTpos_10cell_9	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Gm14431	18.77	0.67	0.21	0.2	1.67	0.0	0.06	2.44	0.87	3.52	0.0	0.0	1.17	3.31	0.0	0.49	0.33	0.0	10.43	0.0	0.0	1.45	1.06	0.22	0.0	1.23	0.0	10.66	0.89	0.0	0.2	0.0	1.01	1.74	0.21	2.5	0.52	9.7	0.0	0.0	1.85	0.14	2.3	0.24	0.76	3.34	12.02	10.02	15.02	0.0	14.28	6.73	29.43	2.54	0.0	0.0	1.14	2.97	0.0	5.61	9.46	0.95	0.68	0.01	0.17	0.0	6.67	8.2	2.49	4.1	2.11	0.99	0.9	1.65	8.87	7.17	8.34
Gm16515	0.0	0.0	0.0	50.61	0.0	0.0	0.0	0.0	0.0	70.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.61	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.64	3.53	0.07	0.33	0.99	8.97	8.39	8.58
Gm2002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0	1.2	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.1	0.15	0.0	0.19	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	1.13	0.41	1.27	4.28	1.89	1.73	1.86	1.4
Gm8898	18.77	0.67	0.21	0.2	1.67	0.0	0.06	2.44	0.87	3.52	0.0	0.0	1.17	3.31	0.0	0.49	0.33	0.0	10.43	0.0	0.0	1.45	1.06	0.22	0.0	1.23	0.0	10.66	0.89	0.0	0.2	0.0	1.01	1.74	0.21	2.5	0.52	9.7	0.0	0.0	1.85	0.14	2.3	0.24	0.76	3.34	12.02	10.02	15.02	0.0	14.28	6.73	29.43	2.54	0.0	0.0	1.14	2.97	0.0	5.61	9.46	0.95	0.68	0.01	0.17	0.0	6.67	8.2	2.49	4.1	2.11	0.99	0.9	1.65	8.87	7.17	8.34
Gnrh1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.76	1.45
Gpr180	0.59	0.2	0.42	0.17	0.0	0.19	0.14	1.48	0.27	1.11	0.85	0.55	1.25	0.69	0.18	0.0	3.04	0.32	0.0	0.7	0.0	0.53	0.68	1.2	0.72	0.38	1.18	0.37	2.44	0.04	0.89	0.39	2.03	5.66	0.59	0.0	0.22	0.62	1.63	1.23	0.97	0.56	0.56	0.88	0.46	0.38	0.0	0.66	2.5	2.1	0.16	2.2	2.05	1.15	0.15	7.43	0.65	0.55	3.72	1.39	0.75	2.35	0.77	0.75	1.95	0.2	2.02	1.52	0.81	14.18	0.34	3.65	1.33	4.57	20.98	19.71	20.62
Gpx7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	135.53	0.0	0.0	13.36	0.0	0.0	0.0	203.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	149.58	0.0	1.31	0.0	268.25	145.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.0	0.0	0.0	0.0	2.27	18.4	7.08	14.83	6.47	5.54	5.92	6.23
Gstcd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.57	0.0	0.0	0.0	4.83	4.58	4.2
Herc4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48	0.0	0.0	0.0	0.0	1.36	0.0	0.0	0.0	0.0	0.0	0.0	46.24	52.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.22	25.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.81	67.63	0.0	2.45	0.0	0.0	0.04	293.31	0.0	63.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	7.95	16.27	9.27	6.96	9.55	13.05	27.03	23.66	24.25
Hist1h2ae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.71	0.0	0.0	0.0	4.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.45	0.5
Hist2h2aa2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.64	9.01	0.0	0.0	0.0	0.0	1.46	0.0	0.0	0.0	0.0	0.0	0.38	0.76	17.27	0.0
Hoxd8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.07	0.07
Hpgd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.0	0.0	0.0	0.0	0.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.17	0.0	1.62	0.0	8.22	7.47	7.17
Hras1	0.0	0.0	0.0	0.0	0.0	0.0	5.28	0.0	0.0	11.92	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.0	0.0	12.1	102.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.68	7.88	93.41	0.29	0.0	9.25	126.1	0.0	0.0	0.0	0.0	0.0	96.14	0.0	0.0	0.0	0.0	0.0	0.0	83.15	0.0	0.0	64.63	0.0	0.0	0.0	0.0	11.82	51.04	0.0	0.0	0.0	0.0	0.0	0.0	7.03	7.99	4.99	10.1	15.9	14.37	97.29	100.13	101.06
Il11ra2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0	1.2	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.1	0.15	0.0	0.19	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	1.13	0.41	1.27	4.28	1.89	1.73	1.86	1.4
Il17d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.75	0.0	0.0	0.0	0.0	0.0	1.45	0.0	16.15	24.29	19.67
Iltifb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14
Itpr2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.05	5.63	7.73
Kcnip2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.86	0.0	0.0	0.0	0.0	23.29	0.0	8.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.25	0.0	0.0	0.0	0.0	0.0	257.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	215.34	0.0	202.07	0.0	0.0	0.0	4.34	3.6	2.42	6.12	4.49	151.98	157.86	170.36
Kif26a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.27	4.13	3.71
Kti12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.09	0.0	0.0	109.81	92.52	0.32	0.0	0.3	0.0	0.0	0.0	0.0	1.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.45	0.23	16.21	19.5	17.33
Lao1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Memo1	0.0	0.0	0.29	0.0	79.4	218.24	0.0	10.69	0.0	39.07	0.0	0.42	0.0	7.27	0.0	103.33	0.0	0.0	219.37	0.0	0.0	0.0	288.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.0	47.99	0.0	0.0	0.0	0.0	85.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	253.29	0.27	0.33	0.33	121.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.02	41.42	31.62	18.7	30.9	37.01	34.29	34.92
Mgat5	0.0	0.0	0.0	1.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.83	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.78	112.75	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.0	70.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.49	0.0	0.0	0.22	35.1	31.66	38.04
Mlxip	3.8	4.49	3.56	4.07	5.28	14.19	5.75	6.38	0.4	3.82	1.18	3.76	9.58	3.16	2.37	4.87	8.26	10.38	4.81	3.48	6.22	4.14	4.1	7.71	8.95	7.45	5.72	6.68	0.84	4.13	5.12	3.67	49.21	7.26	5.9	30.94	25.51	2.97	1.41	4.62	1.84	8.61	6.97	1.73	4.34	3.55	6.39	6.09	7.09	1.91	3.23	3.4	82.97	8.56	4.68	7.74	2.2	3.22	13.43	7.22	7.48	3.21	13.8	3.44	4.33	5.99	4.06	5.14	2.2	6.46	3.38	4.87	5.5	4.8	16.93	16.04	18.33
Mylip	0.0	0.0	0.0	0.52	0.0	0.0	0.22	0.16	0.22	0.0	0.0	0.06	0.23	0.0	0.19	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.06	0.0	0.0	2.25	0.0	0.4	0.26	0.0	0.22	0.06	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	31.8	117.27	0.03	0.0	0.16	0.0	0.0	0.0	1.44	0.0	0.15	0.0	0.0	0.13	0.0	0.16	0.0	10.1	0.0	0.0	2.99	4.84	0.7	17.21	17.55	16.99
Mypn	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.23	0.0	0.0	32.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.58	0.26	0.07	1.76	2.17	1.54
N4bp2l1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	64.59	120.3	0.97	0.0	0.0	0.0	0.0	0.0	0.83	87.28	0.0	0.0	0.0	6.76	0.0	0.47	0.0	0.0	0.0	0.0	8.58	0.0	0.0	0.0	28.24	65.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.68	21.03	0.0	0.0	56.65	0.0	369.0	0.0	0.0	0.0	41.69	0.58	0.28	0.0	0.55	0.0	0.41	0.1	0.0	0.0	0.0	0.0	0.0	4.25	16.48	9.48	11.3	11.77	31.4	30.17	27.2
Nebl	8.38	2.27	0.0	0.0	0.0	0.0	22.58	0.34	0.0	0.0	0.0	8.62	70.18	0.0	0.0	0.08	0.0	19.18	126.43	46.28	62.83	0.0	0.0	4.93	21.86	0.0	6.51	0.0	0.0	0.0	0.14	0.0	12.26	9.11	39.92	12.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.05	0.0	10.16	37.17	0.0	0.0	0.0	5.45	7.4	83.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.15	0.0	0.17	12.91	1.57	0.08	1.5	1.38	1.86	34.06	27.57	35.34
Neil1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.01	0.0	0.0	0.0	0.0	40.62	0.0	0.0	0.0	0.0	0.0	106.53	1.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.74	0.0	0.0	0.0	0.0	0.0	0.0	103.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0	5.89	10.0	2.36	4.85	3.97	10.82	14.47	11.97
Npat	0.0	0.0	0.06	0.47	0.0	0.0	9.94	48.1	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	22.89	13.28	0.0	56.8	23.21	0.0	31.23	0.06	57.98	0.0	0.0	25.31	0.0	56.04	104.03	19.45	9.57	21.9	54.97	0.0	0.0	0.09	1.22	18.73	0.0	0.54	0.0	60.24	0.0	0.0	6.62	20.95	0.0	0.0	0.0	153.73	0.05	0.0	0.06	68.77	0.15	2.3	5.73	40.34	75.13	0.0	0.13	123.5	0.0	1.32	0.13	0.14	9.81	5.73	5.37	7.16	5.22	11.52	10.73	12.19
P2rx2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	113.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48	0.0	0.0	0.0	0.0	104.08	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.11	0.06
Paqr8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	8.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	146.73	0.0	0.1	0.0	0.0	0.0	0.0	2.04	0.0	0.0	4.01	65.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	149.77	0.0	0.0	0.0	0.0	101.35	0.0	15.03	0.12	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	4.2	3.27	8.37	6.1	5.22	69.76	67.21	69.08
Pfkfb3	0.1	0.23	0.05	0.0	0.15	0.22	0.18	0.11	0.28	93.26	0.0	0.0	0.22	0.35	0.44	0.24	0.4	0.56	0.35	0.19	0.37	0.08	0.4	0.24	0.62	0.29	0.66	0.0	0.0	2.76	0.0	0.43	0.0	2.5	0.18	0.23	0.31	0.36	0.0	0.29	0.0	0.54	0.0	0.56	0.23	0.41	0.28	1.66	0.28	0.27	0.17	0.52	0.72	0.0	0.1	0.11	0.1	0.0	0.07	0.48	0.58	0.39	0.14	0.04	0.7	0.37	0.0	0.26	0.19	10.21	2.22	2.24	0.91	1.28	20.42	20.03	17.01
Plekhg5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.64	0.13	0.0	0.11	0.12	0.0	0.0	0.0	0.0	0.0	0.0	17.78	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	3.02	0.0	0.0	0.0	0.0	0.0	0.0	67.1	0.0	0.0	0.0	0.22	11.88	36.59	12.23	0.13	0.0	0.0	0.05	0.0	57.18	0.0	0.0	0.0	12.38	1.49	4.72	4.9	6.71	54.79	56.74	54.57
Ppp1r12c	0.0	0.0	48.61	59.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.21	0.0	0.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.29	0.18	0.0	0.46	1.18	0.0	0.0	0.0	2.75	0.0	0.17	6.15	0.0	4.55	0.0	0.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.74	0.0	0.0	0.0	0.0	29.59	7.63	34.68	0.13	0.0	0.16	0.0	0.19	9.68	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	89.84	0.0	5.04	7.16	2.2	7.48	6.74	87.06	89.41	88.48
Pycr1	0.63	0.39	0.0	2.21	0.27	0.58	0.42	1.09	0.39	55.16	0.57	0.39	1.05	0.63	0.27	0.26	6.43	0.86	1.13	0.63	0.59	0.66	0.64	2.38	0.15	1.43	0.71	0.0	0.0	0.55	0.31	0.67	0.43	2.4	0.48	1.19	1.67	2.09	0.28	0.32	0.0	0.38	0.14	0.0	0.0	0.58	0.45	1.19	0.47	1.55	0.55	52.53	78.1	2.99	1.36	0.11	0.17	0.18	0.03	38.42	1.77	0.16	2.59	0.51	1.15	0.88	0.72	52.21	0.0	4.35	0.28	0.41	0.35	1.25	2.82	2.22	2.48
Qtrtd1	0.0	30.8	0.0	151.75	0.0	0.0	29.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.6	149.78	0.0	0.0	32.05	171.6	12.31	0.0	0.0	0.0	0.0	0.0	0.0	0.7	15.95	0.0	0.19	0.0	0.0	14.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.18	17.44	0.0	4.67	27.6	197.77	0.0	0.0	0.0	0.0	4.5	0.0	0.0	0.0	0.0	0.0	0.0	23.8	0.0	0.0	0.0	0.0	20.73	4.89	5.81	4.14	6.02	12.93	13.79	14.03
Rab11fip2	0.0	0.0	25.5	0.0	0.0	0.0	70.62	0.0	0.0	24.7	0.0	0.0	15.17	0.0	0.0	0.14	0.04	0.0	0.0	0.0	0.0	0.0	9.89	0.0	0.0	3.94	1.64	0.0	6.85	27.09	0.0	0.0	0.0	11.86	4.35	0.1	0.0	3.46	0.0	3.05	0.0	0.0	0.08	0.0	0.0	0.0	0.0	8.71	24.98	0.0	0.0	7.84	216.33	0.0	0.0	1.27	0.0	0.1	5.14	1.82	1.46	19.92	6.64	0.0	37.04	0.0	52.8	0.0	9.67	23.79	8.07	8.59	7.14	7.91	41.52	36.24	39.33
Rbfox2	55.54	1.53	1.77	7.74	0.0	5.76	1.86	2.98	0.39	3.46	0.19	0.0	6.18	6.29	21.48	0.0	13.02	9.87	0.0	30.09	0.0	7.99	0.0	15.1	0.07	0.07	7.09	0.0	0.0	0.22	0.0	23.67	7.05	23.82	2.27	0.0	0.0	0.0	0.19	12.07	0.0	0.0	0.0	0.36	0.0	0.0	0.0	0.0	0.0	6.4	8.87	28.82	42.59	2.71	0.15	0.0	0.0	1.66	0.16	0.0	0.0	0.07	0.0	0.06	73.63	7.98	0.14	3.46	0.0	16.01	18.88	19.98	15.65	19.67	114.48	109.59	110.57
