	Calb2_tdTpositive_cell_58	Ctgf_tdTpositive_cell_3	Ctgf_tdTpositive_cell_7	Cux2_tdTnegative_cell_2	Cux2_tdTnegative_cell_5	Cux2_tdTnegative_cell_12	Cux2_tdTnegative_cell_13	Gad2_tdTpositive_cell_12	Gad2_tdTpositive_cell_31	Gad2_tdTpositive_cell_39	Gad2_tdTpositive_cell_44	Gad2_tdTpositive_cell_77	Ndnf_tdTpositive_cell_1	Ndnf_tdTpositive_cell_6	Ndnf_tdTpositive_cell_20	Ndnf_tdTnegative_cell_5	Ndnf_tdTnegative_cell_7	Ndnf_tdTnegative_cell_11	Nos1_tdTpositive_cell_66	Nr5a1_tdTpositive_cell_1	Ntsr1_tdTnegative_cell_2	Ntsr1_tdTnegative_cell_3	Ntsr1_tdTnegative_cell_5	Ntsr1_tdTnegative_cell_11	Ntsr1_tdTnegative_cell_13	Ntsr1_tdTnegative_cell_17	Ntsr1_tdTnegative_cell_22	Ntsr1_tdTnegative_cell_23	Ntsr1_tdTnegative_cell_24	Ntsr1_tdTnegative_cell_25	Ntsr1_tdTnegative_cell_26	Ntsr1_tdTnegative_cell_28	Ntsr1_tdTnegative_cell_30	Ntsr1_tdTnegative_cell_32	Ntsr1_tdTnegative_cell_33	Ntsr1_tdTnegative_cell_38	Ntsr1_tdTnegative_cell_39	Ntsr1_tdTnegative_cell_41	Ntsr1_tdTnegative_cell_42	Ntsr1_tdTnegative_cell_44	Ntsr1_tdTnegative_cell_45	Ntsr1_tdTnegative_cell_57	PvalbF.Gad2_tdTpositive_cell_31	PvalbF.Gad2_tdTpositive_cell_94	Rbp4_tdTpositive_cell_165	Rbp4_tdTnegative_cell_2	Rbp4_tdTnegative_cell_3	Rbp4_tdTnegative_cell_7	Rbp4_tdTnegative_cell_9	Rbp4_tdTnegative_cell_11	Rbp4_tdTnegative_cell_12	Rbp4_tdTnegative_cell_13	Rbp4_tdTnegative_cell_14	Rbp4_tdTnegative_cell_20	Rbp4_tdTnegative_cell_21	Scnn1a.Tg2_tdTnegative_cell_3	Scnn1a.Tg2_tdTnegative_cell_5	Scnn1a.Tg2_tdTnegative_cell_9	Scnn1a.Tg2_tdTnegative_cell_11	Scnn1a.Tg2_tdTnegative_cell_12	Scnn1a.Tg2_tdTnegative_cell_14	Scnn1a.Tg2_tdTnegative_cell_15	Scnn1a.Tg2_tdTnegative_cell_16	Scnn1a.Tg2_tdTnegative_cell_17	Scnn1a.Tg2_tdTnegative_cell_18	Scnn1a.Tg3_tdTnegative_cell_3	Scnn1a.Tg3_tdTnegative_cell_4	Scnn1a.Tg3_tdTnegative_cell_7	Scnn1a.Tg3_tdTnegative_cell_9	Scnn1a.Tg3_tdTnegative_cell_10	Scnn1a.Tg3_tdTnegative_cell_11	Scnn1a.Tg3_tdTnegative_cell_15	Scnn1a.Tg3_tdTnegative_cell_16	Scnn1a.Tg3_tdTnegative_cell_18	Scnn1a.Tg3_tdTnegative_cell_19	Scnn1a.Tg3_tdTnegative_cell_22	Scnn1a.Tg3_tdTnegative_cell_24	Sst_tdTpositive_cell_19	Sst_tdTpositive_cell_23	Ntsr1_tdTpos_10cell_1	Ntsr1_tdTpos_10cell_2	Ntsr1_tdTpos_10cell_3	Ntsr1_tdTpos_10cell_4	Ntsr1_tdTpos_10cell_5	Ntsr1_tdTpos_10cell_6	Ntsr1_tdTpos_10cell_9	Ntsr1_tdTpos_10cell_10	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_10pg_2	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Zc3hc1	0.0	0.0	0.0	0.0	0.0	0.0	45.94	0.0	68.85	0.0	0.0	0.0	0.0	560.9	0.0	0.0	0.0	0.0	0.17	173.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37	0.0	0.0	0.65	897.65	575.54	0.0	0.18	0.21	0.0	0.0	21.2	135.58	53.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35	0.0	0.0	0.0	0.0	0.0	603.44	0.0	0.0	0.0	0.31	400.83	833.12	0.0	0.0	0.0	937.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.18	60.02	74.23	43.59	48.61	83.37	84.21	57.81	39.47	60.41	77.75	78.08	0.33	23.07	25.64	21.82
Zdhhc21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	3.41	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.05	0.13	0.0	0.06	0.07	0.0	0.0	0.0	0.28	5.21	1.14	13.88	0.0	0.0	0.05	0.16	0.48	28.32	0.0	0.07	0.0	0.05	0.05	0.26	289.69	0.09	0.06	0.1	1.04	158.76	0.0	0.08	0.0	0.0	0.0	0.78	0.0	0.12	0.0	0.04	0.0	0.0	0.0	0.0	0.01	0.04	1.08	2.42	10.14	8.12	4.18	6.19	6.74	2.54	7.52	8.22	7.01	0.01	25.33	21.96	25.68
Zfp398	0.0	0.0	0.0	0.0	0.0	74.3	0.0	0.0	0.0	0.62	0.04	0.0	0.0	0.0	0.0	0.0	0.12	0.12	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	17.14	174.96	0.0	0.13	5.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.52	4.26	0.67	0.0	0.0	0.0	0.49	0.0	0.0	0.0	1.19	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.27	0.0	0.0	0.0	0.0	6.37	435.68	0.0	1.76	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.32	0.69	4.51	2.01	1.86	4.59	0.0	7.58	3.0	2.03	1.78	0.56	8.9	11.13	9.89	11.02
Zfp560	1.41	0.0	20.71	1.56	0.67	0.28	3.26	23.01	1.11	13.89	3.27	6.87	1.29	0.39	0.0	1.04	0.39	0.3	0.11	3.0	15.23	0.27	5.53	5.72	0.0	1.57	33.05	0.0	1.39	0.09	1.44	2.41	8.8	3.44	0.4	10.29	2.27	10.86	0.07	0.21	75.36	1.5	8.6	23.05	9.83	0.0	0.11	0.0	12.36	0.0	30.86	9.82	4.62	2.29	0.09	1.59	4.13	287.68	5.02	3.26	0.0	60.99	2.57	0.0	2.53	0.15	2.74	0.0	686.89	22.83	0.0	0.78	6.6	25.83	0.27	0.0	0.0	6.49	0.16	3.47	9.96	10.63	3.33	6.48	2.08	13.1	13.6	7.26	7.52	9.6	0.34	4.31	4.24	4.49
Zfp583	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.0	4.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6	0.09	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	648.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.18	16.31	37.39	13.2	28.46	0.87	7.94	21.94	2.27	7.34	6.91	0.0	6.32	5.11	4.27
Zfp81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	81.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	67.16	0.19	3.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	936.17	0.3	0.13	0.0	0.34	0.0	0.0	1.28	1157.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.73	33.52	13.58	0.13	0.75	6.55	22.46	18.81	20.09	6.44	8.36	0.0	13.13	9.84	12.7
Zfp882	5.34	8.06	0.76	0.55	3.87	6.1	5.17	1.82	1.59	9.9	0.51	133.37	47.05	0.15	0.0	2.47	1.55	0.0	0.11	5.55	4.7	4.1	2.6	1.19	0.08	6.15	1.69	0.12	1.36	1.84	3.54	11.21	4.58	1.77	1.67	143.65	0.96	0.77	2.29	0.53	9.82	7.46	6.18	2.42	9.99	2.33	9.0	0.98	3.06	178.81	0.06	3.24	7.4	3.34	0.32	1.0	4.37	6.52	4.35	3.17	4.0	4.02	3.2	0.84	2.82	0.71	3.31	4.53	419.55	0.72	8.53	0.94	1.49	2.99	0.47	0.0	6.83	18.63	2.28	6.69	4.34	3.07	7.53	12.0	6.24	5.82	9.4	3.4	6.17	3.45	13.23	4.78	4.17	4.43
Zfp94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.09	0.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.36	0.0	0.0	0.0	0.0	0.0	277.71	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.23	0.0	0.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1105.19	0.0	0.0	0.0	0.0	0.0	52.36	0.0	0.0	24.61	0.0	1.2	6.93	9.19	4.98	6.61	2.61	2.23	6.42	7.29	6.47	6.66	0.0	6.17	7.72	6.96
Zxdc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.04	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	7.42	0.05	4.37	0.0	0.0	0.0	0.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36	0.0	0.0	0.0	345.26	0.61	0.0	0.0	0.17	0.0	0.25	13.34	428.98	275.0	0.32	8.92	0.0	0.0	0.0	0.0	0.0	27.75	0.0	7.93	10.05	1.92	1.9	2.64	2.53	0.3	5.36	7.6	4.67	7.72	0.0	15.23	16.49	14.96
Zzef1	0.0	0.0	0.0	0.0	22.81	33.11	0.0	0.0	1.71	0.0	0.0	25.27	6.66	0.0	0.0	0.0	0.0	0.07	0.0	2.14	0.23	0.0	0.0	0.0	0.0	0.0	84.93	0.0	4.68	0.0	16.93	0.0	3.45	0.0	0.0	0.0	0.0	0.0	0.0	108.25	0.0	0.0	10.18	0.04	4.75	0.06	26.07	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.93	7.17	0.0	0.06	0.0	0.0	0.0	0.05	1.49	0.0	198.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.16	1.22	3.69	2.63	2.21	3.96	5.35	3.48	4.55	2.53	1.7	2.85	0.11	19.98	19.01	22.68
