	"OMIM:218530"	"OMIM:218550"	"OMIM:241520"	"OMIM:272350"	"OMIM:614416"
"HP:0000248"	0.0	0.0	0.0	0.0	1.0
"HP:0000407"	0.0	0.0	1.0	0.0	0.0
"HP:0001166"	0.0	0.0	0.0	0.0	1.0
"HP:0001363"	1.0	1.0	1.0	1.0	1.0
"HP:0001159"	0.0	0.0	0.0	1.0	0.0
"HP:0000007"	1.0	1.0	1.0	1.0	1.0
"HP:0000263"	0.0	0.0	0.0	1.0	0.0
"HP:0003041"	0.0	0.0	0.0	0.0	1.0
"HP:0001513"	0.0	0.0	0.0	1.0	0.0
"HP:0002148"	0.0	0.0	1.0	0.0	0.0
"HP:0009777"	1.0	0.0	0.0	0.0	0.0
"HP:0011001"	0.0	0.0	1.0	0.0	0.0
"HP:0009623"	1.0	0.0	0.0	0.0	0.0
"HP:0002748"	0.0	0.0	1.0	0.0	0.0
"HP:0001841"	1.0	0.0	0.0	0.0	0.0
"HP:0012165"	0.0	0.0	0.0	0.0	1.0
"HP:0004912"	0.0	0.0	1.0	0.0	0.0
"HP:0002085"	0.0	0.0	0.0	0.0	1.0
"HP:0009162"	1.0	0.0	0.0	0.0	0.0
"HP:0009576"	1.0	0.0	0.0	0.0	0.0
