	"OMIM:154400"	"OMIM:161200"	"OMIM:173800"	"OMIM:269150"	"OMIM:612109"	"OMIM:617319"	"Orphanet:171844"	"Orphanet:2614"
"HP:0006657"	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0
"HP:0005255"	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
"HP:0006424"	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
"HP:0006437"	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
"HP:0006650"	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
"HP:0009780"	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
"HP:0009781"	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
"HP:0009783"	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
"HP:0009785"	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
"HP:0009788"	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
"HP:0012376"	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0
