	"OMIM:106750"	"OMIM:150400"	"OMIM:164680"	"OMIM:194300"	"OMIM:261900"	"OMIM:617073"
"HP:0000691"	0.0	0.0	0.0	0.0	0.0	1.0
"HP:0000007"	0.0	1.0	0.0	0.0	1.0	0.0
"HP:0000006"	1.0	1.0	1.0	1.0	1.0	1.0
"HP:0000958"	1.0	1.0	0.0	0.0	0.0	1.0
"HP:0003745"	0.0	0.0	0.0	0.0	1.0	0.0
"HP:0006297"	0.0	0.0	0.0	0.0	1.0	0.0
"HP:0000682"	0.0	0.0	0.0	0.0	0.0	0.0
"HP:0000966"	0.0	0.0	0.0	0.0	0.0	0.0
"HP:0001051"	0.0	0.0	0.0	0.0	0.0	0.0
"HP:0001595"	0.0	0.0	0.0	0.0	0.0	0.0
"HP:0001806"	0.0	0.0	0.0	0.0	0.0	0.0
"HP:0006291"	0.0	0.0	0.0	0.0	0.0	0.0
"HP:0007471"	1.0	0.0	0.0	0.0	0.0	0.0
"HP:0002217"	0.0	0.0	0.0	1.0	0.0	0.0
"HP:0008070"	0.0	1.0	1.0	0.0	0.0	1.0
"HP:0002208"	0.0	0.0	1.0	1.0	1.0	0.0
"HP:0002299"	0.0	0.0	0.0	0.0	1.0	0.0
"HP:0008401"	0.0	0.0	1.0	0.0	0.0	0.0
"HP:0011359"	0.0	0.0	1.0	1.0	1.0	0.0
"HP:0003777"	0.0	0.0	0.0	0.0	1.0	0.0
"HP:0009804"	0.0	1.0	0.0	0.0	0.0	0.0
"HP:0006342"	0.0	1.0	0.0	0.0	0.0	0.0
"HP:0010764"	0.0	1.0	0.0	0.0	0.0	0.0
"HP:0045075"	0.0	1.0	0.0	0.0	0.0	1.0
"HP:0007556"	0.0	0.0	1.0	0.0	0.0	0.0
"HP:0002224"	0.0	0.0	0.0	1.0	0.0	0.0
"HP:0003329"	0.0	0.0	0.0	0.0	1.0	0.0
