	"OMIM:106250"	"OMIM:119300"	"OMIM:119530"	"OMIM:137215"	"OMIM:179400"	"OMIM:606713"	"OMIM:608874"	"Orphanet:888"
"HP:0000175"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HP:0000204"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HP:0000006"	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0
"HP:0000193"	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
"HP:0000668"	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
"HP:0001425"	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
"HP:0003745"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"HP:0009755"	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"HP:0010982"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"HP:0000196"	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
"HP:0000674"	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
"HP:0002582"	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
"HP:0012126"	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
"HP:0010286"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
