	"OMIM:180700"	"OMIM:268310"	"OMIM:616331"	"OMIM:616894"	"Orphanet:1507"	"Orphanet:2024"	"Orphanet:3107"
"HP:0000270"	0.0	1.0	0.0	0.0	0.0	0.0	0.0
"HP:0004322"	1.0	1.0	1.0	1.0	0.0	0.0	0.0
"HP:0000272"	1.0	1.0	0.0	0.0	0.0	0.0	0.0
"HP:0000219"	1.0	1.0	1.0	0.0	0.0	0.0	0.0
"HP:0000407"	0.0	0.0	1.0	0.0	0.0	0.0	0.0
"HP:0000218"	1.0	0.0	0.0	0.0	0.0	0.0	0.0
"HP:0009466"	1.0	1.0	0.0	0.0	0.0	0.0	0.0
"HP:0030084"	1.0	1.0	1.0	1.0	0.0	0.0	0.0
"HP:0000007"	0.0	1.0	0.0	0.0	0.0	0.0	0.0
"HP:0000006"	1.0	0.0	1.0	1.0	0.0	0.0	0.0
"HP:0000405"	0.0	0.0	1.0	0.0	0.0	0.0	0.0
"HP:0008905"	1.0	0.0	0.0	0.0	0.0	0.0	0.0
"HP:0000678"	1.0	1.0	1.0	0.0	0.0	0.0	0.0
"HP:0011304"	1.0	1.0	1.0	1.0	1.0	0.0	0.0
"HP:0012368"	1.0	1.0	0.0	0.0	0.0	0.0	0.0
"HP:0000189"	1.0	0.0	0.0	0.0	0.0	0.0	0.0
"HP:0000348"	0.0	0.0	1.0	0.0	0.0	0.0	0.0
"HP:0000684"	1.0	0.0	0.0	0.0	0.0	0.0	0.0
"HP:0000689"	0.0	0.0	1.0	1.0	0.0	0.0	0.0
"HP:0002750"	1.0	1.0	0.0	0.0	0.0	0.0	0.0
"HP:0002684"	0.0	0.0	1.0	0.0	0.0	0.0	0.0
"HP:0002164"	1.0	1.0	0.0	0.0	0.0	0.0	0.0
"HP:0000158"	1.0	1.0	0.0	0.0	0.0	0.0	0.0
"HP:0000054"	1.0	1.0	1.0	0.0	0.0	0.0	0.0
"HP:0011001"	0.0	0.0	1.0	0.0	0.0	0.0	0.0
"HP:0002948"	0.0	1.0	0.0	0.0	0.0	0.0	0.0
"HP:0000696"	0.0	1.0	0.0	0.0	0.0	0.0	0.0
"HP:0004220"	1.0	1.0	0.0	0.0	0.0	0.0	0.0
"HP:0001837"	1.0	1.0	0.0	0.0	0.0	0.0	0.0
"HP:0003027"	1.0	1.0	1.0	1.0	1.0	0.0	0.0
"HP:0000260"	1.0	1.0	0.0	0.0	0.0	0.0	0.0
"HP:0002944"	0.0	1.0	0.0	0.0	0.0	0.0	0.0
"HP:0004590"	0.0	1.0	0.0	0.0	0.0	0.0	0.0
"HP:0003577"	0.0	0.0	1.0	0.0	0.0	0.0	0.0
"HP:0010290"	1.0	0.0	0.0	0.0	0.0	0.0	0.0
"HP:0000212"	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HP:0000921"	0.0	1.0	0.0	0.0	0.0	0.0	0.0
"HP:0200055"	1.0	1.0	0.0	0.0	0.0	0.0	0.0
"HP:0005914"	0.0	1.0	0.0	0.0	0.0	0.0	0.0
"HP:0000207"	1.0	1.0	1.0	0.0	0.0	0.0	0.0
"HP:0000075"	1.0	1.0	0.0	0.0	0.0	0.0	0.0
"HP:0001705"	1.0	1.0	0.0	0.0	0.0	0.0	0.0
"HP:0001853"	1.0	1.0	0.0	0.0	0.0	0.0	0.0
"HP:0009883"	1.0	1.0	0.0	0.0	0.0	0.0	0.0
"HP:0011927"	0.0	1.0	0.0	0.0	0.0	0.0	0.0
"HP:0008467"	0.0	1.0	0.0	0.0	0.0	0.0	0.0
"HP:0010292"	0.0	1.0	0.0	0.0	0.0	0.0	0.0
