	"OMIM:213010"	"OMIM:264270"	"OMIM:613571"	"OMIM:614175"	"OMIM:614209"	"OMIM:615397"
"HP:0000079"	1.0	0.0	0.0	0.0	0.0	0.0
"HP:0000113"	0.0	0.0	0.0	0.0	0.0	1.0
"HP:0000327"	0.0	1.0	0.0	0.0	0.0	0.0
"HP:0000007"	1.0	1.0	1.0	1.0	1.0	1.0
"HP:0001562"	0.0	0.0	0.0	0.0	0.0	1.0
"HP:0001762"	0.0	0.0	0.0	0.0	1.0	0.0
"HP:0001792"	0.0	0.0	0.0	0.0	0.0	0.0
"HP:0000107"	0.0	0.0	0.0	1.0	0.0	0.0
"HP:0000003"	0.0	0.0	0.0	0.0	1.0	0.0
"HP:0012385"	0.0	0.0	0.0	0.0	0.0	0.0
"HP:0010442"	0.0	0.0	0.0	0.0	0.0	1.0
"HP:0002335"	1.0	0.0	0.0	0.0	0.0	0.0
"HP:0000960"	0.0	0.0	0.0	1.0	0.0	0.0
"HP:0000786"	0.0	1.0	0.0	0.0	0.0	0.0
"HP:0008665"	0.0	1.0	0.0	0.0	0.0	0.0
"HP:0009826"	0.0	0.0	0.0	0.0	1.0	0.0
"HP:0000932"	0.0	0.0	0.0	0.0	1.0	0.0
"HP:0002085"	1.0	0.0	0.0	1.0	1.0	1.0
"HP:0002323"	0.0	0.0	0.0	1.0	0.0	0.0
"HP:0000062"	0.0	1.0	1.0	0.0	1.0	0.0
"HP:0008258"	0.0	0.0	1.0	0.0	0.0	0.0
"HP:0001405"	1.0	0.0	0.0	0.0	0.0	0.0
"HP:0100259"	1.0	0.0	0.0	1.0	0.0	0.0
"HP:0012725"	0.0	0.0	0.0	0.0	0.0	0.0
"HP:0005790"	0.0	1.0	0.0	0.0	0.0	0.0
"HP:0005856"	0.0	1.0	0.0	0.0	0.0	0.0
"HP:0100797"	0.0	0.0	0.0	0.0	0.0	0.0
