	"OMIM:300290"	"OMIM:613800"	"OMIM:613803"	"OMIM:613804"	"OMIM:613805"	"OMIM:614732"
"HP:0000256"	0.0	0.0	0.0	0.0	0.0	1.0
"HP:0001263"	1.0	0.0	0.0	0.0	0.0	1.0
"HP:0005280"	1.0	0.0	0.0	0.0	0.0	1.0
"HP:0003196"	1.0	0.0	0.0	0.0	0.0	1.0
"HP:0008897"	1.0	0.0	0.0	0.0	0.0	1.0
"HP:0011220"	1.0	0.0	0.0	0.0	0.0	1.0
"HP:0000824"	1.0	0.0	0.0	0.0	0.0	1.0
"HP:0003072"	1.0	0.0	0.0	0.0	0.0	1.0
"HP:0002656"	1.0	0.0	0.0	0.0	0.0	1.0
"HP:0002150"	1.0	0.0	0.0	0.0	0.0	1.0
"HP:0000835"	1.0	0.0	0.0	0.0	0.0	1.0
"HP:0100255"	1.0	0.0	0.0	0.0	0.0	1.0
