	"OMIM:106070"	"OMIM:166000"	"OMIM:171300"	"OMIM:171420"	"OMIM:614569"	"Orphanet:1062"
"HP:0001250"	0.0	0.0	0.0	0.0	0.0	1.0
"HP:0000957"	0.0	0.0	1.0	1.0	0.0	0.0
"HP:0000006"	1.0	0.0	1.0	1.0	0.0	0.0
"HP:0002756"	0.0	0.0	0.0	0.0	1.0	0.0
"HP:0002664"	0.0	0.0	1.0	0.0	0.0	0.0
"HP:0000093"	0.0	0.0	1.0	1.0	0.0	0.0
"HP:0000790"	1.0	0.0	0.0	0.0	0.0	0.0
"HP:0001342"	0.0	0.0	1.0	1.0	0.0	0.0
"HP:0001269"	1.0	0.0	0.0	0.0	0.0	0.0
"HP:0001635"	0.0	0.0	1.0	1.0	0.0	0.0
"HP:0001028"	1.0	1.0	1.0	0.0	1.0	1.0
"HP:0002239"	1.0	0.0	0.0	0.0	0.0	0.0
"HP:0002277"	1.0	0.0	0.0	0.0	0.0	1.0
"HP:0000975"	0.0	0.0	1.0	1.0	0.0	0.0
"HP:0001649"	0.0	0.0	1.0	1.0	0.0	0.0
"HP:0000519"	0.0	0.0	1.0	0.0	0.0	0.0
"HP:0003072"	0.0	0.0	1.0	1.0	0.0	0.0
"HP:0005701"	0.0	1.0	0.0	0.0	1.0	0.0
"HP:0002666"	0.0	0.0	1.0	1.0	0.0	0.0
"HP:0000997"	0.0	0.0	0.0	1.0	0.0	0.0
"HP:0001920"	0.0	0.0	1.0	0.0	0.0	0.0
"HP:0011314"	0.0	1.0	0.0	0.0	0.0	0.0
"HP:0000875"	0.0	0.0	1.0	1.0	0.0	0.0
"HP:0001095"	0.0	0.0	1.0	1.0	0.0	0.0
"HP:0003345"	0.0	0.0	1.0	1.0	0.0	0.0
"HP:0003574"	0.0	0.0	1.0	1.0	0.0	0.0
