	"OMIM:166300"	"OMIM:259600"	"OMIM:259610"	"OMIM:606242"	"OMIM:616507"	"Orphanet:2774"
"HP:0001473"	1.0	1.0	0.0	0.0	0.0	0.0
"HP:0001495"	1.0	1.0	0.0	0.0	0.0	1.0
"HP:0001504"	1.0	1.0	1.0	0.0	0.0	1.0
"HP:0006234"	1.0	1.0	0.0	0.0	0.0	0.0
"HP:0001220"	0.0	1.0	0.0	1.0	0.0	0.0
"HP:0005441"	0.0	1.0	0.0	0.0	0.0	0.0
"HP:0006012"	0.0	1.0	0.0	0.0	0.0	0.0
"HP:0006086"	0.0	1.0	0.0	0.0	1.0	0.0
"HP:0006252"	0.0	1.0	0.0	0.0	0.0	0.0
"HP:0008011"	0.0	1.0	0.0	0.0	0.0	0.0
"HP:0008078"	0.0	1.0	0.0	0.0	0.0	0.0
"HP:0008090"	0.0	1.0	0.0	0.0	0.0	0.0
"HP:0008133"	0.0	1.0	0.0	0.0	0.0	0.0
