	"OMIM:229850"	"OMIM:273120"	"OMIM:273300"	"OMIM:304050"	"OMIM:614963"	"Orphanet:140"	"Orphanet:1791"	"Orphanet:314621"	"Orphanet:54595"	"Orphanet:643"
"HP:0007036"	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0
"HP:0007096"	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"HP:0009112"	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"HP:0009792"	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0
"HP:0012286"	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0
"HP:0002418"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
"HP:0011729"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
"HP:0012503"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
"HP:3000005"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
