	"OMIM:612936"	"OMIM:613744"	"OMIM:614066"	"OMIM:614067"	"OMIM:614673"
"HP:0000252"	1.0	1.0	1.0	1.0	1.0
"HP:0001250"	1.0	1.0	1.0	0.0	0.0
"HP:0000280"	1.0	1.0	1.0	1.0	0.0
"HP:0000316"	0.0	0.0	0.0	1.0	0.0
"HP:0000303"	1.0	0.0	0.0	0.0	0.0
"HP:0000307"	0.0	1.0	0.0	0.0	0.0
"HP:0004322"	0.0	1.0	1.0	1.0	0.0
"HP:0000322"	1.0	1.0	1.0	1.0	0.0
"HP:0000639"	0.0	1.0	0.0	0.0	0.0
"HP:0000494"	0.0	1.0	0.0	0.0	0.0
"HP:0001263"	1.0	1.0	1.0	1.0	0.0
"HP:0001319"	1.0	1.0	1.0	0.0	0.0
"HP:0002307"	1.0	1.0	0.0	0.0	0.0
"HP:0010864"	1.0	1.0	1.0	1.0	1.0
"HP:0000218"	1.0	0.0	1.0	1.0	0.0
"HP:0000414"	1.0	1.0	1.0	1.0	0.0
"HP:0000431"	0.0	1.0	1.0	1.0	0.0
"HP:0000448"	0.0	0.0	0.0	1.0	0.0
"HP:0000486"	1.0	0.0	0.0	0.0	0.0
"HP:0001371"	0.0	1.0	1.0	1.0	0.0
"HP:0005190"	0.0	0.0	0.0	0.0	0.0
"HP:0000007"	1.0	1.0	1.0	1.0	1.0
"HP:0001762"	1.0	1.0	1.0	1.0	0.0
"HP:0002119"	1.0	1.0	1.0	0.0	0.0
"HP:0003189"	0.0	1.0	0.0	0.0	0.0
"HP:0000154"	1.0	1.0	1.0	1.0	0.0
"HP:0001272"	1.0	1.0	0.0	0.0	0.0
"HP:0001258"	1.0	1.0	1.0	1.0	0.0
"HP:0001347"	1.0	1.0	1.0	1.0	0.0
"HP:0002171"	1.0	0.0	0.0	0.0	0.0
"HP:0002120"	0.0	1.0	0.0	0.0	0.0
"HP:0006887"	1.0	0.0	0.0	0.0	0.0
"HP:0001181"	1.0	0.0	0.0	0.0	0.0
"HP:0003199"	0.0	1.0	0.0	0.0	0.0
"HP:0003487"	1.0	1.0	1.0	1.0	0.0
"HP:0000275"	0.0	1.0	0.0	0.0	0.0
"HP:0000341"	1.0	1.0	1.0	0.0	0.0
"HP:0003577"	1.0	1.0	1.0	1.0	1.0
"HP:0007359"	0.0	0.0	0.0	1.0	0.0
"HP:0002373"	0.0	0.0	0.0	1.0	0.0
"HP:0012471"	0.0	0.0	0.0	1.0	0.0
"HP:0000395"	0.0	1.0	0.0	0.0	0.0
"HP:0002200"	1.0	0.0	0.0	0.0	0.0
"HP:0002510"	1.0	1.0	0.0	0.0	0.0
"HP:0000297"	0.0	1.0	0.0	1.0	0.0
"HP:0008936"	0.0	0.0	0.0	1.0	0.0
"HP:0100021"	1.0	0.0	0.0	1.0	0.0
"HP:0006957"	0.0	0.0	0.0	1.0	0.0
"HP:0012811"	1.0	0.0	0.0	0.0	0.0
