	"OMIM:120100"	"OMIM:134610"	"OMIM:142680"	"OMIM:191900"	"OMIM:249100"	"OMIM:611762"	"OMIM:617321"	"Orphanet:32960"
"HP:0000407"	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
"HP:0002240"	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
"HP:0005190"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"HP:0000007"	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
"HP:0000217"	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
"HP:0000951"	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
"HP:0000006"	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0
"HP:0003812"	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
"HP:0000365"	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
"HP:0003621"	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
"HP:0001744"	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
"HP:0002014"	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
"HP:0002099"	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
"HP:0003593"	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
"HP:0002829"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HP:0000509"	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
"HP:0001426"	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
"HP:0000093"	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
"HP:0000100"	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
"HP:0000083"	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0
"HP:0000969"	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
"HP:0000988"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0
"HP:0011034"	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
"HP:0002027"	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0
"HP:0001369"	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0
"HP:0001917"	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0
"HP:0012280"	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
"HP:0000155"	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
"HP:0001974"	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0
"HP:0001954"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HP:0003326"	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0
"HP:0000787"	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
"HP:0000408"	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
"HP:0001025"	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
"HP:0001097"	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
"HP:0002102"	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0
"HP:0002586"	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0
"HP:0005764"	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
"HP:0100749"	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
"HP:0003552"	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
"HP:0001824"	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
"HP:0003565"	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0
"HP:0030953"	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
"HP:0100539"	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
"HP:0001714"	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
"HP:0001701"	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0
"HP:0011107"	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
"HP:0001287"	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
"HP:0011123"	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
"HP:0011227"	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
