	"OMIM:100650"	"OMIM:118430"	"OMIM:252300"	"OMIM:252700"	"OMIM:609222"	"OMIM:610251"	"OMIM:615830"	"Orphanet:324416"
"HP:0000006"	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0
"HP:0001033"	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0
"HP:0003533"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
"HP:0005723"	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
"HP:0005187"	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
"HP:0004470"	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
"HP:0004488"	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
"HP:0025383"	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
"HP:0500011"	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
"HP:0025515"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"HP:0002438"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
