	"OMIM:228900"	"OMIM:600121"	"OMIM:601438"	"OMIM:611263"	"OMIM:612813"	"OMIM:614376"	"Orphanet:171866"	"Orphanet:2831"
"HP:0000303"	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0
"HP:0000272"	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
"HP:0001388"	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0
"HP:0001609"	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0
"HP:0000369"	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
"HP:0000470"	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0
"HP:0002938"	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0
"HP:0008905"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HP:0011304"	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0
"HP:0001597"	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
"HP:0009381"	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
"HP:0003027"	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0
"HP:0001552"	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0
"HP:0000358"	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
"HP:0004482"	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0
"HP:0002795"	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
"HP:0000368"	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
"HP:0002651"	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
"HP:0005285"	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0
