	"OMIM:614859"	"OMIM:614862"	"OMIM:614866"	"OMIM:614870"	"OMIM:614872"	"OMIM:614876"	"OMIM:614882"
"HP:0001250"	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HP:0008872"	1.0	1.0	1.0	1.0	0.0	1.0	0.0
"HP:0000316"	0.0	1.0	1.0	0.0	0.0	0.0	1.0
"HP:0000639"	0.0	0.0	0.0	0.0	1.0	0.0	0.0
"HP:0000347"	0.0	0.0	1.0	0.0	0.0	0.0	1.0
"HP:0000494"	0.0	0.0	0.0	0.0	0.0	0.0	1.0
"HP:0005280"	0.0	1.0	0.0	0.0	0.0	0.0	0.0
"HP:0000218"	0.0	0.0	0.0	0.0	1.0	0.0	1.0
"HP:0000113"	1.0	0.0	0.0	0.0	0.0	0.0	0.0
"HP:0000325"	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"HP:0000343"	0.0	0.0	0.0	0.0	1.0	0.0	0.0
"HP:0000369"	1.0	0.0	1.0	0.0	1.0	0.0	0.0
"HP:0000431"	1.0	0.0	0.0	0.0	0.0	0.0	0.0
"HP:0000448"	0.0	0.0	0.0	0.0	0.0	0.0	1.0
"HP:0002240"	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HP:0005190"	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"HP:0000007"	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HP:0001762"	0.0	0.0	1.0	0.0	1.0	0.0	0.0
"HP:0001290"	1.0	1.0	1.0	0.0	0.0	1.0	1.0
"HP:0001629"	0.0	0.0	0.0	0.0	0.0	1.0	0.0
"HP:0000952"	0.0	0.0	1.0	0.0	1.0	1.0	0.0
"HP:0012368"	1.0	0.0	1.0	0.0	1.0	0.0	0.0
"HP:0000239"	0.0	0.0	1.0	0.0	0.0	0.0	0.0
"HP:0000337"	0.0	0.0	0.0	0.0	0.0	0.0	1.0
"HP:0000348"	1.0	0.0	1.0	0.0	1.0	0.0	1.0
"HP:0000478"	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"HP:0000107"	0.0	1.0	1.0	0.0	0.0	0.0	0.0
"HP:0011344"	0.0	0.0	0.0	1.0	0.0	1.0	1.0
"HP:0000518"	0.0	0.0	1.0	0.0	0.0	1.0	0.0
"HP:0005469"	0.0	0.0	0.0	0.0	1.0	0.0	0.0
"HP:0000537"	0.0	1.0	0.0	0.0	0.0	0.0	0.0
"HP:0000268"	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"HP:0000358"	0.0	0.0	0.0	0.0	1.0	0.0	0.0
"HP:0000582"	0.0	1.0	0.0	0.0	0.0	0.0	0.0
"HP:0000162"	0.0	0.0	0.0	0.0	0.0	1.0	0.0
"HP:0001284"	1.0	0.0	1.0	0.0	0.0	0.0	1.0
"HP:0010655"	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HP:0001476"	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"HP:0001522"	0.0	1.0	0.0	0.0	1.0	1.0	1.0
"HP:0002878"	0.0	1.0	0.0	0.0	0.0	0.0	0.0
"HP:0011968"	0.0	0.0	0.0	0.0	1.0	0.0	1.0
"HP:0001558"	0.0	0.0	0.0	0.0	0.0	0.0	1.0
"HP:0006829"	0.0	0.0	0.0	0.0	1.0	0.0	0.0
"HP:0002269"	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"HP:0007930"	0.0	0.0	0.0	0.0	0.0	0.0	1.0
"HP:0008935"	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HP:0011398"	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"HP:0000422"	0.0	0.0	0.0	0.0	0.0	0.0	0.0
