	"OMIM:181500"	"OMIM:181510"	"OMIM:600511"	"OMIM:605419"	"OMIM:613950"
"HP:0000316"	0.0	1.0	0.0	0.0	0.0
"HP:0004322"	0.0	1.0	0.0	0.0	0.0
"HP:0002007"	0.0	1.0	0.0	0.0	0.0
"HP:0002353"	1.0	0.0	0.0	0.0	0.0
"HP:0000104"	0.0	1.0	0.0	0.0	0.0
"HP:0000006"	1.0	1.0	0.0	1.0	0.0
"HP:0001425"	1.0	0.0	0.0	0.0	0.0
"HP:0000738"	1.0	1.0	0.0	1.0	0.0
"HP:0000746"	1.0	1.0	0.0	1.0	0.0
"HP:0005469"	0.0	1.0	0.0	0.0	0.0
"HP:0000411"	0.0	1.0	0.0	0.0	0.0
"HP:0000298"	0.0	0.0	0.0	1.0	0.0
"HP:0000086"	0.0	1.0	0.0	0.0	0.0
"HP:0100753"	1.0	1.0	1.0	1.0	1.0
"HP:0000725"	0.0	0.0	0.0	1.0	0.0
"HP:0007086"	1.0	1.0	0.0	0.0	0.0
"HP:0008738"	0.0	1.0	0.0	0.0	0.0
"HP:0100396"	0.0	1.0	0.0	0.0	0.0
"HP:0005324"	0.0	0.0	0.0	1.0	0.0
