	"OMIM:180700"	"OMIM:268310"	"OMIM:616331"	"OMIM:616894"	"Orphanet:1507"	"Orphanet:3107"
"HP:0000322"	0.0	0.0	0.0	0.0	1.0	1.0
"HP:0000508"	0.0	0.0	0.0	0.0	1.0	1.0
"HP:0100490"	0.0	0.0	0.0	0.0	1.0	1.0
"HP:0000768"	0.0	0.0	0.0	0.0	1.0	1.0
"HP:0001596"	0.0	0.0	0.0	0.0	1.0	1.0
"HP:0004209"	0.0	0.0	0.0	0.0	1.0	1.0
"HP:0006101"	0.0	0.0	0.0	0.0	1.0	1.0
"HP:0000668"	0.0	0.0	0.0	0.0	1.0	1.0
"HP:0003042"	0.0	0.0	0.0	0.0	1.0	1.0
"HP:0010807"	0.0	0.0	0.0	0.0	1.0	1.0
"HP:0011069"	0.0	0.0	0.0	0.0	1.0	1.0
"HP:0000960"	0.0	0.0	0.0	0.0	1.0	1.0
"HP:0008736"	0.0	0.0	0.0	0.0	1.0	1.0
"HP:0100798"	0.0	0.0	0.0	0.0	1.0	1.0
