	"OMIM:108725"	"OMIM:135580"	"OMIM:144250"	"OMIM:144650"	"OMIM:604091"	"Orphanet:31153"
"HP:0000006"	1.0	1.0	1.0	1.0	1.0	0.0
"HP:0001297"	0.0	1.0	0.0	0.0	0.0	0.0
"HP:0007957"	0.0	0.0	0.0	0.0	0.0	1.0
"HP:0001681"	0.0	0.0	0.0	0.0	0.0	1.0
"HP:0002155"	1.0	0.0	0.0	0.0	0.0	0.0
"HP:0001645"	0.0	0.0	0.0	0.0	0.0	1.0
"HP:0001658"	1.0	1.0	1.0	0.0	0.0	1.0
"HP:0002647"	0.0	1.0	0.0	0.0	0.0	0.0
"HP:0004417"	0.0	1.0	0.0	0.0	0.0	0.0
"HP:0005313"	0.0	1.0	0.0	0.0	0.0	0.0
"HP:0100817"	0.0	1.0	0.0	0.0	0.0	0.0
"HP:0003141"	0.0	0.0	1.0	0.0	0.0	0.0
"HP:0003362"	0.0	0.0	1.0	1.0	0.0	0.0
"HP:0001114"	0.0	0.0	1.0	0.0	0.0	1.0
"HP:0003563"	0.0	0.0	0.0	1.0	0.0	0.0
"HP:0012238"	0.0	0.0	0.0	1.0	0.0	0.0
"HP:0002326"	0.0	0.0	0.0	0.0	0.0	1.0
"HP:0003119"	0.0	0.0	0.0	0.0	0.0	1.0
