	"OMIM:230750"	"OMIM:303650"	"Orphanet:1198"	"Orphanet:2368"
"HP:0003270"	0.0	1.0	1.0	0.0
"HP:0004398"	0.0	0.0	1.0	0.0
"HP:0001539"	0.0	0.0	1.0	0.0
"HP:0001543"	1.0	0.0	1.0	1.0
"HP:0100867"	0.0	0.0	1.0	0.0
"HP:0011100"	0.0	0.0	0.0	1.0
"HP:0003363"	0.0	0.0	1.0	0.0
"HP:0010448"	0.0	1.0	1.0	0.0
"HP:0100016"	0.0	0.0	1.0	1.0
