	"OMIM:103470"	"OMIM:214500"	"OMIM:250100"	"OMIM:268800"	"OMIM:300500"	"OMIM:300650"	"Orphanet:31150"	"Orphanet:54"	"Orphanet:904"	"Orphanet:97283"
"HP:0005592"	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0
"HP:0005429"	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"HP:0007133"	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
"HP:0006901"	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
"HP:0001361"	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0
"HP:0007680"	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
"HP:0030814"	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
"HP:0100546"	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
