	"OMIM:143860"	"OMIM:177735"	"OMIM:203400"	"OMIM:264350"	"OMIM:300200"	"OMIM:610600"	"OMIM:613845"	"OMIM:614736"	"Orphanet:427"
"HP:0008872"	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
"HP:0000028"	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
"HP:0001419"	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
"HP:0001508"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HP:0002205"	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
"HP:0005190"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"HP:0000007"	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
"HP:0003812"	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"HP:0002014"	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
"HP:0001510"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0
"HP:0003593"	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
"HP:0000953"	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
"HP:0000859"	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
"HP:0002013"	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
"HP:0000027"	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
"HP:0000798"	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
"HP:0000044"	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
"HP:0001278"	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
"HP:0001954"	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
"HP:0003623"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
"HP:0001942"	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
"HP:0001943"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
"HP:0001254"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
"HP:0000823"	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
"HP:0002153"	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0
"HP:0001944"	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
"HP:0002902"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HP:0011968"	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
"HP:0008242"	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
"HP:0002615"	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
"HP:0000826"	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
"HP:0000835"	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
"HP:0008163"	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
"HP:0000851"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
"HP:0003560"	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
"HP:0000127"	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HP:0004319"	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0
"HP:0000841"	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
"HP:0000848"	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0
"HP:0002049"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
"HP:0001325"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
"HP:0008197"	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
"HP:0002017"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
"HP:0011106"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
"HP:0012364"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
