	"OMIM:100070"	"OMIM:233690"	"OMIM:233700"	"OMIM:233710"	"OMIM:306400"
"HP:0001419"	0.0	0.0	0.0	0.0	1.0
"HP:0005190"	0.0	0.0	0.0	0.0	0.0
"HP:0000007"	0.0	1.0	1.0	1.0	0.0
"HP:0003621"	0.0	1.0	1.0	1.0	1.0
"HP:0001744"	0.0	1.0	1.0	1.0	1.0
"HP:0005224"	0.0	1.0	1.0	1.0	1.0
"HP:0000976"	0.0	1.0	1.0	1.0	1.0
"HP:0002955"	0.0	1.0	1.0	1.0	1.0
"HP:0002754"	0.0	1.0	1.0	1.0	1.0
"HP:0002726"	0.0	1.0	1.0	1.0	1.0
"HP:0005406"	0.0	1.0	1.0	1.0	1.0
"HP:0006532"	0.0	1.0	1.0	1.0	1.0
"HP:0002716"	0.0	1.0	1.0	1.0	1.0
"HP:0007417"	0.0	1.0	1.0	1.0	1.0
"HP:0002723"	0.0	1.0	1.0	1.0	1.0
"HP:0002724"	0.0	1.0	1.0	1.0	1.0
"HP:0002740"	0.0	1.0	1.0	1.0	1.0
"HP:0002741"	0.0	1.0	1.0	1.0	1.0
"HP:0002742"	0.0	1.0	1.0	1.0	1.0
"HP:0002840"	0.0	1.0	1.0	1.0	1.0
"HP:0002842"	0.0	1.0	1.0	1.0	1.0
"HP:0003203"	0.0	1.0	1.0	1.0	1.0
"HP:0003206"	0.0	1.0	1.0	1.0	1.0
"HP:0003514"	0.0	1.0	0.0	0.0	1.0
"HP:0100523"	0.0	1.0	1.0	1.0	1.0
"HP:0100658"	0.0	1.0	1.0	1.0	1.0
