	"ACH.000054"	"ACH.000055"	"ACH.000060"	"ACH.000078"	"ACH.000098"	"ACH.000099"	"ACH.000120"	"ACH.000127"	"ACH.000132"	"ACH.000137"	"ACH.000163"	"ACH.000215"	"ACH.000221"	"ACH.000235"	"ACH.000246"	"ACH.000259"	"ACH.000261"	"ACH.000279"	"ACH.000312"	"ACH.000316"	"ACH.000332"	"ACH.000339"	"ACH.000348"	"ACH.000364"	"ACH.000366"	"ACH.000383"	"ACH.000393"	"ACH.000420"	"ACH.000452"	"ACH.000471"	"ACH.000475"	"ACH.000476"	"ACH.000521"	"ACH.000537"	"ACH.000584"	"ACH.000600"	"ACH.000673"	"ACH.000696"	"ACH.000711"	"ACH.000735"	"ACH.000753"	"ACH.000766"	"ACH.000794"	"ACH.000824"	"ACH.000872"	"ACH.000905"	"ACH.000907"	"ACH.001053"	"ACH.001054"	"ACH.001096"	"ACH.001192"	"ACH.001196"	"ACH.001277"	"ACH.001283"	"ACH.001300"	"ACH.001301"	"ACH.001328"	"ACH.001552"	"ACH.001740"	"ACH.001745"	"ACH.001765"
"527"	-1.47715308196236	-1.49042839640062	-1.1881937325073	-1.40435002410486	-1.45231404694045	-1.16784696545389	-1.29087324235289	-1.4767587435376	-1.35875175935925	-1.07462656188471	-1.20807842220595	-1.36161016988581	-1.41881323944168	-1.31449318463436	-1.31706245185222	-1.4448218983038	-1.48654878014233	-1.53588778080933	-1.40832884479348	-1.20905337693166	-1.28939638112532	-1.47020706462148	-1.65372174950089	-1.36404396442652	-1.24023509710431	-1.55646262953313	-1.52479261738413	-1.16044492648055	-1.45037472625006	-1.4524789378296	-1.37468559157687	-1.40939169057108	-1.6611456662726	-1.51115281577922	-1.57354657798879	-1.35509498430742	-1.34397526216556	-1.35756628815713	-1.35227003996014	-1.34178989662952	-1.59756942055787	-1.36598043586378	-1.2866602595753	-1.46787423749712	-1.41597703251814	-1.46540532618249	-1.36733271459811	-1.44120209143967	-1.5700461682607	-1.29522635990935	-1.23459130776477	-1.32868315051788	-1.31071057459788	-1.39125523786167	-1.14872572968187	-1.18850579923464	-1.23829506088047	-1.19803666813504	-1.72137830541775	-1.65012757201496	-1.47091007754575
"526"	-1.4679636771018	-1.40439073405088	-1.28839369963467	-1.28416560197355	-1.28415396774808	-1.13736471595367	-1.2043070013535	-1.45728292752568	-1.49195839499325	-1.31954881482544	-0.970837948050441	-1.41347682119845	-1.46568670109602	-1.33273513827564	-1.3018719353671	-1.54372361333777	-1.43984564682166	-1.29382774997523	-1.3479875836176	-1.19710781780168	-1.41766821222997	-1.41308625291788	-1.90899369999663	-1.42233127251053	-1.32067391787917	-1.54199876766564	-1.27327802735915	-1.32329710443738	-1.37107161667887	-1.3598820834638	-1.51314045262217	-1.58088898875131	-1.45365226740732	-1.59910191986893	-1.57625367951341	-1.50330968503483	-1.23696635207122	-1.45004363032277	-1.45143090104874	-1.33934606551546	-1.63963184125136	-1.25656816891796	-1.38899641817189	-1.19730396558792	-1.8356574476938	-1.31062303036728	-1.3849249861076	-1.56755977432227	-1.26772473929314	-1.43442490963656	-1.34978476789985	-1.3714904663425	-1.54422453352219	-1.53225088119595	-1.43281542174221	-1.10275761922548	-1.18494157700494	-1.1939012444886	-1.59889398556112	-1.55306879222713	-1.43838102766826
"9296"	-1.2997603774455	-1.42657815621476	-1.24480455890586	-1.41023539000644	-1.12867134802963	-1.34494562587811	-1.15695363559099	-1.3697357717257	-1.25720045249905	-0.870750611858218	-0.985395550760594	-1.28267372985014	-1.26683162425168	-1.22767351188197	-1.3240791960646	-1.46527056668655	-1.29270830584827	-1.63321725948526	-1.35408201536444	-1.38957678185728	-1.28300835846612	-1.50786980819149	-1.52736868717114	-1.30978724922133	-1.31078021206859	-1.43899412043677	-1.30919069642585	-1.28259366250429	-1.56609827686926	-1.444644565493	-1.35683029268996	-1.52738081536839	-1.37799985328656	-1.56301098141109	-1.57715219989372	-1.25640810372517	-1.34442255313351	-1.36671221053586	-1.42339665573963	-1.50005457901467	-1.40931746212855	-1.46337687159363	-1.283227848918	-1.38266408730485	-1.23655264943273	-1.26618990059455	-1.37397179038718	-1.38821230010883	-1.39863716495076	-1.35386174562105	-1.36927771381223	-1.48772333264645	-1.34822542896544	-1.21057950618441	-1.39201025824495	-1.19156814904863	-1.01656971783165	-1.10142608649546	-1.71681618120872	-1.40240394211034	-1.22385456127631
"51286"	-0.174179171699653	-0.161095906202027	-0.236253168440774	-0.255374196461279	-0.218601447702031	-0.139595559702402	-0.130404015193736	-0.106297321274973	-0.236279738389838	-0.169421901979267	-0.127311427179524	-0.21593571584389	-0.189516760595361	-0.126660325671199	-0.105869616448909	-0.153991091736608	-0.335671721514701	-0.185311203141896	-0.212093332066564	-0.218631779515334	-0.245129952509439	-0.151903624690092	-0.12242525670997	-0.108583937524894	-0.23049396925632	-0.229710094229083	-0.356477477974573	-0.301253538135406	-0.174582311166192	-0.193335909703579	-0.160699922091354	-0.209098987028295	-0.122233863484721	-0.240525827772221	-0.186772373687583	-0.301866057598873	-0.147198610632831	-0.177172032547379	-0.194879965560379	-0.266121401474732	-0.192636090797051	-0.267473326939876	0.0601888215198293	-0.10855796631265	-0.170751493470553	-0.0719215287619709	-0.425827145088262	-0.09385806982061	-0.174984055045833	-0.102887482810099	-0.057536875270283	-0.448648415637544	-0.126340265561067	-0.206673270399124	-0.129833852294309	-0.0214058497077976	-0.14589416779738	-0.0802105908386773	-0.0753240551560293	-0.143161460237445	-0.0684110295727469
"26507"	-0.0211328523728519	-0.0961047366981799	-0.154021058641451	0.0564222225665129	-0.116172339718611	-0.0276467640013731	-0.0175184208830863	-0.166939702663753	-0.190343693929493	-0.174575989813135	0.0536282435519811	-0.0718361269467	-0.0584538439342847	-0.115993411586559	-0.129375883045727	-0.178778045162225	-0.0129594727100054	-0.0779285271350686	-0.103398517538768	-0.125450506275434	-0.0485552113456464	-0.126946711390184	-0.138401781222493	0.0533911105918508	-0.210047519038632	-0.0726060462548647	-0.0993438186630285	0.165588429743337	-0.131075281572895	-0.0368672363508603	-0.110443683497186	-0.134158606570449	0.10504257337329	-0.00792138645348396	-0.164861494520708	-0.0614611150977322	-0.192413329876303	-0.038245853716388	-0.114577015671518	-0.121480695966995	-0.0032709457202968	-0.0937571175453849	-0.18804264412251	-0.188736007063724	-0.0920787005703558	-0.13918146971138	-0.336476402859165	-0.195559966000442	-0.0905977586753104	-0.136834998578614	-0.0220900843607702	0.0314195274380585	-0.17229269323613	-0.170003611645202	0.120478654292098	-0.0393668140938724	-0.288275957778684	0.163053559995214	-0.0274609718301793	-0.0525999816247654	-0.0769291935514064
"11218"	-0.596978192927049	-0.671845366371178	-0.394534353512595	-0.402172828007867	-0.703511549151506	-0.461932525195885	-0.927908144297181	-0.717075013824305	-0.754972694872323	-0.627213184231067	-0.666231391060122	-0.647436303105258	-0.612110925399623	-0.791400213867063	-0.739120629701683	-0.547622040910063	-0.675118824129105	-0.55723734940983	-0.891197333524207	-0.544327283499306	-0.735088761384301	-0.610618935863056	-0.671391359455096	-0.610335954071933	-0.633439439201429	-0.592244137718289	-0.679710974593084	-0.734889138991512	-0.791133791223274	-0.686230495608955	-0.749838205466112	-0.577797708828711	-0.65607467617136	-0.859494437362153	-0.550686110146745	-0.804954787382057	-0.591756164339072	-0.651293278068649	-0.826404104310455	-0.847985103411573	-0.533071709771029	-0.608680649026483	-0.665972282666249	-0.651539293634349	-0.604807706879263	-0.658341641914624	-0.711258623332207	-0.576317401644658	-0.669839978376675	-0.796294583479192	-0.704242271198002	-0.877463110882505	-0.623600000311813	-0.625390382607215	-0.700079405345554	-0.509035554965755	-0.488281929859285	-0.596529480042524	-0.607329077318986	-0.571595913490779	-0.425603484671341
"1967"	-0.603422182380776	-0.78279592549734	-0.74395881138063	-0.528396351017977	-0.919241035206877	-0.454236212023174	-0.658807213402684	-0.75214159873363	-0.892000979538964	-0.78343919596842	-0.920769418203353	-0.871426516319265	-0.921966630375056	-0.882387668332826	-0.642776382853888	-0.70456536987967	-0.938763652811211	-0.559841756787743	-0.67611596859254	-0.843346921990973	-0.844101956388568	-0.923042315155884	-0.818753253298319	-0.582286704337939	-0.652648859262641	-0.761074502656913	-0.765565783130734	-0.992551604031013	-0.946396387412168	-0.715552899254018	-1.05642932978241	-0.815742230698982	-0.957727545112782	-0.774343033292313	-0.758205049992865	-0.878037634082936	-0.903921885191391	-0.85119879986638	-0.74267971964144	-0.916484584858002	-0.809424006196806	-0.786713569033424	-0.766678913257619	-0.838515233676377	-0.64169116186095	-0.776549543525254	-0.743528543294475	-0.816101016725267	-0.637147315202196	-0.600524356069944	-0.705495505137468	-0.740257743117595	-0.862195429525688	-0.619549286532242	-0.55257655780596	-0.840026229888554	-0.823512041947616	-0.710926916799744	-0.660200705861655	-0.63229449208019	-0.706859704933164
"51386"	-0.335587069146293	-0.730954884674669	-0.548921744755512	-0.35721052394014	-0.417227638309699	-0.462859752892312	-0.384808027637736	-0.408516686343268	-0.475690506104557	-0.428867391854592	-0.462551627417706	-0.432333387693749	-0.395710823404471	-0.241453061784402	-0.354877030130185	-0.371296872350454	-0.255992473422988	-0.320658655450784	-0.382707344325749	-0.286862784166018	-0.425384657529049	-0.378514596396384	-0.274833062494608	-0.319375355799295	-0.452609199500997	-0.265730655373776	-0.402942700395763	-0.555185488872487	-0.342190295060755	-0.524462408663363	-0.444679136645141	-0.346002932955972	-0.311616649508731	-0.341033802589653	-0.410244816064178	-0.137916047111331	-0.43443666469599	-0.370150566753959	-0.386550520878553	-0.400490013082955	-0.361639762751312	-0.185642880451724	-0.386365429800712	-0.371435653778717	-0.492225347021896	-0.411916958832237	-0.488491095714765	-0.276585479333936	-0.39778371555742	-0.218068736981158	-0.564364264201513	-0.471755566462978	-0.624756869717557	-0.603591673239823	-0.52507107894287	-0.356866698562743	-0.374942830294544	-0.442206357402448	-0.348883279713137	-0.361352502624436	-0.394146601114249
"2074"	0.016190452231861	-0.111598027719952	-0.0273352186542297	-0.0324226997055699	-0.0231503457167545	-2.99519292994154E-4	0.00951991954636625	-0.0543966468924763	-0.0921459571215181	-0.0612994709871469	0.0294083840897814	1.10407615674732E-4	0.0798185532329164	-0.0249429551459456	0.0688637861861347	-0.104566484359692	-0.120715215903359	0.0207413054266311	0.0429988040240071	-0.0325798740678362	0.0344469350174941	-0.0998025606559901	-0.068630686720991	-0.0143233891661382	-0.0940588988440636	-0.0867662589570732	-0.0920900069223517	-0.184584764822469	-0.132408904287086	0.00416774552407405	0.0304184292752939	0.0183584072106803	-0.0316322470126352	-0.00703563670889176	-0.0346001522481464	-0.173931137203384	-0.0599032787629853	0.0405695334846938	-0.0442532025697324	-0.105628282137941	0.0368730607403706	-0.0972836499842498	0.0308894277184267	0.0145825833151018	-0.00128137995030183	-0.0763742886475283	-0.112854114382391	0.0702712507884836	0.0218562025474991	0.0214605357561322	-0.100203128689748	0.0190777755377276	-0.0972830346342989	-0.131981424773707	-0.130841151867626	0.0429827905571042	0.0716237288885473	-0.0560144577391458	0.0224167281639539	-0.0276751592240654	-0.042615584558683
"2138"	0.0859236272229685	0.301630291516594	0.0194624260418414	0.00455173033172709	0.249458669392338	0.176392532491354	0.1183147958841	0.242517261978075	0.297164326858275	0.196792261397772	0.0668108371792663	0.285128918656055	0.17275701819755	0.17143897452709	0.219353460581154	0.197208850716253	0.123283927784325	0.199074161152047	0.214183847232837	0.0711299628734798	0.141435034423816	0.188431700744823	0.0729855792493429	0.166879668313821	0.256470575206892	0.234475450873384	0.126759695506632	0.257320529869536	0.206791400587214	0.235996390080687	0.180488896019224	0.107011680986104	0.23339412888808	0.160647381339053	0.149512148065191	0.074175379251554	0.21966602052597	0.17245784862529	0.154971577353455	0.279421730532134	0.159724163641673	0.181823856110923	0.218588868418243	0.162409332831837	0.130841265449319	0.139342553473239	0.270907551241155	0.0847370035727714	0.0634622187896504	0.0786550705551541	-0.0168485315263044	0.360147588915328	0.0988322924037837	-0.0030264397821572	0.0117360941573957	0.201039710124163	0.154722759854615	0.0136178826248117	-0.00834776964058857	0.0872779543664649	0.119511817326437
