	"ACH.000015"	"ACH.000095"	"ACH.000097"	"ACH.000215"	"ACH.000223"	"ACH.000228"	"ACH.000235"	"ACH.000261"	"ACH.000264"	"ACH.000272"	"ACH.000280"	"ACH.000291"	"ACH.000293"	"ACH.000311"	"ACH.000318"	"ACH.000332"	"ACH.000383"	"ACH.000403"	"ACH.000414"	"ACH.000448"	"ACH.000452"	"ACH.000460"	"ACH.000463"	"ACH.000466"	"ACH.000472"	"ACH.000475"	"ACH.000481"	"ACH.000483"	"ACH.000496"	"ACH.000517"	"ACH.000522"	"ACH.000524"	"ACH.000570"	"ACH.000571"	"ACH.000608"	"ACH.000621"	"ACH.000624"	"ACH.000681"	"ACH.000683"	"ACH.000701"	"ACH.000711"	"ACH.000785"	"ACH.000796"	"ACH.000824"	"ACH.000866"	"ACH.000867"	"ACH.000887"	"ACH.000901"	"ACH.000932"	"ACH.000988"	"ACH.001228"	"ACH.001353"	"ACH.001377"	"ACH.001554"	"ACH.001654"	"ACH.001745"
"29945"	-0.959456526131649	-1.0461174731693	-0.875651403418893	-1.01658217867154	-1.18845165632032	-1.07767013674991	-0.821213822911086	-1.08158392016643	-1.0272424646622	-1.0195195284132	-1.24994426039104	-0.799324454716801	-1.45177075843353	-0.859536398167717	-1.36068717025005	-0.857525369567104	-0.959839445470403	-1.14617409337384	-1.29633346493921	-1.00105029806551	-1.23243428600061	-1.12051574239435	-0.877059245788333	-1.08384463019339	-0.900990315059831	-0.996364802301995	-1.12748633407495	-1.35494997101858	-0.977231426069683	-1.15215150082262	-0.976288347666809	-1.20757533096005	-1.0438452019338	-1.34185777032995	-1.03684157893941	-1.1388504102578	-0.954187611668518	-0.96091421719876	-0.94441443363192	-1.03235041130952	-1.15743166649447	-1.30236255298006	-0.98097667182803	-1.07738463672654	-1.09962421938727	-1.11468264099743	-0.952054519233613	-1.18289679800289	-1.01477378518755	-1.23197371642193	-1.12018383414418	-1.05633880707568	-1.08724782060787	-1.12142456723565	-1.13592205182272	-1.09458387097573
"79722"	-0.112236022302198	0.0111609106396637	-0.0245775322940929	0.00862748148246812	0.0340198549214162	-0.107497292232451	-0.0573353923993692	-0.0759214311839126	-0.077262491534181	-0.0875948202216026	-0.0931505636351913	-0.118465206650627	-0.177838375320567	0.0105768016268885	0.0753127821712838	0.00694662970735521	-0.0422011902181018	0.0982886396677996	-0.00927050697287895	0.00275371733533092	0.0908872012735665	0.0961350974968921	-0.131075547052296	-0.0390962429102048	0.0738622241119645	-0.0414400536125457	-0.138255151464197	0.102538491303299	0.0132227726373211	-0.0352495904941417	-0.00838424419348339	-0.0304727135883743	-0.0962676831938139	0.0142052310375334	-0.061870718564587	-0.0465503791806613	-0.0353002099862018	-0.114904294134331	0.0307687694158183	0.114510256374905	-0.075736247319392	-0.120242087216017	-0.00196694330216009	-0.0147467889118389	-0.0784090195235777	-0.0366395199490465	-0.0690511315366085	-0.0641592508833036	0.0249212803893034	-0.105951555655609	-0.060652854142314	-0.0322602097201326	0.0139219037407627	-0.0335971001906921	-0.0174612579049882	-0.0388774525652697
"988"	-1.1359885601445	-1.24561741529351	-1.21245333825448	-1.09122099144369	-1.283094617457	-1.13630570341436	-1.15503950347304	-1.10708923027688	-1.26465107416026	-0.989478860722289	-1.17902453436253	-1.30097655898612	-1.31870578981505	-1.2396124792745	-1.28967064583888	-1.11490368889633	-1.26626990208755	-1.33359227911225	-1.22896544492564	-1.09143726106517	-1.28266585964621	-1.12932782990608	-1.10241624120077	-1.34707689505134	-1.00533934259093	-1.17979051344629	-1.35479129879385	-1.49933598287839	-1.39339722863777	-1.31083987626324	-1.01921324572994	-1.60286197654516	-1.23239733244176	-1.3032427153725	-1.21952825356176	-1.33630630829067	-1.15949091890066	-1.11387124119344	-1.37447129160374	-1.19471669651454	-1.22185641811339	-1.11484090121767	-0.99490296725156	-1.21771015433588	-1.09272939376642	-1.28629927512821	-0.972776657448239	-1.43572764299267	-1.21644600890708	-1.25648553025011	-1.47551056963455	-1.19730989765049	-1.20986410363756	-1.26022692992916	-1.40236540326968	-1.280502938687
"10263"	-0.208827781331107	-0.181692895114272	-0.600313317817623	-0.22885482225878	-0.263625583974837	-0.399666472994666	-0.33734320566615	-0.253391563800493	-0.251527294391443	-0.156187871955807	-0.187953804265278	-0.237213661346654	-0.349749797783951	-0.218379036397336	-0.289262238124305	-0.371683450661412	-0.21420975332574	-0.300236147007815	-0.21754608574042	-0.304896721486939	-0.231192175087646	-0.172906143876595	-0.211451363051667	-0.209994886154056	-0.191400451734612	-0.327895910163949	-0.292486827580583	-0.373087764036527	-0.373419137782022	-0.291651433500963	-0.258703254310406	-0.261260837962837	-0.239435740524505	-0.191901227481313	-0.15424480011001	-0.150455995042552	-0.286867969047154	-0.30437729148051	-0.328849124442955	-0.248519217641913	-0.192231440558305	-0.210696598985712	-0.338871149306641	-0.182989267130644	-0.302019433675552	-0.248489453389513	-0.385772269332628	-0.298416812197573	-0.263627917398185	-0.296580364073247	-0.0433295502615093	-0.316392187623869	-0.262858938925448	-0.237759340819076	-0.30997136762592	-0.242078054299222
"2027"	-0.177658074192303	-0.121587745954347	-0.0776616537414886	-0.151092743434123	-0.0803345127603504	-0.209463406232618	-0.205209899071865	-0.0759939339830049	-0.0609688999108199	-0.108147182693925	-0.15350849998607	-0.225088975923336	-0.183767597288376	-0.134030565314774	-0.167775023236549	-0.110611301948375	-0.144153254791355	-0.119893752271698	-0.155152221069561	-0.109141309032908	-0.125108867041145	-0.0660740345136985	-0.322826735476065	-0.114926437118445	-0.0938550708633595	-0.202768285507099	-0.120375480224844	-0.290250082895538	-0.115079202673393	-0.173447517728142	-0.11991469853862	-0.218409806111935	-0.309351265802856	-0.15739312686056	-0.212755226893225	-0.242571301921523	-0.200839189633298	-0.194250233517555	-0.113376876004024	-0.272772646168362	-0.193029493204663	-0.251616555619785	-0.206249625354764	-0.177651181344821	-0.20631162238804	-0.153324119327934	-0.107475174357393	-0.148612448154528	-0.113234712582413	-0.315322139319121	-0.0776719439505645	-0.164972126221175	-0.197946906762693	-0.213833544136377	-0.156666182142822	-0.107292026800168
"26017"	-0.531239007064469	-0.487376760808907	-0.674494125531971	-0.547973441270704	-0.671187471798411	-0.805320845609	-0.504952023683095	-0.453135606914512	-0.485220616740315	-0.40983185414352	-0.579506832219883	-0.742671361302565	-0.880331975935373	-0.467320918668959	-0.591282645617165	-0.522538959689039	-0.472842644548593	-0.565082745375646	-0.700007333835027	-0.376051914210453	-0.66778841901805	-0.681222963335192	-0.651993598912348	-0.494003072945158	-0.311997095559627	-0.574419349101632	-0.628223710816447	-0.80368149021309	-0.486274802673429	-0.600157676184916	-0.447171251615295	-0.565933670157418	-0.532498698882453	-0.479175099171827	-0.651208456184944	-0.5297666516156	-0.619029869160051	-0.385421781697716	-0.425532754466168	-0.742117176506616	-0.673210980983732	-0.542275536198398	-0.544238952638691	-0.534006989082324	-0.540402743975475	-0.562763560864355	-0.559089094960682	-0.436961849586344	-0.611848355513488	-0.594651373642292	-0.496527640212754	-0.627934491100495	-0.429456757729452	-0.470450217457707	-0.577674543223356	-0.550299428925466
"143162"	-0.211788489747031	-0.0738291597587776	-0.149390312290704	-0.0596068713310039	-0.0541988224907226	-0.348709525799838	8.91019658048607E-4	-0.0371501701083502	-0.0124000299427379	-0.0574044671239073	0.115713660845976	-0.0627721087878088	-0.141469717011413	0.0735989829370104	-0.0843649947392525	0.0110584091617729	0.00414684981120564	0.0221196695060982	-0.0309797050827017	-0.0310839319266689	-0.136221175365829	-0.0480964897301374	-0.154337052144247	-0.137867804953541	-0.0564205999450821	0.0380270415032853	-0.210250514051434	-0.165734044448496	-0.0050245358015248	-0.100114163725103	-0.0374216469181354	-0.00469478833628671	-0.134840556603807	-0.065623982012945	-0.0241683481341551	-0.00369427748159371	3.64288499806903E-4	-0.102428587819726	-0.0497232957507109	-0.00295907224804285	-0.0934437801664836	0.0330957075133342	-0.026386013247986	-0.0290547465401491	-0.0421931295996287	-0.101039556895974	0.0336961224150225	-0.0485694112560857	0.00151597063089818	-0.0152149154053521	-0.0727736999765881	0.0452962830066041	0.0226471543921054	-0.0189459988832873	0.0285766652880941	0.0969930971959365
"3309"	-0.958122243299233	-1.13249571207906	-1.02189576603002	-1.03919847240012	-0.970792902206016	-1.09993639249897	-0.900836143873385	-1.03089461531502	-0.944813131745129	-0.962768590650765	-0.938105898579388	-0.94079858649808	-1.24228432904477	-1.04484136660013	-1.21575444927768	-1.05400024966172	-0.904253772989722	-0.976034940790331	-1.2746811318488	-0.892690842132712	-0.956701518934465	-1.19678758155547	-0.901577857874464	-0.969367692703356	-1.06256537239778	-1.07307953354047	-1.0785599688448	-1.22395458055525	-0.962027663313494	-0.964355103716648	-0.974547289747984	-1.20276264158231	-0.963032321633294	-1.19815118562676	-1.13714613731734	-0.928186595432525	-1.07906586333505	-1.15740550389018	-0.96109113401992	-1.26557103878018	-0.99240780749245	-1.24953183542094	-0.990791576416635	-1.13586761367477	-0.996244440196515	-1.17516901180674	-1.03924321196464	-1.04351043013224	-0.985603542180393	-1.49905696864522	-0.807454848445838	-1.00114501532137	-1.12562679186704	-1.09090927986375	-1.06071020370245	-0.947844625701258
"64745"	-0.622948150325597	-0.336113500885205	-0.488746688052073	-0.581857411266933	-0.536465504087966	-0.461371541730413	-0.373947034115598	-0.467246760823713	-0.48349476942447	-0.533221410589404	-0.354809002734476	-0.459494363806918	-0.510378622805064	-0.335790252487799	-0.648771276815917	-0.338659472401109	-0.561721197698032	-0.467066237578104	-0.445026974936453	-0.375079592133758	-0.417395369011779	-0.30694133691841	-0.379163890023164	-0.533097976583964	-0.445522549221788	-0.460574098369485	-0.67458023901071	-0.446859699614345	-0.359635740502622	-0.412714442082089	-0.621307593191691	-0.453859450588023	-0.618392103147833	-0.561906283817562	-0.387502881169857	-0.448986518649833	-0.350419210831557	-0.5164107343221	-0.625433529215239	-0.53211823396961	-0.387654722706531	-0.433039855599187	-0.306999853230335	-0.318309659038716	-0.671500500749673	-0.419567913532176	-0.560835239126365	-0.413425692472269	-0.575269222612576	-0.378974246533282	-0.347944730758715	-0.266111205691746	-0.542188052683387	-0.751009345881474	-0.318699188312457	-0.371597470651334
"65005"	-0.499333018998309	-0.258042262499281	-0.331398822313176	-0.562447937869962	-0.66605449146603	-0.532712187252791	-0.399493791621034	-0.183548421805955	-0.475133293959947	-0.450239314309959	-0.294574911475777	-0.509574182148444	-0.57913056092672	-0.437934810841468	-0.409948810243079	-0.357008268515288	-0.601707982085204	-0.437787211704624	-0.460635786655214	-0.346571364573056	-0.413513141835925	-0.277843515213942	-0.512437194596793	-0.461038628651644	-0.238587765079301	-0.540454142117387	-0.483197415954789	-0.655175530271202	-0.269460624492123	-0.396642328085504	-0.495865543350289	-0.366371990419245	-0.571634452524546	-0.456824990151996	-0.361517635828162	-0.35415421342013	-0.378711787905172	-0.680016381999296	-0.460147831311496	-0.508501787254874	-0.5196624268624	-0.716485785096144	-0.264580220063284	-0.299544421160069	-0.391234942819938	-0.400764701190275	-0.449774870996144	-0.376561206031765	-0.503018987911517	-0.417958069810952	-0.333639124971216	-0.229643028808565	-0.533217535897175	-0.542096048338206	-0.417517821013369	-0.260748719343602
