	"ACH.000116"	"ACH.000159"	"ACH.000235"	"ACH.000250"	"ACH.000253"	"ACH.000472"	"ACH.000517"	"ACH.000542"	"ACH.000663"	"ACH.000804"
"389289"	0.0320824537783805	-0.050951461526391	-0.110990737049085	-0.13079867621463	-0.135398758728236	-0.116057138143831	-0.0972848947022298	-0.0841823660419182	0.063137873065655	-0.0831538704503193
"653643"	-0.356119383105652	-0.234438641078335	-0.37406293052176	-0.242611854002944	-0.344205323591956	-0.300921956670497	-0.379860976613433	-0.261563369363376	-0.342227486640143	-0.222032487473251
"8733"	-0.137493623723867	-0.109865862301249	-0.081365558992212	-0.199099916788079	-0.183183105117761	-0.0454840722066023	-0.159625442262467	-0.16214339371104	-0.230614712713596	-0.0320787190773715
"610"	-0.304126418913465	-0.227724960112973	-0.222187765600821	-0.325777322259525	-0.253465461286742	-0.256836327440791	-0.272048600779133	-0.240129864500695	-0.376592209017906	-0.352490725976847
"7593"	-0.511206826923643	-0.502479577217118	-0.364166204911619	-0.420674510311231	-0.492522550789083	-0.349039824534335	-0.423429071788222	-0.480613004996013	-0.542204189632055	-0.435509639495659
"81614"	-0.14772731377784	-0.118809783168416	-0.165688198212046	-0.15409358096736	-0.190114130123318	-0.17675610279155	-0.23996648037523	-0.24071907215271	-0.258914693594712	-0.146348028141455
"85407"	0.0804317351970027	0.0904171316367741	0.0807083633658752	0.130219155789521	0.130189981889584	0.063972788566611	0.144285867726937	0.131176409298044	0.00610148311649802	-0.185231752259958
"27315"	-0.0391884874729897	-0.0304724409216659	-0.117519626713019	-0.156794837816177	-0.105333926109476	-7.01937426232428E-4	-0.193084293277771	-0.0454703062257405	-0.103071891652802	0.1115658403439
"93183"	-0.163439267612793	-0.252271626314352	-0.187814149673064	-0.190953642576284	-0.213092517025013	-0.145531023444301	-0.221947147293276	-0.190274117274369	-0.183964874249051	-0.135328813519708
"84720"	-0.139442649516709	-0.309289996089404	-0.226463600123385	-0.273190020090197	-0.204004683800625	-0.241498592220936	-0.20767368672079	-0.227476766262209	-0.235002641148421	-0.0935769667332247
"51227"	-0.282868622905574	-0.131531028720317	-0.0786087752983628	-0.208620790708064	-0.208414893079773	-0.15939461721192	-0.133851545590666	-0.100989137261333	-0.17906719432623	-0.167396290626369
"9091"	0.0281821403857504	-0.0148800937142861	-0.119198559181361	-0.235092913541944	-0.0615504379296353	-0.083923877019963	0.00396962026065944	-0.14176499129671	-0.122669374904674	0.107354321675569
"51604"	-0.195001007541014	-0.131713265601082	-0.211756788659679	-0.161449802552102	-0.157728201308977	-0.138184730907507	-0.233080811396494	-0.161821484140568	-0.296631797407077	-0.0652313434461407
"128869"	-0.133479069034003	0.00796245316889442	-0.101763003806803	-0.0910220221452533	-0.00616476461023039	-0.0876455839384421	-0.134178814250979	-0.0257206057403207	-0.144802919194442	0.0428742200796349
"284098"	-0.214438636542007	-0.155771237126479	-0.17370148276031	-0.189549311142628	-0.186380198408132	-0.111103113979364	-0.150742061980047	-0.189797033088931	-0.271804432565447	0.0550873728484169
"5682"	-1.47890053180041	-1.52615052902217	-1.44812506388252	-1.5699819435392	-1.4044614927367	-1.54364098382829	-1.5895206151765	-1.56497178716148	-1.42571964627056	-1.55389794803485
"5687"	-1.73335129601753	-1.55233886451995	-1.43513563937297	-1.5204990449118	-1.51999928855153	-1.59386597095071	-1.65201231057466	-1.51094823816757	-1.4532866290954	-1.46148674772183
"9045"	-0.95598965661225	-1.19146907743449	-1.16212566616436	-1.20322500358683	-1.30365460207404	-1.27811718401733	-1.21943152918074	-1.30619103853109	-1.25273428974414	-1.09748120550071
"6142"	-0.738362097366825	-1.08877092822911	-1.11162463854084	-0.987074383721232	-0.890587749385292	-1.08589563955109	-1.04986207533482	-1.08419754347149	-1.18365758608274	-0.999442952224511
"6143"	-1.27603203893822	-1.22211889203712	-1.19104333494476	-1.14097901615637	-1.23014175535557	-1.21506879513032	-1.10593717714707	-1.21274095242666	-1.32305834166029	-1.48992920880068
"200916"	-0.308235881832798	-0.311634330089813	-0.283750642155691	-0.338872583597428	-0.453143199664405	-0.317875685407357	-0.375010527929979	-0.421601004629278	-0.27427427722023	-0.574565931193925
"6122"	-0.969365845563236	-1.18234227517908	-1.1371768514043	-1.18950956071009	-1.14729123965934	-1.15132777009481	-1.31423685169727	-1.151600081091	-1.13409638467156	-1.13690625570543
"6167"	-1.48817308558038	-1.59132572294541	-1.69406179739944	-1.52463127304471	-1.54082457378677	-1.62676925297322	-1.70762565144036	-1.57005054431636	-1.81712541665625	-1.5643749171056
"6129"	-1.02689156135783	-1.24093616767552	-1.15695821715195	-1.08694149220375	-1.08101882453042	-1.18934656858136	-1.00361374309632	-1.10000975673962	-0.936307153429236	-1.18971770046151
"6176"	-0.768187243147977	-0.862046649092026	-0.609945893032724	-0.73368100085409	-0.610261246086306	-0.821029376297586	-0.681682681350773	-0.74935322581027	-0.643758709882596	-0.733747177539151
"6414"	-0.093741234204258	-0.0792863933290616	-0.11923653758889	-0.127633486606003	-0.139016659214424	-0.0726182225702597	-0.0668438530517845	-0.106913587443818	-0.135484199519689	-0.00540511085725298
"23544"	0.330480172093679	0.236627253156491	0.168680110503442	0.294404175528515	0.205825064738903	0.199230080489854	0.233553097513184	0.182180561160203	0.158821663541137	0.347284937829856
"10998"	-0.140059561032698	-0.281142601161892	-0.238722040205014	-0.341885505033523	-0.284653684411899	-0.25862085186057	-0.228772479407798	-0.209328475948876	-0.206920712335666	-0.218599365427313
"4091"	-0.362815203000858	-0.0772472914973078	-0.237616352522493	-0.211278062525057	-0.255763489883106	-0.155619329051725	-0.215875899868148	-0.140604464005901	-0.271737968641434	-0.195105580956891
"729873"	1.86119846318612	1.99949878690552	2.08761469391238	1.95877269162881	2.02344801566122	1.85855008817917	2.12685980135062	2.15739965506885	2.07160716967961	1.95539400809331
"123720"	-0.431817747947737	-0.34206837710436	-0.339549917235558	-0.251774975578061	-0.341569928678682	-0.344104649265885	-0.451855326349124	-0.338951526270628	-0.408312307978797	-0.252057458001716
"7486"	-0.211116261174777	-0.166904379221258	-0.135444852535946	-0.228931859617044	-0.083645892879669	-0.157274669999221	-0.171100045698129	-0.203068039741869	0.0164301517573593	0.0630712967065498
"84878"	-0.288202480398275	-0.349593563491479	-0.180381287626096	-0.386235175632148	-0.37052105770189	-0.344629563267416	-0.254470594124504	-0.326544374330011	-0.293852827867046	-0.456327170410772
"7691"	-0.127969556851189	-0.137839649362799	-0.160790185951808	-0.19918341841857	-0.241294056710313	-0.127634031057568	-0.161451278609401	-0.14339085980988	-0.260418507480102	-0.367059220929821
"25799"	-0.0825796855749153	-0.190019205047145	-0.105037226118343	-0.11513077185596	-0.167118661023387	-0.135283884921472	-0.140701286513051	-0.119333302263774	-0.149646675668234	-0.215371936961351
