	"ACH.000007"	"ACH.000237"	"ACH.000261"	"ACH.000395"	"ACH.000396"	"ACH.000444"	"ACH.000461"	"ACH.000464"	"ACH.000522"	"ACH.000569"	"ACH.000589"	"ACH.000606"	"ACH.000859"	"ACH.000937"	"ACH.000984"	"ACH.001353"	"ACH.001450"
"10947"	-0.308986268839364	-0.184549408703848	-0.234044910643879	-0.341464334193627	-0.408324500596449	-0.348071638955549	-0.402009916072831	-0.289722137060177	-0.176449353349993	-0.435376787600078	-0.20796206561076	-0.287232771435776	-0.323463902657968	-0.222495144655545	-0.347433989705344	-0.250681770362164	-0.259481748165946
"11101"	0.271548652916825	-0.0344088389084147	0.0438491628831092	-0.173944711935005	-0.288731756145022	0.192725902581439	-0.0197244063861461	-0.0210673227474374	-0.0576302942344247	0.113912245413521	-0.0172721734545559	-0.0175087157336366	-0.166644856391293	-0.0824331356850529	-0.0557791334368114	0.0992723296626429	-0.0722507418735946
"8973"	-0.121060957874147	-0.0918812166718746	-0.103826794102328	-0.0895843900741105	-0.301461022288228	-0.137034221589199	-0.189663046491455	-0.038929777590093	-0.0625863006205553	0.10218765980341	-0.0731827980848384	-0.0239983785556355	-0.088000530768423	-0.0518445892905478	-0.164831595635162	-0.0795667597596379	0.0092731295187733
"56259"	-0.950790407911451	-0.744838104446513	-0.701701937153667	-1.07480089628085	-0.81244623533076	-1.04904400607028	-0.751829669327912	-0.84704758427421	-0.677277009402763	-0.86322791648871	-0.842355429473547	-0.571723222912135	-0.945732947542703	-0.55782785264505	-1.04471663032382	-0.601498060953306	-0.954536302492652
"1660"	-0.425069814457566	-0.801194378819736	-0.839752912030525	-0.573691928711099	-0.795203074411367	-0.50354478795255	-0.703942488870197	-0.699932773011194	-0.774638489635438	-0.631177106479324	-0.702924807425681	-0.758326518430641	-0.483110594314152	-0.721384571801948	-0.7221226585718	-0.647474974181247	-0.501073874280895
"27121"	-0.233159435157683	-0.0346398018228559	-0.10989018812611	-0.125725497429055	-0.319646167444234	-0.251606346905882	-0.445978296788621	-0.281464439262337	-0.177726533866573	-0.276088305442426	-0.201229321123172	-0.152522954329498	-0.286507278161902	-0.0835135759742066	-0.121094030472281	-0.115307242869705	0.0104072597446862
"1978"	-0.239458457538498	-0.325377104733165	-0.30519393428772	-0.101259020993218	-0.344766251984919	-0.362066218989915	-0.199760151561591	-0.451033164607673	-0.361733773871898	-0.228501940859304	-0.389347549521521	-0.306172882948038	-0.326333195077533	-0.337699535409271	-0.268912624658628	-0.379027400485819	-0.265797317560447
"2697"	-0.00713458359323465	-0.135412314552615	-0.0708293910136527	-0.189768268334429	0.19161694736263	0.0195260992604123	-0.0162103330341974	0.01108758102356	-0.105108165785807	-0.0259764102294658	0.108349063763526	-0.0487762941883411	-0.157993976056261	-0.0872775018424886	-0.0126936945186518	-0.0155724704665675	-0.12975721007613
"9402"	-0.174874361031856	-0.161217545294196	-0.145765378414494	-0.0547213222959219	-0.0778035063031034	-0.222957118833476	-0.244697929984441	-0.136614361335355	-0.0346868419396154	0.0356318380292219	-0.191237732708875	-0.100098199554823	-0.244575391255231	-0.0837328497663186	-0.117347226455865	-0.06405395147397	0.0121624030259973
"2969"	0.124317698142352	-0.45312090820495	-0.355702135227685	-0.323895081426036	-0.206533974078475	-0.143001836524777	-0.390749029231646	-0.127009904842736	-0.384986694353104	-0.414055012044943	-0.413834355569019	-0.340199767409784	-0.201339755056205	-0.336209419294216	-0.099803490605778	-0.393991278242173	-0.421721008156052
"23354"	-1.11164737004972	-1.20407519022122	-1.15829633040761	-1.05001859705514	-1.1708977383209	-1.02783381157653	-1.06272731056751	-1.13436806488919	-1.1692168095896	-1.00494730904972	-1.19921271044115	-1.16113730977814	-1.08801782650816	-1.08250590947841	-1.06032250043631	-1.15432414410461	-1.016308524255
"338442"	0.212796880309093	0.0809194255241379	0.138675955008954	0.190665645025079	0.0169773560298907	-0.0925069374494769	0.160609180461374	0.239065120733055	0.122916880029664	-0.065033712826601	0.125306652713552	-0.0356455797609135	0.0161145828342793	0.232170726370342	0.22378155116546	0.106594176749974	0.106921335286889
"8843"	0.0100625363193447	0.148073905793075	0.196346111141667	0.0518163927970663	0.0141062697408291	-0.188118937876526	0.134773002722899	0.108402359988648	0.101364849170405	0.0433847325343885	-0.00699933620591837	0.0405828572590871	0.0720768723186797	0.179183423442595	0.133011170225593	0.0793367956955141	-0.0851564771996509
"22998"	0.245154760289933	0.0109357733685384	0.100481391557605	0.220414981423571	0.348885300630824	0.176510988932418	0.128579006416087	-0.0415500699297829	-0.0503533341018528	0.301571675874912	0.103079624797405	7.39133224110697E-4	-0.178250192597814	0.058113235717702	0.11725852342537	-0.0346030410431146	0.0558953617070482
"157848"	-0.167689257651936	-0.0788944522791601	-0.163296691271014	-0.123270216558245	-0.128779943487063	-0.184078400010401	-0.224620875017937	-0.0904923646395833	-0.120458486098172	-0.0491809665795549	-0.19616922947072	-0.172182079536771	-0.239708496671277	-0.0371722585705889	-0.0987788292859338	-0.0636929143357773	0.0663675974354796
"6204"	-0.0876711744455656	-0.206119456523119	-0.339886959032692	-0.281662244674949	0.0230163763263629	0.0886254770159795	-0.309354075132608	-0.0364247853767852	-0.20630304812863	-0.252461134620812	-0.270676864567352	-0.330791387590979	-0.132187941552015	-0.342325492627009	-0.0729670742467225	-0.268049689414638	-0.330905115455397
