	"ACH.000092"	"ACH.000099"	"ACH.000123"	"ACH.000169"	"ACH.000232"	"ACH.000243"	"ACH.000311"	"ACH.000366"	"ACH.000411"	"ACH.000658"	"ACH.000720"	"ACH.000760"	"ACH.000792"	"ACH.000905"	"ACH.000906"	"ACH.000938"	"ACH.000947"	"ACH.001038"	"ACH.001050"	"ACH.001096"	"ACH.001192"	"ACH.001322"	"ACH.001736"	"ACH.001765"
"22985"	-0.625138668211897	-0.751633524276416	-0.576069343753572	-0.582371398687353	-0.64062440979684	-0.690508602939956	-0.560166366976922	-0.672911774347771	-0.864346150318469	-0.678632986996876	-0.452310133303413	-0.914323177892822	-0.566032618034117	-0.820639484031818	-0.477264615256971	-0.532655104708924	-0.753643628267546	-0.687759956912128	-0.694843690246597	-0.682200929861261	-0.759926565957796	-0.940109897348413	-0.642608858365794	-0.592801282207237
"2972"	-0.930571430793854	-0.746392345926518	-0.855559460898157	-1.0307205977206	-0.813857697750142	-0.840919931670444	-0.795155722235318	-0.913822747194223	-0.995686816642113	-1.01594365648994	-0.838642100158373	-1.03459283265261	-0.68139924323168	-0.743487592533996	-0.759508005476802	-0.80488622247769	-0.78260162093865	-0.540824260559812	-0.735965943677861	-0.744227945184771	-0.873615022275579	-1.2255784229449	-0.698958675680691	-0.624586739815142
"51244"	-0.741305658079665	-0.697869253390014	-0.62604215233408	-0.711816547177388	-0.679364328468643	-0.805555096257874	-0.660971115896643	-0.58301912659347	-0.846017871090226	-0.517155475323273	-0.593557185092223	-0.861996801377512	-0.56457766367925	-0.584001459300299	-0.626226906641403	-0.626908681189325	-0.804797831922945	-0.714672443640098	-0.496426835033391	-0.697650008076106	-0.705585638937509	-0.438249059693868	-0.71724445093922	-0.309014225925684
"941"	-0.0519365889712235	0.0112003900624702	-0.0257836495305611	0.0487811283985061	0.100103840340491	0.00701302367533378	0.0568697364840239	-0.0179901217820166	0.0237196250158614	-0.0810490276970263	-0.109545103219179	0.0661075900220174	-0.0160477518571128	-0.0875515324338118	-0.0353115907974471	0.0486811415149867	-0.0190219834510718	0.0149174405599435	-0.00915614237012433	-0.0436926712032252	-0.0482400912543483	0.0991382069077489	0.126210915982782	0.00685078760118312
"246184"	-0.439270007938826	-0.267070919721251	-0.415657652794757	-0.382848997055133	-0.402706541533047	-0.388060931257373	-0.645504236220953	-0.325738444731218	-0.566253051808835	-0.310944857996954	-0.391807051135893	-0.55420394206233	-0.448674450254993	-0.203033982931191	-0.417069835616702	-0.435136786274337	-0.493002812563704	-0.624581621612764	-0.443417499455218	-0.432025700999567	-0.460916558935811	-0.490146809587873	-0.421969641596766	-0.264341585517847
"57062"	-0.80722657961218	-0.732149149444907	-0.875586095585764	-0.820806505414148	-0.668781049517247	-0.909639667982982	-0.88424991362547	-0.934865866626908	-0.934416865116144	-0.881105142320994	-0.80883372953226	-0.944069788801448	-0.986955966993382	-0.706878293312112	-0.812569951885957	-0.809192263071997	-0.963843817762113	-0.935892547599673	-1.04100236178523	-0.916871964454112	-0.952825747183325	-1.09722158008874	-0.817761706664265	-0.62781803357425
"9879"	-0.526379350226298	-0.360777390950648	-0.557674328037092	-0.562161703336438	-0.437374794406153	-0.565273799937659	-0.3931245998062	-0.577938865451323	-0.419741382250639	-0.494539394410502	-0.309935262232797	-0.571727554614447	-0.352331217886543	-0.439657679906828	-0.468741982272117	-0.429000531065668	-0.677302058619961	-0.594429804312961	-0.652693509609252	-0.623174138245452	-0.699862470149389	-0.588648443472051	-0.553726364371397	-0.537627240339939
"8894"	-0.547275701383054	-0.588073730097421	-0.41023227068143	-0.609426194224984	-0.632089273327612	-0.487856894644616	-0.416236138286614	-0.420693908615966	-0.449837812044956	-0.378047260201234	-0.565515157034942	-0.667127528415831	-0.347316899977088	-0.553394902332875	-0.451105058294345	-0.55468770040517	-0.644294504943496	-0.681053281427626	-0.446567404651428	-0.764020846316683	-0.766685845458157	-0.280097813782949	-0.54343085287801	-0.458107375048306
"2328"	0.0108025988265548	0.0475507838924318	0.0349644607349149	0.0017440435727679	-0.00113910234022468	0.0339930346591018	0.0592828458960809	-0.0419966085313807	-0.00517101144666449	-0.00456234395928528	0.103933569404299	0.00639435701284128	0.0444561885780595	-0.0811354012411332	0.0255183618472828	-0.0764562526810902	-0.0116269281952243	-0.0149425150417548	0.0505091475677449	-0.13038622063829	0.0165884165412025	0.00238034325627627	0.0405195113923292	-0.0199212478161384
"8729"	-0.696330186024874	-0.656822387547983	-0.812617471613866	-0.702152371804977	-0.636798264477562	-0.798566721859984	-0.535636425280876	-0.825028513464349	-0.628906209471904	-0.897156503181338	-0.575057363753819	-0.946711533435008	-0.650261222768992	-0.689459042469747	-0.658842012413044	-0.425458717785909	-0.818614906125921	-0.714769782694709	-0.56580428371056	-0.831764697129991	-0.7641285762688	-0.652064893549908	-0.627352314305177	-0.672627906841631
