	"ACH.000009"	"ACH.000012"	"ACH.000013"	"ACH.000028"	"ACH.000047"	"ACH.000070"	"ACH.000087"	"ACH.000137"	"ACH.000142"	"ACH.000198"	"ACH.000215"	"ACH.000226"	"ACH.000237"	"ACH.000238"	"ACH.000261"	"ACH.000278"	"ACH.000291"	"ACH.000312"	"ACH.000319"	"ACH.000320"	"ACH.000339"	"ACH.000362"	"ACH.000381"	"ACH.000389"	"ACH.000393"	"ACH.000414"	"ACH.000415"	"ACH.000433"	"ACH.000452"	"ACH.000463"	"ACH.000472"	"ACH.000475"	"ACH.000488"	"ACH.000490"	"ACH.000496"	"ACH.000502"	"ACH.000507"	"ACH.000516"	"ACH.000517"	"ACH.000522"	"ACH.000527"	"ACH.000545"	"ACH.000571"	"ACH.000573"	"ACH.000584"	"ACH.000601"	"ACH.000606"	"ACH.000619"	"ACH.000623"	"ACH.000627"	"ACH.000632"	"ACH.000638"	"ACH.000651"	"ACH.000658"	"ACH.000663"	"ACH.000694"	"ACH.000695"	"ACH.000701"	"ACH.000706"	"ACH.000720"	"ACH.000735"	"ACH.000753"	"ACH.000765"	"ACH.000771"	"ACH.000778"	"ACH.000781"	"ACH.000787"	"ACH.000788"	"ACH.000792"	"ACH.000809"	"ACH.000819"	"ACH.000834"	"ACH.000835"	"ACH.000841"	"ACH.000843"	"ACH.000846"	"ACH.000848"	"ACH.000849"	"ACH.000858"	"ACH.000862"	"ACH.000867"	"ACH.000880"	"ACH.000889"	"ACH.000900"	"ACH.000912"	"ACH.000921"	"ACH.000928"	"ACH.000937"	"ACH.000947"	"ACH.000957"	"ACH.000960"	"ACH.000973"	"ACH.000978"	"ACH.000986"	"ACH.001001"	"ACH.001038"	"ACH.001119"	"ACH.001134"	"ACH.001239"	"ACH.001274"	"ACH.001283"	"ACH.001289"	"ACH.001346"	"ACH.001353"	"ACH.001408"	"ACH.001736"	"ACH.001745"
"10947"	-0.0608669148920738	-0.126423433937507	-0.172756221523891	-0.17595942033818	-0.153207001343925	-0.156490549675317	-0.2637939486369	-0.304903793595134	-0.0625628611780287	-0.108924287397448	-0.230237953962544	-0.147832713111779	-0.184549408703848	-0.0313012124826064	-0.234044910643879	-0.175311529060765	-0.173226768586857	-0.220654020302752	-0.177718667850532	-0.0841965753492577	-0.207947069417891	-0.340083588087239	-0.27709713941998	-0.109583965875812	-0.197169669323911	-0.201564734391738	-0.378113773409905	-0.159944262176155	-0.249226806333146	-0.220732648244075	-0.254944812400289	-0.185047931580065	-0.198770448626565	-0.236986943646459	-0.197609870414423	-0.186520147253345	-0.140652347341722	-0.228718613120027	-0.28551700194218	-0.176449353349993	-0.197237376533171	-0.120031342628187	-0.183457548090673	-0.194781146767989	-0.179336410933409	-0.192679976056772	-0.287232771435776	-0.334536528454202	-0.205367696992967	-0.205427917585495	-0.173287853681262	-0.24419839267008	-0.257429776971861	-0.284855727396643	-0.0838761948367409	-0.231131376188477	-0.130784294661122	-0.16835704766414	-0.179436065393182	-0.0718237857137375	-0.221563291323896	-0.319852710769801	0.00103061601804706	-0.104556780703117	-0.178344748813478	-0.13544604757752	-0.109651778823243	-0.108472294187969	-0.181327350109588	-0.205188295803648	-0.162208475951096	-0.240921146252862	-0.11627271027643	0.00727119808927811	-0.141649408687524	-0.430333541016313	-0.0602794713105518	-0.130713623397287	-0.16051342377442	-0.171145254589465	-0.313686861145657	-0.164495994398745	-0.146905122729196	-0.3079578448629	-0.279883973862413	-0.1445814731889	-0.336595877694058	-0.222495144655545	-0.227644537197772	-0.167494304828607	-0.194846375632776	-0.208890734374715	-0.217888819446862	-0.390194389336716	-0.181251344194671	-0.232089160775686	-0.171628069938734	-0.248867037608513	-0.189686466624001	-0.264186666639028	-0.23866077368624	-0.225550373181064	-0.155987995164045	-0.250681770362164	-0.309579685838921	-0.129577181924985	-0.192573536846327
"8973"	-0.0926033964880653	0.052243629711428	-0.0887447083287532	-0.136119134041611	0.0448581545228783	0.018026457010907	0.151360569753347	-0.0573429224248346	0.0360439174760719	-0.131785613549057	-0.0621702733739309	-0.0462663169715869	-0.0918812166718746	0.0187103175718209	-0.103826794102328	-0.140338474809335	-0.128626511576023	-0.0654609418578248	0.0335337169019487	-0.0338319065841255	-0.136030805802309	-0.14575426469277	-0.059171784789257	0.0573753053972176	-0.168200680782562	-0.119527662219168	-0.0234361109349215	0.17373414094337	-0.0377199144762219	-0.0350350684622311	-0.0795138624292752	-0.0822162947215898	-0.0341508634240487	-0.186981509248252	-0.0203440391197495	-0.0751443191891878	-0.115098106783311	-0.0637595131878199	-0.127060986851387	-0.0625863006205553	-0.0409726456813988	-0.0473438259559322	-0.0688276828568547	-0.0867523937514966	-0.0691365693612962	-0.0841211672579327	-0.0239983785556355	-0.112695481003919	-0.0697877158830106	-0.134036490735683	-0.0641449724552883	-0.0279480248446965	-0.0261304109740804	-0.150942546025027	-0.071853698674675	-0.0709215769560813	-0.0306804002570072	0.0595191332745892	-0.0925050994566586	-0.0743699580641946	0.00719811715914671	-0.161464277681446	0.101261162003534	-0.0787086730338785	-0.0190619503362513	-0.100238879260502	0.0488680349225009	-0.0359692151976851	-0.0673641087089363	-0.0504473318545252	-0.0317925304646484	-0.125119332706855	-0.104582616268553	0.196006043078133	-0.0555779396092994	0.0867581715148732	-0.122822900713863	-0.0940129952288578	-0.144196741129199	-0.00454831893462126	-0.0898466151632825	-0.0440985510242144	-0.126976164484908	-0.0277712046891408	0.00556038120198481	-0.0996499638234482	-0.030403098407659	-0.0518445892905478	-0.107886617040219	-0.182931432402028	0.0261943288934115	-0.0585640346057212	-0.011027999771047	-0.0636442268189245	-0.0054651724491807	0.0693961144436304	-0.0999274787752594	-0.0503667041707054	-0.0153766321167293	0.0493298293039328	-0.0819111184880108	-0.070395241917043	-0.0918171687684062	-0.0795667597596379	-0.230853428654477	-0.082283292388244	-0.0368809250055088
"56259"	-0.669610015136173	-0.996941001755784	-0.763348530656616	-0.790228974810492	-1.07823600304148	-1.01024270947392	-0.929153679677359	-0.920595655479195	-0.611266591971067	-0.609318271962119	-0.797530582057486	-0.879937425788312	-0.744838104446513	-0.899822425158284	-0.701701937153667	-0.751208996773318	-0.964252561251191	-0.901858294688016	-0.76082561329781	-0.565985852398739	-0.636472421091041	-0.743260617208032	-0.904679617786963	-0.987784714336077	-0.770090776484437	-0.747576696448699	-0.701978265700519	-0.679951024263569	-0.914187722448986	-0.81416189514111	-0.642318385670738	-0.603583758216505	-0.731452602900162	-1.06119335836244	-0.651057288410359	-0.63710845706939	-0.694636301096969	-0.616144824892557	-0.584691213058915	-0.677277009402763	-0.829027079879591	-0.777894576724117	-0.638705571462059	-1.19468182340424	-0.933363720489633	-0.756293695967239	-0.571723222912135	-0.600750210376151	-1.11284983906804	-0.631161534219907	-0.959627608114155	-0.830892844596711	-0.838180340714377	-0.787593639216122	-0.686603671061157	-1.03902514781846	-0.585754260002043	-0.591327226967072	-0.832947551893206	-0.54800645074936	-0.538708130047993	-1.06732214053303	-0.740747403203578	-0.672868003555105	-0.683239206394821	-0.79784129311232	-0.905137643879198	-0.831866240230775	-0.698188629156416	-0.489887572276653	-1.02376369074336	-0.698523515080447	-0.946394350497384	-0.661075710445192	-0.902659036858261	-0.914989112690419	-0.619159130648865	-0.780756693699694	-0.73391727249865	-0.739728795433634	-0.864907549058166	-0.73749798834611	-0.738817862807897	-0.630299445710151	-0.95213287052233	-0.866371359870536	-0.710143462037314	-0.55782785264505	-1.09177466263952	-0.958876104663239	-0.679616690460766	-0.588264371449107	-0.752535822043212	-0.706888855065234	-0.593245318226235	-1.03444815473762	-0.695009373960836	-0.761506401895941	-0.716381709250837	-0.85179544401964	-1.05268484470806	-0.814195201207783	-0.910470086107114	-0.601498060953306	-0.766653104834868	-0.878075823574781	-0.870766050235005
"1660"	-0.892353860596577	-0.67170662777209	-0.681730761186576	-0.687468017537257	-0.633866657227996	-0.658117924518794	-0.95212745778263	-0.817647452726998	-0.72223468815592	-0.596991667467588	-0.723582078728793	-0.714300663292766	-0.801194378819736	-0.802083462427129	-0.839752912030525	-0.685089015867661	-0.950388838933873	-0.655457390771372	-0.743778940753488	-0.799130890206077	-0.539196244987349	-0.434257676047407	-0.592629186667101	-0.565245040132144	-0.88106537805076	-0.75316000957846	-0.810613239039304	-0.739759195210375	-0.782973634558046	-0.342627160805201	-0.585838709267791	-0.601012031851012	-0.609551858821657	-0.637203694171541	-0.620838580949552	-0.71247096331659	-0.718015623976252	-0.831936695924386	-0.641534324539706	-0.774638489635438	-0.503862716255035	-0.626327634063899	-0.91702522507288	-0.526361461541232	-0.513461433951538	-0.575213259003439	-0.758326518430641	-0.651615367125991	-0.663670224762343	-0.713215255844288	-0.637896604116415	-0.716612589420294	-0.515117203048668	-0.572799500801885	-0.647256513424577	-0.502512774102969	-0.560272972293188	-0.4847287448432	-0.519467929962653	-0.767828731585873	-0.586173620568977	-0.604898229857701	-0.75078421158064	-0.638663919125243	-0.820022793246677	-0.783411311927893	-0.519135956754383	-0.762236613738668	-0.584676118559322	-0.587971383554264	-0.515983933798977	-0.666711794426173	-0.397898425075317	-0.714467426172692	-0.69166844321596	-0.853180602271444	-0.656424783608502	-0.639140663524984	-0.654756456686812	-0.729305694773291	-0.89951159618749	-0.72236551892595	-0.51767661277851	-0.681441290341705	-0.635436496186977	-0.874704662383981	-0.66843555448182	-0.721384571801948	-0.647930856376322	-0.857721867788504	-0.818593572587292	-0.726911275671841	-0.559996805147151	-0.807458445986864	-0.869809972578092	-0.55956562346077	-0.554893376974632	-0.628196359012067	-0.522510488851331	-0.575622876563194	-0.708106458917808	-0.505915860751461	-0.761696062492732	-0.647474974181247	-0.618349089030105	-0.555360779010896	-0.635975865836875
"27121"	-0.0338192980788877	-0.108561609270881	-0.111209874958024	-0.124811281428259	-0.0292072073899016	-0.0929878945378669	-0.210362611338717	-0.0723993873656563	-0.0786142396845651	-0.20049602465335	-0.0757173814064562	-0.0475060370492244	-0.0346398018228559	-0.0271781254536473	-0.10989018812611	-0.145077380298018	-0.240620517563941	-0.0132788106030085	-0.142891334225879	0.0890930052904867	-0.224873307603081	-0.160976650627583	0.0642848592991287	-0.109777757150194	-0.158348334496374	-0.123238170557672	-0.198456108071225	-0.0866110072428104	-0.170331447479936	-0.174711345944548	-0.21129060137184	-0.0701865901088722	0.00385325835543538	-0.0246211114326399	-0.0189197498480195	-0.155724401881838	-0.158546075785152	-0.126911317938781	-0.08338290525446	-0.177726533866573	-0.196865015207918	-0.0580142897680509	-0.108331283393675	-0.070731588679289	-0.211787940886617	-0.0704021298743878	-0.152522954329498	-0.161734962243888	-0.130901146132446	-0.0769998042999235	0.0554423237536171	-0.0539605820626617	-0.0176604739234756	-0.247402194987668	-0.0747767470227306	-0.174895267069923	-0.229719080526685	-0.050794797751103	-0.12107544564299	-0.0290608110947498	-0.174437879810898	-0.194283883895581	-0.0596232641398156	-0.116191230212796	-0.0896316251942784	0.0137315005636613	-0.106759357309129	-0.101645540044276	-0.137379167868562	-0.0188780063929701	0.0203002739378283	-0.183496335432627	-0.0940259342779756	0.275094800347876	-0.136350946375245	0.0781432814632842	-0.212652855385424	-0.143820955630177	-0.177695541372033	-0.0742060345732265	-0.205865153067278	0.03288446727944	-0.154883367251289	-0.0145084071837582	-0.047105340818069	-0.061135763836831	-0.20700995375604	-0.0835135759742066	-0.0600703069166519	-0.1504278202914	-0.125138009282124	-0.147250035031369	-0.223653749800698	-0.21486088916924	-0.0812770300311404	-0.051586620544609	0.00432494057227852	0.0727108624155801	0.00176462842957395	-0.0788506995496545	-0.126677117999301	-0.180323334790083	-0.194071780892145	-0.115307242869705	-0.19287966510783	-0.0814955118017066	-0.0310710693385196
"1978"	-0.142886812394501	-0.205375648864536	-0.271127922438822	-0.355117487179178	-0.344294789056376	-0.168386341968016	-0.172600887004008	-0.427108566416523	-0.256525324523749	-0.0252307488284518	-0.367085872487514	-0.26288557168605	-0.325377104733165	-0.258021222375941	-0.30519393428772	-0.368326583568652	-0.392754933619989	-0.146073696812635	-0.425235155754708	0.0684200874966451	-0.300512262547544	-0.394064714416128	-0.303368907931071	-0.308047092284344	-0.364729474937873	-0.343708958320709	-0.376483097740901	-0.162718928626862	-0.379663092937099	-0.308180749222845	-0.354397752948736	-0.216584582439533	-0.202683815393049	-0.251355214694797	-0.0476973864426965	-0.366769351590483	-0.299910642922292	-0.328550787995327	-0.333437193078667	-0.361733773871898	-0.309077733746495	-0.244176259223597	-0.290311835533045	-0.309548318731884	-0.383057624734876	-0.205797546922738	-0.306172882948038	-0.213273618042354	-0.210716445052301	-0.216901544486155	-0.272532134120593	-0.217624859176292	-0.343894319015419	-0.161468279199052	-0.128214933383414	-0.268328554482402	-0.0115110512289744	-0.2405194364163	-0.316522790336339	-0.254545218835266	-0.22838724807756	-0.446279340188921	-0.0954972735790116	-0.345497205580255	-0.182126679106195	-0.245128549825155	-0.214610146362046	-0.167951854043563	-0.372019250725333	-0.27782135088405	-0.334766071188419	-0.321736722862803	-0.24304685064925	-0.28035907637793	-0.223849848970181	-0.440065026977435	-0.0444353816473966	-0.243637437893765	-0.314984640969807	-0.163610997067129	-0.265784661162568	-0.3380764902506	-0.205689922583795	-0.298483349043237	-0.249460250007239	-0.221034693356599	-0.311271511259666	-0.337699535409271	-0.320970014431669	-0.375178974295357	-0.203513555408091	-0.309450275817707	0.0905571427094929	-0.268974503157213	-0.177464588502774	-0.299801321167952	-0.255906802501644	-0.417409838170058	-0.409838045521175	-0.233229409680762	-0.502205419326791	-0.24423046969353	-0.38167048933913	-0.379027400485819	-0.211767061573502	-0.390319460525917	-0.122305208426009
"2697"	-0.101606069949434	-0.0425549930690233	-0.0628930838629707	0.0919793154195482	-0.0766331265372254	0.0642621817445854	0.045715038510612	-0.0918140106229597	0.0242993029442551	-0.0939679415232157	-0.0965493400958616	-0.0642912296264782	-0.135412314552615	-0.0876494053914602	-0.0708293910136527	0.0111782192155303	-0.126233144270554	-0.0697667208511127	-0.260473910207342	-0.0937034392396088	0.00510508125283412	-0.110003306799684	-0.192349551524257	-0.0658581764925462	-0.364462262529782	-0.0181445344024886	-0.0494923025794607	-0.0492020912113411	-0.00308700748161989	0.0702371611523802	-0.0393983549659632	-0.0701359320213133	0.0129739245887949	-0.0763786024716942	-0.0513701084777083	0.0814118524490761	-0.0831890205416222	-0.0409037256936869	-0.0613406509939355	-0.105108165785807	0.00233544715853971	0.017292509423175	-0.0792808234914922	-0.0548405754963958	-0.0869617550992799	-0.0043720020640164	-0.0487762941883411	-0.144413311526761	-0.24693024341576	-0.0331513395346904	-0.104308070013089	-0.015920235914294	-0.0316487019568767	-0.13090638940013	-0.0628307517016534	-0.104051500102143	-0.0553319341802351	0.0355031025512257	-0.0135459352554521	-0.030592899894925	-0.0706712400638892	-0.036840293165937	-0.0374640198072085	-0.0950645473242131	-0.0400919696251726	-0.0845418626975031	-0.0829190963465799	-0.0283675758962176	-0.140059569799225	-0.0726549227282706	-0.133603499265235	-0.0286885223601173	-0.00948034486077331	-0.13855797972314	-0.0437606291493878	-0.00598157287283549	-0.0176369109933728	-0.0677686800221503	-0.0704954665054983	-0.0442122584728433	-0.0265370983655927	-0.0246733510903809	-0.0319968427341328	-0.0256567344596524	-0.0430007335600083	-0.0568040737435281	0.00777730160706966	-0.0872775018424886	-0.0513385840235136	-0.0603042925470148	-0.144635278673618	-0.074960967575404	0.039976585498484	-0.0803541052830513	-0.203320510344715	-0.11212834415972	-0.0487487831591628	-0.0620133159756597	-0.00900138437916326	0.0147994717067341	-0.0472818805839842	-0.0425457766334305	-0.0245926139640516	-0.0155724704665675	-0.00142607873448835	0.057104984454817	0.028846454320858
"9402"	-0.0193174183455258	-0.218224512712496	-0.141387518690243	-0.131176466295342	-0.0651200537106675	-0.382235669221172	-0.461228127645138	-0.28436056280087	-0.211935261057445	-0.221175807219526	-0.215641532683353	-0.226988575216582	-0.161217545294196	0.00856392521440002	-0.145765378414494	-0.378479010727448	-0.148468169540372	-0.126767058279347	-0.192267923044166	-0.290780776611283	-0.101639196429773	-0.304794591664566	-0.0908520047593382	-0.108560642228774	-0.255871929125695	-0.266548511154862	-0.197282395981876	-0.342875064722156	-0.252599820975715	-0.129871723566576	-0.17909908455902	-0.108195985032241	-0.0967242009576189	-0.177804202831408	-0.169371929453099	-0.212264039955635	0.0521977041785925	-0.435374925786367	-0.132367618227122	-0.0346868419396154	-0.114656622628766	-0.0239868946103539	-0.217860736753063	-0.244466716426505	-0.119283809754433	-0.153954022181495	-0.100098199554823	-0.188812123341993	-0.152268090255124	-0.27072019196912	-0.174411935816087	-0.0988286512483578	-0.276293925588062	-0.180604100691957	-0.00201020836857528	-0.226582176376952	-0.227590726082987	-0.240450691438791	-0.0834094898352917	-0.181739226374325	-0.135709063669711	-0.250307141171607	-0.0540072151982719	-0.223671822992453	-0.236574475098066	-0.217461650240351	-0.204277237377202	-0.224971363884244	-0.102841977258687	-0.128710043813055	-0.0620063526422198	0.115950174118682	-0.163761583357304	-0.10664501972404	-0.235202209510548	-0.0782825713242998	-0.046887530480993	-0.291968222866589	-0.0984495420297774	-0.23703643467614	-0.182530357747136	-0.0829319173967511	-0.200808555614369	-0.205756101169394	-0.212215942700956	-0.356814415146684	-0.129806423037444	-0.0837328497663186	-0.248975097648688	-0.0484903257306854	-0.173200230481532	-0.215638522168966	-0.194716939791927	-0.232052586094778	-0.153960396651907	-0.147840579033075	-0.220986777158728	-0.135297842096561	-0.148378598266059	-0.199769114455994	-0.280270168111671	-0.135128631304521	-0.364539262776429	-0.06405395147397	-0.0748555655303573	-0.204690325516316	-0.108047219618343
"2969"	-0.372277101636158	-0.270228510393144	-0.261829987570662	-0.294983833499026	-0.248937588909124	-0.395620268893713	-0.279073235774457	-0.354325849362412	-0.217727699522567	-0.280828014257256	-0.456613458738012	-0.452247803186216	-0.45312090820495	-0.155055939607824	-0.355702135227685	-0.432229066456553	-0.427153384919251	-0.33319708451197	-0.384942801649288	-0.28814423129821	-0.400360329658236	-0.338245062521997	-0.417188598992465	-0.267307798837671	-0.402896511288673	-0.242726980509949	-0.537800123360614	-0.336926349956445	-0.228374716014765	-0.370403281117332	-0.298704682483404	-0.217987171733475	-0.240483046934137	-0.400765767310532	-0.276258345047688	-0.293295882190776	-0.27828756646026	-0.499517735720661	-0.287166609679019	-0.384986694353104	-0.461901067817192	-0.377100845906587	-0.242969579027248	-0.369904917100375	-0.451752112486174	-0.350417401938429	-0.340199767409784	-0.32249556169838	-0.403704283145625	-0.12707304600198	-0.343868928929984	-0.399049338082495	-0.138479866328761	-0.334621573118766	-0.231119643201764	-0.349367634148868	-0.246338185330864	-0.414499373341844	-0.324259897827973	-0.304260003343092	-0.314134439720057	-0.133483843360131	-0.201608710123918	-0.536277205712566	-0.38679520594619	-0.304466236763452	-0.399049821821795	-0.289106566472963	-0.30552064468614	-0.284955903474618	-0.376233613643153	-0.395719761879536	-0.192859535975198	-0.357319195389481	-0.206766719206406	-0.49933358348764	-0.251965367189468	-0.396828257977916	-0.148217892648271	-0.406246483939668	-0.441576120647021	-0.493135240638561	-0.426760065912428	-0.32852519472424	-0.388013868602367	-0.246306980126721	-0.407415204763982	-0.336209419294216	-0.434402408153082	-0.359784842706758	-0.216339429279985	-0.375826199358235	-0.515138533447704	-0.286774994738817	-0.32241270316094	-0.255973515960422	-0.396923748517899	-0.270137055137251	-0.268375530374458	-0.184106017353501	-0.299435664723284	-0.303863512079676	-0.312368270344077	-0.393991278242173	-0.352038699659226	-0.385841438518726	-0.313959994751344
"23354"	-1.3269792744058	-1.12933444013876	-1.11089571542403	-1.15376304255647	-1.05727999153805	-1.2123479922183	-1.2162479405827	-1.22953305214114	-1.08601388337005	-1.04851143868121	-1.17260697492424	-1.25044838026119	-1.20407519022122	-1.04246430450709	-1.15829633040761	-1.05945987245146	-1.11465809251849	-1.20771859679772	-1.20422147268965	-1.18923848943028	-1.14527790941502	-0.997043174539587	-1.24050560664838	-1.03467539091828	-0.997883740866678	-1.16530437783971	-1.14081999486171	-1.05386813136849	-1.25345036547724	-1.05459950139693	-1.0961617188934	-1.06623070995397	-0.969281671942423	-0.964164504307588	-1.2400874660917	-1.10361967850543	-0.916530638423664	-1.00167051066861	-1.23075999176503	-1.1692168095896	-1.05881830709035	-1.07846634210531	-1.21225495342818	-1.19350365577837	-1.19722878021842	-1.12723714113566	-1.16113730977814	-1.02859280634199	-1.25323860451016	-0.965655708721001	-1.25311217070866	-0.995419998179763	-1.17599036323323	-1.27810689311005	-1.09228086112156	-1.16578920425454	-1.21372075170531	-1.05686615746718	-1.26155646940261	-1.15023157763293	-1.18423263445142	-1.20614205394335	-1.27956896699186	-1.01857720099613	-1.24347572075434	-1.07921864060781	-1.08273534412007	-1.09139202149018	-1.13563821402397	-1.0474183712249	-1.06733561140652	-1.03680167874335	-1.15228206162337	-1.12679427934548	-1.02268944438369	-1.14537336433725	-1.14421899427459	-1.19737048289013	-1.12977750088811	-1.19624964367668	-1.05969028058826	-1.15685673181342	-1.11664875315587	-1.15033026008794	-1.0363371699129	-1.1177476889821	-1.0599280274949	-1.08250590947841	-1.14192094854963	-1.09359184631938	-1.0501834550733	-1.06511691924071	-1.27580141100464	-1.08455983629524	-1.15229064416297	-1.13855682032103	-1.08629708965126	-1.05329255104084	-0.986696718859891	-1.21071564874082	-1.13719619094462	-0.889942838856189	-1.16308943880859	-1.15432414410461	-1.02198379639383	-1.06411907826826	-1.07815462816869
