	"ACH.000018"	"ACH.000025"	"ACH.000042"	"ACH.000054"	"ACH.000067"	"ACH.000075"	"ACH.000092"	"ACH.000118"	"ACH.000133"	"ACH.000198"	"ACH.000208"	"ACH.000233"	"ACH.000238"	"ACH.000261"	"ACH.000262"	"ACH.000266"	"ACH.000295"	"ACH.000323"	"ACH.000393"	"ACH.000424"	"ACH.000486"	"ACH.000488"	"ACH.000516"	"ACH.000585"	"ACH.000616"	"ACH.000653"	"ACH.000657"	"ACH.000696"	"ACH.000713"	"ACH.000718"	"ACH.000724"	"ACH.000732"	"ACH.000791"	"ACH.000836"	"ACH.000843"	"ACH.000849"	"ACH.000858"	"ACH.000915"	"ACH.000917"	"ACH.000926"	"ACH.000947"	"ACH.000958"	"ACH.000963"	"ACH.000984"	"ACH.000988"	"ACH.001001"	"ACH.001096"	"ACH.001134"	"ACH.001205"	"ACH.001275"	"ACH.001353"	"ACH.001377"	"ACH.001380"	"ACH.001431"	"ACH.001552"	"ACH.001765"
"79370"	-0.0277364112622299	-0.0704640813255879	-0.0105178049086043	-0.0344447113226102	0.0235533919315447	-0.0893997670336975	0.0692164530688165	0.00522557127576716	-0.0158416706563585	-0.0607838832132298	-0.0343620460645135	-0.123829874557522	-0.166446017218196	-0.0784651029311589	0.040116039347465	-0.0269251173612261	-0.241766406543585	-0.0783763748224022	0.0348341206839817	-0.299458530081942	-0.0868892472029554	-0.0539736885201621	-0.065872893764702	-0.0576435649462999	-0.112214878092435	-0.056755177667271	-0.0336781221840626	-0.024583170694562	0.199376920067479	-0.127346980941963	-0.0534161142484206	0.0217460826002333	-0.0704580570796433	-0.0366317005263951	0.0577651732767822	-0.0806015944290653	-0.00565331019321026	-0.120627751146438	-0.135902234210648	-0.143674022836468	-0.0255955434031559	-0.052281975218842	0.0208783738332691	-0.132335637053722	0.0482912377522099	-0.179699399932911	0.0617936430744499	0.0110485906426336	-0.0254797236284661	-0.0339061151468431	-0.0510637491605943	-0.123297527878699	-0.00274976835445437	-0.102704586315135	-0.284675954323158	0.020191779372899
"332"	-1.18556801109669	-1.28266384114153	-1.11460235031767	-1.24204816629436	-1.32286437665649	-1.0208931118362	-1.4382921030278	-1.14584770109964	-1.16226396376633	-1.11789215260967	-1.01469102343214	-1.25615641647967	-1.29098451516843	-1.14032074572453	-1.20959253884158	-1.21966782580235	-1.26054478489688	-1.17612980070905	-1.00135305282446	-1.11066655639485	-1.14240718025909	-1.15077513976026	-1.39422563336774	-1.28990455787407	-1.06115265407536	-1.22691927417334	-1.20498903209726	-1.21833257889561	-1.15439516083428	-1.31104691554803	-1.2539350967644	-1.18107407716467	-1.15830196318054	-1.15161338203603	-1.22174754160081	-1.1034035791085	-1.13821589632346	-1.09666259836427	-1.10399605940528	-1.30226432017475	-1.24804734246557	-0.980228426191334	-1.12733231624513	-1.2384042768425	-1.22800584151496	-1.32649983755534	-1.2937435439183	-0.989160720348847	-1.09121471619606	-1.19007484943198	-1.25263035107895	-1.00008284228139	-1.17353554941398	-0.991250690351602	-1.31954638819073	-1.08861670479982
"10576"	-1.14704511094162	-1.21941638572214	-0.964572650123276	-1.02692832606038	-1.10737559147759	-1.09888759471754	-1.04152224219389	-1.10468978336476	-0.97764497652593	-1.00785901503103	-0.984961490029248	-0.983842511043251	-1.0677438738747	-1.20260529838018	-1.20566838692157	-0.992451125764385	-1.23294204954574	-1.27994462866177	-1.11880044983819	-1.0186361827886	-0.916865327021268	-0.905828909363004	-1.0650646554146	-1.07075094135848	-1.20525604869688	-0.928540839573857	-1.10029827095083	-1.02241926969596	-1.03832569770819	-1.1842288289392	-1.16060884250548	-1.00026048392482	-1.04304091225507	-1.16709766526607	-1.00217592726541	-1.28480772939277	-0.91673733808558	-1.04972001153635	-0.963549468555719	-0.911241064825234	-1.03220149959557	-0.856021770931883	-1.03964558477285	-1.12402706476296	-1.11417270437153	-1.1567646483576	-1.36762173362501	-1.0502601697378	-1.11383650051928	-1.00121157370029	-1.04902230903535	-0.960243221264373	-1.06409051278195	-0.95284000971827	-1.20153672866485	-1.00564253731718
"10575"	-1.53143307558406	-1.25492609339316	-1.27772239826159	-1.25223055510543	-1.48577640128934	-1.17966363817104	-1.32998317415051	-1.33782149441338	-1.48661624514219	-1.35935533516244	-1.43308944031635	-1.340527316042	-1.66087420930607	-1.29275007991398	-1.29987664028713	-1.25477625628573	-1.50370091451221	-1.66668265119677	-1.34596889474124	-1.51023723968056	-1.24630002916251	-1.35986902265415	-1.4883835525706	-1.64304126263511	-1.30433040472408	-1.39154012035134	-1.40926127503537	-1.35083058573948	-1.32364346696671	-1.38335519996317	-1.77304469840837	-1.26583922140579	-1.49821943485313	-1.47089893572468	-1.50005842139634	-1.33758558024605	-1.21306908110994	-1.44424350482171	-1.30678823772069	-1.33722885901447	-1.32463441538349	-1.42727614485079	-1.58701286610143	-1.37590768787995	-1.71214801793296	-1.3967655061808	-1.30825689045165	-1.10082432712181	-1.37039692951002	-1.4590886029653	-1.4032047219317	-1.57603572119823	-1.31587126617067	-1.3997733595159	-1.35652155796833	-1.25363589283194
"939"	-0.0651963700095444	-0.22470170468186	-0.232565778907299	-0.164505677314536	-0.0138048587110044	-0.127451677949248	-0.0697594419749859	-0.119239824039216	-0.231150430711878	-0.155070800170299	-0.395959040319163	-0.139701087796282	-0.265388187800267	-0.147696402063637	-0.235385508734775	-0.15981521596113	-0.552638760976584	-0.216555746389746	-0.18753209680639	-0.249538972543937	-0.249310923202658	-0.229190912388175	-0.323784679013393	-0.302680572006802	-0.213572401456755	-0.149781401421246	-0.194733939688458	-0.157717370365972	-0.0631568195941527	-0.221752962441791	-0.0309244388966298	-0.149160580652386	-0.197052873322907	-0.259101558838718	-0.195223978183467	-0.212872694726148	-0.157230943690781	-0.141516681178336	-0.0269318375859371	-0.367669044323035	-0.270623601739489	-0.241612865598684	-0.158471021914214	-0.0650094045172856	-0.211036953194448	-0.285376795619381	-0.200016227439748	-0.168347571853751	-0.0994455598199243	-0.461111987134867	-0.120131816258776	-0.171242057338412	-0.218166219835968	-0.196403744160671	-0.0646948565708968	-0.11416721385665
"8872"	-1.52568282152218	-1.59300349960153	-1.49652837153116	-1.39717437559239	-1.62805662879287	-1.61290775905914	-1.60066212068438	-1.54924923906274	-1.57862064865655	-1.43365343323418	-1.30425168427166	-1.5542197449975	-1.57596721820706	-1.51892814688131	-1.39097144718862	-1.45096637728686	-1.53047600301701	-1.34001229270484	-1.43247197299518	-1.50715036384704	-1.41035687276294	-1.51121503528776	-1.57860861993726	-1.81462421791447	-1.51633264925038	-1.60661196089446	-1.52963558105557	-1.44811274185691	-1.39846490450194	-1.6778478769653	-1.68817127716262	-1.58220015400818	-1.61474810356816	-1.64580874283864	-1.5300484140373	-1.58194678979949	-1.37300785194443	-1.59354338652443	-1.49144024747979	-1.5117450172485	-1.49554705906851	-1.55479334521759	-1.40614642521912	-1.67702416098415	-1.68274043906351	-1.67330515197632	-1.52465447638877	-1.405067123228	-1.60490269387456	-1.57733520479266	-1.66746455646433	-1.42448817443092	-1.47444754557049	-1.56081952219554	-1.43787556308265	-1.65803467234998
"1363"	-0.123743685084418	-0.243352142604495	-0.199249823501221	-0.290741347777553	-0.204062553071653	-0.483428907955681	-0.160958090880592	-0.141904417922043	-0.234788368426764	-0.211367988997469	-0.421257363296185	-0.394533294368024	-0.179302615873618	-0.235849966327406	-0.200394352339863	-0.231420367950457	-0.293776059137989	-0.416461013526498	-0.249233562668781	-0.256085856288596	-0.143584613168018	-0.1948205829407	-0.148906171513316	-0.136656599488724	-0.201195479617844	-0.237903684055505	-0.110546895955604	-0.18618493151402	-0.0524809755669841	-0.153345778323659	-0.0374603145430367	-0.25440287674036	-0.0490155902498935	-0.243411478485186	-0.316871656362671	-0.141241566967321	-0.212153476263538	-0.173638503613021	0.0208794359044488	-0.298651476612154	-0.129782618873886	-0.260738441415364	-0.393624030136587	-0.173516424820043	-0.15308035444298	-0.153007553764926	-0.0370652455639152	-0.0823468798239646	-0.411984301010636	-0.225502701903152	-0.19868980511591	-0.236997433483473	-0.100455460115186	-0.342333702168252	-0.20694674848648	-0.090576189530418
"1915"	-0.939328438426435	-0.836192322805299	-0.91019656900614	-1.05805877763122	-0.90790352154459	-1.05087712285036	-0.881097156382934	-0.877603717574789	-1.02415674294699	-0.908122516102068	-0.918150881220558	-0.929498483095189	-1.03417720287898	-0.800127966196181	-0.78077315631047	-0.825062300498756	-0.879273454457301	-0.789673051786158	-0.910702495524596	-0.802679474020494	-0.923166766047997	-0.816023937009327	-0.911081853659045	-0.996775618035236	-0.872704122852295	-0.881507840962426	-0.936020322055506	-0.895218864619491	-0.92122496567354	-0.809220948708585	-1.07769331416735	-1.06297371057543	-0.854495040623124	-0.971784968598582	-1.0819287010179	-0.93289444319524	-0.878056835136823	-0.928267370704687	-0.921690811483544	-0.803267517383417	-0.931811931551228	-0.845342030079923	-0.716973306365821	-0.944981409293179	-0.730834008558048	-0.822728653127383	-0.833743522047227	-0.817126438806443	-0.937490864732368	-0.788184969848673	-0.977504083513209	-0.847233331707324	-0.888431311754577	-0.921598440947368	-0.924017444941435	-0.81971192503592
"55810"	-0.144654808036997	-0.103229868271156	-0.0449922183296151	-0.151280128318444	-0.16946497888524	0.171008373683767	-0.024751800513671	-0.113230908079122	-0.0520040695319862	-0.0725786611983959	-0.0919048769183329	-0.126244485937818	-0.131612393217803	-0.082281205961849	-0.107007099703331	-0.109343128732759	-0.174506753300221	0.0571696071846786	-0.139343438894315	-0.105829762597297	-0.0702242354031945	-0.0546188892226019	-0.0590412662900867	-0.0554739296533709	0.0492731992387989	0.00527224820636056	-0.144213799165138	-0.116246140971496	0.0143339714436131	-0.00306551989855055	-0.0962088707680715	-0.0442496430220767	-0.00959488947365265	-0.16022772137964	0.0290428134105004	-0.212608653605088	0.0222377045996683	-0.120604753462463	-0.100370958292814	-0.0178270641565942	-0.10912328156677	-0.227515815118628	-0.0181629082302628	-0.0402093288613088	-0.0902874065186565	-0.072360960492271	0.0744099529754629	-0.07756685248645	-0.154997411240177	-0.123570231713173	-0.151432556055312	-0.167588199178802	-0.0520471590547509	-0.138456632395119	-0.10569339925018	-0.206253882587568
"10399"	-1.34126709510041	-1.37686111772614	-1.362951542841	-1.0999895170366	-1.52285244106058	-1.44292142102244	-1.17234590492031	-1.51345668282942	-1.51434663065433	-1.44228042295839	-1.33689650492844	-1.39575322213808	-1.63395778962427	-1.39128504897914	-1.43474648215485	-1.33035326812027	-1.29085957506177	-1.50868785172089	-1.36297645026295	-1.47177914029329	-1.49536056312749	-1.49379008427747	-1.3047508888247	-1.34847950831897	-1.40788465260416	-1.48634385569756	-1.51474541502852	-1.41045478245973	-1.52506567316732	-1.4717416346614	-1.47944701357121	-1.51077792918432	-1.49599317948399	-1.35939557512916	-1.53133877469432	-1.47265584870939	-1.38880089833253	-1.36585132172247	-1.30881054628914	-1.35967583129093	-1.24736614107487	-1.21741755531388	-1.40500075864177	-1.36418452145417	-1.61363471033064	-1.25958650683227	-1.37846805421248	-1.39946022989963	-1.50517746111411	-1.37203982449907	-1.56163486790144	-1.35081896686082	-1.32610813323332	-1.29204813571227	-1.59855449318759	-1.34758130398048
