	TCGA.G4.6321.01A.11R.1723.07	TCGA.A6.6648.01A.11R.1774.07	TCGA.CM.5344.01A.21R.1723.07	TCGA.A6.2684.11A.01R.A32Z.07	GTEX.13111.0726.SM.5DUVE	GTEX.11P7K.1526.SM.5EGI7	GTEX.WFON.1426.SM.4LVMT	GTEX.1399R.2226.SM.5P9JB	GTEX.PLZ5.1126.SM.3P613	GTEX.139TS.1926.SM.5IJFO	GTEX.QLQW.0426.SM.447A7	GTEX.S7SF.1926.SM.4AT5B	GTEX.S4P3.1226.SM.4AD4Y	GTEX.P4QT.1426.SM.3NMCX	GTEX.1399U.1926.SM.5IFH7	GTEX.Q734.1126.SM.48TZY	GTEX.11P82.1026.SM.5BC5J	GTEX.Y9LG.1526.SM.4WWDR	GTEX.Q2AI.0926.SM.48U1F	GTEX.PWN1.1426.SM.48TDF	GTEX.R55G.1226.SM.48FDC	GTEX.14E6E.1526.SM.5RQIG	GTEX.YB5E.1626.SM.5IFIQ	GTEX.X15G.1326.SM.4PQZJ	GTEX.11DXX.1826.SM.5H126	GTEX.XUJ4.2026.SM.4BOOW	GTEX.TML8.1326.SM.4DXTO	GTEX.SNOS.1226.SM.4DM5H	GTEX.111CU.1426.SM.5GZYP	GTEX.ZYWO.1626.SM.5E44H	GTEX.ZF2S.1926.SM.4WWAN	GTEX.1399S.1926.SM.5J2M5	GTEX.13D11.0826.SM.5KLZJ	GTEX.145LT.0926.SM.5LU9C	GTEX.11EM3.1526.SM.5A5KN	GTEX.Y5LM.1526.SM.4VDTA	GTEX.13O21.2426.SM.5MR4A	GTEX.WHWD.1226.SM.4OOS1	GTEX.R55D.1826.SM.48FEF	GTEX.PWCY.1026.SM.48TD4	GTEX.1122O.1526.SM.5N9CL	GTEX.13PL7.2526.SM.5IFGR	GTEX.W5WG.2426.SM.4LMI6	GTEX.U3ZN.2126.SM.4DXU1	GTEX.XBED.1526.SM.4AT5W	GTEX.131XG.1826.SM.5LZV4	GTEX.XUZC.1326.SM.4BRV2	GTEX.11I78.1226.SM.5A5K6	GTEX.TKQ2.1326.SM.4DXT9	GTEX.XV7Q.2126.SM.4BRVX	GTEX.RM2N.0926.SM.48FD1	GTEX.T5JW.1126.SM.4DM5V	GTEX.14DAR.1526.SM.5RQIX	GTEX.Y3IK.1826.SM.4WWDS	GTEX.QMRM.1226.SM.447C6	GTEX.QEL4.1926.SM.4R1JI	GTEX.Q2AH.1226.SM.48TZL	GTEX.ZLV1.1226.SM.4WWBX	GTEX.ZT9W.1826.SM.51MQX	TCGA.VQ.A8E3.01A.11R.A39E.31	TCGA.VQ.A8E2.01A.11R.A36D.31	TCGA.FP.8631.01A.11R.2402.13	TCGA.BR.8295.01A.11R.2343.13	TCGA.BR.6852.01A.11R.1884.13	TCGA.D7.8576.01A.11R.2343.13	TCGA.D7.8578.01A.21R.2343.13	TCGA.BR.8372.01A.11R.2343.13	TCGA.BR.8286.01A.12R.2343.13	TCGA.HU.8243.01A.11R.2343.13	TCGA.BR.8369.01A.11R.2343.13	TCGA.BR.8367.01A.11R.2343.13	TCGA.CD.A48A.01A.12R.A36D.31	TCGA.VQ.A94U.01A.12R.A414.31	TCGA.BR.4191.01A.02R.1131.13	TCGA.BR.8368.01A.11R.2343.13	TCGA.VQ.A8P5.01A.11R.A39E.31	TCGA.D7.8575.01A.11R.2343.13	TCGA.BR.8362.01A.11R.2343.13	TCGA.BR.8366.01A.11R.2343.13	TCGA.VQ.A8PQ.01A.11R.A414.31	TCGA.BR.8284.01A.11R.2343.13	TCGA.F1.6874.01A.11R.1884.13	TCGA.BR.8381.01A.11R.2402.13	TCGA.HU.8249.01A.11R.A36D.31	TCGA.VQ.A8DT.01A.11R.A36D.31	TCGA.BR.8363.01A.11R.2343.13	TCGA.D7.8573.01A.11R.2343.13	TCGA.RD.A7BW.01A.11R.A32D.31	TCGA.BR.8296.01A.11R.2343.13	TCGA.BR.8683.01A.11R.2402.13	TCGA.D7.8572.01A.11R.2343.13	TCGA.D7.6817.01A.11R.1884.13	TCGA.HJ.7597.01A.21R.2203.13	TCGA.D7.A747.01A.22R.A33Y.31
C16orf96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.74	0.36	1.95	1.66	2.63	1.27	1.16	0.88	1.93	4.1	2.25	2.18	4.13	2.23	1.31	0.62	2.34	3.32	0.69	1.07	5.59	1.0	1.64	2.48	1.41	0.74	1.35	0.66	1.64	5.68	1.75	2.36	5.41	5.5	3.5
C16orf97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.17	2.68	0.0	1.5	1.79	0.29	0.0	0.54	5.15	2.48	2.34	0.0	2.25	0.0	4.74	0.0	5.41	2.97	0.0	0.33	1.31	2.61	0.6	0.0	0.0	0.0	3.76	0.0	1.48	9.85	3.08	2.12	1.48	5.87	7.06
C17orf102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.53	0.34	0.32	0.0	0.0	0.31	0.0	0.28	0.0	0.68	0.0	0.0	0.0	0.37	0.0	0.3	4.24	0.34	0.34	0.0	1.36	0.0	0.32	0.69	0.0	0.0	0.0	0.0	5.06	0.37	0.0	0.0	0.0	0.0	5.15
C17orf112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75	0.79	0.0	0.78	0.0	0.0	0.0	1.35	0.0	2.05	0.88	0.0	0.0	0.0	3.08	0.0	1.17	0.0	0.0	0.82	0.0	0.0	0.0	0.0	2.05	0.0	0.0	0.0	2.39	9.85	0.82	0.0	0.0	2.61	0.0
C1QL2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.19	2.63	0.92	3.63	0.0	0.32	0.0	0.3	0.0	7.88	0.39	0.69	1.17	0.0	0.0	0.0	3.14	0.35	0.35	1.57	0.37	0.0	0.0	1.31	1.28	0.0	0.34	0.33	3.11	3.96	0.36	0.66	0.0	1.43	5.41
C1orf65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.64	9.34	0.65	0.97	0.66	0.62	1.5	0.0	1.25	2.68	0.0	1.43	0.0	0.0	0.0	0.3	2.27	1.0	0.0	0.0	0.36	0.0	1.27	0.36	1.71	0.36	4.13	0.0	6.11	2.12	0.0	2.29	1.6	0.62	0.0
C20orf173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.91	1.17	3.69	3.47	1.16	1.87	1.95	1.95	0.57	10.0	5.02	0.0	9.93	1.89	9.2	0.8	1.45	4.31	0.31	1.5	3.5	2.2	0.0	3.47	5.23	2.41	0.6	1.11	0.0	11.38	3.14	2.56	3.2	4.03	0.0
C20orf78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.87	1.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.71	3.69	0.0	0.0	2.89	0.0	0.0	1.16	0.0	0.0	1.08	0.0	0.0	0.0	0.0	1.07	0.0	1.5	1.97	5.28	0.0	4.06	0.0
C2orf78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.79	0.35	2.56	6.06	0.65	0.33	1.07	1.31	2.76	5.36	3.5	1.01	2.56	0.72	5.06	1.62	3.92	1.23	0.35	1.28	1.0	2.03	1.2	3.59	3.29	1.01	2.07	1.17	2.78	6.16	1.58	1.25	1.48	2.73	1.22
C2orf83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.32	0.33	2.39	2.41	0.32	0.84	0.0	0.54	4.39	5.19	3.26	1.25	7.0	0.36	11.04	2.68	3.66	0.61	2.71	2.53	1.23	3.11	2.63	1.23	3.32	0.96	2.43	1.87	2.61	8.0	0.34	1.97	0.6	3.69	6.16
C3orf27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.87	0.37	1.58	3.08	0.37	0.65	0.41	1.14	0.35	3.26	0.0	0.39	1.25	0.75	3.63	0.62	5.41	4.31	0.0	0.0	0.73	0.0	0.36	1.73	0.39	0.73	0.37	0.0	0.0	1.43	0.39	1.01	2.18	2.68	4.46
C3orf56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.65	0.0	0.0	1.85	0.35	0.0	0.0	0.0	0.0	0.0	0.39	0.0	1.22	0.39	0.0	0.0	4.13	0.0	0.0	0.0	0.38	0.0	0.35	0.0	0.0	0.38	0.67	0.0	1.53	0.73	0.0	0.0	0.0	0.0	5.02
C3orf79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.68	0.0	0.0	0.0	0.0	0.0	0.0	1.57	7.57	3.35	1.19	0.0	4.82	0.0	2.25	0.72	2.53	0.0	0.0	0.0	0.85	1.79	1.03	0.0	0.0	1.68	0.8	0.0	2.46	1.16	1.89	0.0	0.0	1.0	0.0
C3orf84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.77	0.95	1.77	0.93	0.0	2.53	0.0	0.0	0.0	7.51	0.0	1.01	1.17	3.89	1.2	0.85	0.0	0.0	1.25	0.0	4.9	0.92	0.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.85	2.07	2.27	8.71
C4orf17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.27	0.0	2.63	1.31	0.65	0.0	1.53	1.14	2.89	9.93	1.13	0.0	3.41	0.35	2.97	0.27	3.06	0.31	1.0	2.46	0.34	1.31	0.96	0.34	2.48	0.71	2.01	1.27	6.57	4.82	0.68	1.71	1.64	1.25	2.23
C4orf40	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.58	0.28	1.6	0.83	0.27	0.79	0.65	0.48	2.05	0.59	1.83	0.92	2.97	0.93	4.66	0.77	2.66	0.0	0.57	0.59	24.11	1.1	0.55	2.01	2.25	0.3	1.11	2.29	3.44	2.61	1.16	0.58	1.85	0.79	5.59
C5orf47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.73	0.75	4.74	10.08	2.03	0.71	0.84	0.93	4.06	6.31	1.93	1.16	6.06	1.19	2.01	2.14	4.86	2.39	2.39	2.78	0.43	3.56	1.36	1.5	4.74	3.53	2.05	2.58	0.48	10.39	1.46	1.75	2.01	5.45	2.25
C6orf10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.36	1.07	4.62	2.05	0.0	0.36	0.42	0.92	1.35	1.11	1.58	0.78	1.33	0.41	3.66	0.65	1.07	0.73	0.73	0.39	1.87	0.37	0.0	0.77	0.75	0.4	0.0	1.35	1.69	2.63	0.0	0.38	1.71	1.64	6.26
C7orf62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.48	0.0	0.0	3.11	0.0	0.0	0.0	1.25	0.0	0.0	0.0	0.0	0.0	0.0	0.93	0.0	5.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.91	2.48	1.06	0.0	0.0	0.0	0.0	3.5
C7orf65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.86	0.0	1.41	2.43	0.32	0.31	0.69	0.78	1.13	2.84	0.37	0.0	1.79	0.99	0.88	0.56	3.69	0.62	0.61	0.64	0.35	0.6	0.6	2.1	0.34	1.53	0.33	0.0	2.94	3.47	0.34	0.62	2.18	2.34	1.17
C7orf72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.82	1.1	0.28	0.27	0.0	0.25	0.55	1.95	0.33	0.0	1.38	0.32	2.07	0.26	0.84	0.85	0.57	0.59	0.31	0.0	0.56	0.31	1.97	0.0	0.0	0.27	0.68	1.2	0.3	0.29	0.56	0.54	2.12
C7orf76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.99	1.22	1.73	0.62	0.33	0.0	0.38	0.28	0.0	0.96	0.37	0.0	1.87	1.03	0.32	0.0	1.79	0.0	0.33	0.34	0.0	0.62	0.32	0.0	0.66	0.67	0.0	0.31	1.79	2.23	0.66	0.34	0.91	0.88	1.95
C9orf141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.01	0.0	0.0	1.04	0.0	0.0	0.0	0.0	2.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.55	1.07	0.0	0.0	3.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.16	0.0	1.07	1.03	2.61	0.0
CABP5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.88	0.83	5.73	6.84	1.31	0.0	6.62	1.79	18.56	3.86	4.62	0.0	5.36	2.03	1.3	2.94	5.68	3.72	2.56	4.54	3.23	0.0	1.55	6.01	1.91	1.97	2.07	1.03	1.91	13.72	0.85	3.76	4.7	12.74	0.0
CATSPER4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.35	4.17	7.94	3.44	1.41	0.69	0.84	0.64	2.34	10.24	2.76	1.17	4.35	1.58	3.38	0.99	1.77	0.74	0.39	1.13	0.79	0.39	1.39	4.43	0.4	1.16	2.78	0.71	0.88	8.19	0.0	1.1	3.06	2.97	2.34
CCDC105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.03	0.0	0.0	3.14	1.11	1.06	0.66	0.49	0.27	5.77	2.16	1.81	6.01	0.64	3.35	0.27	1.93	0.87	0.58	0.89	0.31	1.38	1.62	1.77	2.56	0.62	0.58	0.55	2.92	3.99	0.0	1.14	1.89	7.57	1.13
CCDC168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.73	0.84	2.23	1.19	0.0	0.44	0.52	1.36	1.5	3.53	2.56	0.49	3.32	1.73	0.0	1.43	6.62	0.84	0.84	0.47	0.48	1.17	1.17	1.28	2.78	2.07	0.83	1.14	3.2	6.01	1.64	0.46	0.82	2.84	2.53
CCDC177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.86	0.56	0.55	2.18	0.27	0.25	0.64	0.22	0.54	4.94	1.27	0.29	2.1	0.3	0.26	0.24	3.23	1.41	0.27	0.0	0.91	0.83	0.26	0.29	0.0	0.29	0.27	0.0	0.0	1.51	0.28	0.57	0.83	4.24	2.18
CCDC27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.89	1.13	0.0	1.11	1.11	0.0	0.64	0.21	1.07	2.05	0.29	0.6	2.46	0.29	1.64	0.23	1.69	0.56	0.26	0.27	0.91	0.55	0.25	2.1	0.0	0.28	1.41	0.53	0.0	3.59	0.58	0.56	1.1	3.11	0.74
CCDC63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5	0.0	0.0	8.13	3.86	0.0	0.39	1.62	2.07	6.62	2.1	1.06	4.86	0.0	1.55	0.0	3.35	0.0	1.58	1.01	0.0	0.0	0.0	4.74	0.0	0.0	1.28	1.51	1.89	5.73	0.37	0.36	1.55	1.77	2.84
CCER1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39	0.79	0.39	0.78	0.39	0.38	0.0	1.68	1.5	5.5	1.33	0.43	0.49	0.0	0.39	0.71	9.48	1.19	0.79	1.23	0.0	2.34	0.39	1.68	0.0	0.0	0.0	0.75	5.36	4.86	0.41	0.4	0.77	0.38	3.72
