	TCGA.BL.A13J.11A.13R.A10U.07	TCGA.BT.A20Q.11A.11R.A14Y.07	TCGA.G4.6302.01A.11R.1723.07	TCGA.A6.2675.11A.01R.1723.07	TCGA.AZ.6605.11A.01R.1839.07	TCGA.LN.A4A5.01A.21R.A260.31	TCGA.LN.A9FP.01A.31R.A38D.31	TCGA.L5.A4OQ.11A.12R.A260.31	TCGA.IG.A3I8.11A.11R.A24K.31	TCGA.L5.A4OO.11A.12R.A260.31	GTEX.13QJ3.1926.SM.5QGQM	GTEX.YJ8O.0326.SM.5RQJW	GTEX.131XF.1126.SM.5HL8J	GTEX.ZYFC.2226.SM.5NQ96	GTEX.14E7W.1926.SM.5S2R9	GTEX.11NUK.1726.SM.5A5L2	GTEX.ZYW4.1626.SM.5GIE6	GTEX.Y111.1826.SM.4SOIR	GTEX.132NY.2026.SM.5L3FM	GTEX.12696.1526.SM.5EGL6	GTEX.11DYG.1926.SM.5H12I	GTEX.XQ3S.1026.SM.4BOPJ	GTEX.13OVL.2726.SM.5J2MP	GTEX.11OF3.2326.SM.5GU73	GTEX.ZAK1.1826.SM.5HL93	GTEX.11UD2.1526.SM.5EQLQ	GTEX.WFJO.0426.SM.4LVM7	GTEX.Y111.1726.SM.4SOIQ	GTEX.WH7G.1026.SM.4LVML	GTEX.1212Z.2026.SM.5N9EA	GTEX.13NYB.0826.SM.5MR4V	GTEX.ZYFC.1726.SM.5GZYX	GTEX.13G51.1026.SM.5K7YQ	GTEX.RNOR.1326.SM.48FDE	GTEX.11DYG.1426.SM.5A5JR	GTEX.12WSD.1926.SM.5GCOV	GTEX.WFJO.0726.SM.4LVM8	GTEX.T6MN.1526.SM.4DM5P	GTEX.ZT9W.1226.SM.57WE4	GTEX.RU72.0826.SM.46MUS	GTEX.R55D.1226.SM.48FE9	GTEX.RM2N.0626.SM.48FD6	GTEX.RTLS.1226.SM.46MUP	GTEX.U4B1.0926.SM.4DXUV	GTEX.ZYVF.2326.SM.5E44Z	GTEX.P78B.1126.SM.3P615	GTEX.11ONC.1426.SM.5N9F4	GTEX.P4PP.0726.SM.3NM9S	GTEX.WRHK.0426.SM.4MVOG	GTEX.11ZUS.0926.SM.5FQSY	GTEX.13QJ3.1826.SM.5S2PT	GTEX.ZAB4.1226.SM.5CVN5	GTEX.PLZ6.0626.SM.3P61B	GTEX.11P7K.1226.SM.5HL4X	GTEX.T5JC.1826.SM.4DM6E	GTEX.14BMV.1426.SM.5S2WA	GTEX.11EQ9.0826.SM.5986Y	GTEX.XQ3S.1226.SM.4BOPP	GTEX.YECK.1726.SM.5IFI3	GTEX.117YW.2026.SM.5N9BH	GTEX.145MH.1226.SM.5RQJT	GTEX.ZYT6.1226.SM.5E44Q	GTEX.OHPM.0726.SM.3LK7A	GTEX.WZTO.1526.SM.4PQYQ	GTEX.T2IS.0926.SM.4DM5B	GTEX.RWSA.1326.SM.47JX9	GTEX.S95S.0326.SM.4B66U	TCGA.AG.3732.11A.01R.1660.07	TCGA.RD.A8N4.01A.21R.A36D.31	TCGA.HU.A4GH.11A.11R.A36D.31	TCGA.FP.7735.11A.01R.2055.13	TCGA.FP.7829.11A.01R.2055.13	TCGA.HU.A4G3.11A.11R.A24K.31
ATP9A	567.1	493.56	525.39	547.75	441.64	441.64	409.15	595.34	551.56	503.95	363.56	470.14	591.22	275.28	490.14	624.99	406.31	381.68	248.0	283.05	486.75	327.56	379.04	223.41	356.05	348.71	551.56	327.56	460.44	220.32	320.8	309.83	368.65	368.65	587.13	583.07	698.41	497.0	1044.52	454.09	563.18	612.11	363.56	1008.9	228.13	536.45	273.37	733.19	674.59	341.51	395.18	356.05	688.78	703.28	400.71	389.72	583.07	371.22	361.04	271.48	307.69	361.04	813.63	295.11	441.64	441.64	607.87	616.37	607.87	612.11	583.07	743.43	684.02
ATXN1L	356.05	353.59	264.03	363.56	381.68	309.83	318.57	389.72	409.15	395.18	239.52	193.01	432.53	242.88	232.94	190.34	226.54	281.09	167.9	246.28	209.84	217.27	172.65	212.78	198.47	193.01	423.61	199.85	423.61	166.73	201.25	237.86	191.67	258.57	285.03	301.33	447.82	224.97	426.57	277.2	409.15	376.41	198.47	624.99	241.19	312.0	211.31	361.04	444.72	267.73	224.97	226.54	423.61	412.0	273.37	224.97	486.75	201.25	215.77	197.09	246.28	255.0	486.75	234.57	249.73	253.23	444.72	403.5	358.54	379.04	329.84	392.44	426.57
BIVM-ERCC5	34.26	57.49	24.81	48.52	64.8	59.13	66.18	51.71	26.28	26.67	0.0	15.68	96.01	0.0	16.03	0.0	46.84	0.0	0.0	0.0	3.2	8.25	0.0	0.0	0.0	0.0	77.79	0.0	26.28	0.0	0.0	0.0	46.84	31.9	0.0	0.0	76.71	0.0	89.51	0.0	82.87	69.52	45.21	81.71	76.17	85.82	14.89	43.02	82.29	21.94	0.0	36.27	120.1	91.41	19.25	0.0	81.71	0.0	22.59	0.0	20.56	18.29	78.34	31.67	47.17	28.04	78.89	77.25	39.5	75.64	55.1	107.38	120.1
BNIP3L	2018.8	1427.22	1529.73	819.3	1477.58	1350.18	1417.35	1769.57	1519.15	1066.48	728.11	543.96	1477.58	633.73	703.28	698.41	825.0	656.11	748.61	759.08	848.22	642.59	647.07	571.05	759.08	638.15	1350.18	514.56	1369.04	638.15	743.43	599.49	529.06	723.08	813.63	1286.18	1417.35	848.22	1733.13	995.0	1551.09	1378.57	808.0	2178.83	733.19	884.29	928.3	1191.69	1295.13	583.07	612.11	1104.13	1259.69	1769.57	1183.45	961.07	1639.59	555.41	674.59	791.35	688.78	486.75	1572.76	728.11	866.07	928.3	1225.22	1286.18	1199.98	1397.83	1111.82	1936.53	1407.55
CBLL1	376.41	334.46	299.25	346.29	444.72	387.02	620.67	500.46	444.72	307.69	176.29	163.28	808.0	131.51	145.02	124.37	236.21	189.02	145.02	176.29	234.57	116.78	172.65	206.94	214.27	159.9	723.08	173.85	708.18	170.25	165.57	189.02	149.12	194.36	234.57	206.94	896.64	141.02	703.28	189.02	703.28	612.11	194.36	860.08	197.09	271.48	128.79	688.78	780.44	198.47	195.72	287.01	780.44	1051.79	314.17	198.47	674.59	127.89	191.67	137.14	195.72	215.77	775.05	162.14	190.34	291.04	490.14	486.75	633.73	432.53	409.15	547.75	723.08
CELF2	769.69	679.29	381.68	591.22	665.29	525.39	995.0	1359.57	1447.15	1175.27	470.14	536.45	1044.52	438.59	454.09	555.41	507.46	525.39	406.31	460.44	660.68	387.02	563.18	525.39	620.67	265.87	872.1	435.55	1081.39	384.34	450.94	547.75	497.0	607.87	688.78	748.61	830.75	571.05	909.17	563.18	1023.0	896.64	493.56	1427.22	591.22	571.05	412.0	848.22	1066.48	536.45	361.04	543.96	995.0	1081.39	579.04	775.05	902.89	412.0	529.06	432.53	616.37	559.28	830.75	559.28	563.18	665.29	830.75	688.78	1059.11	1059.11	775.05	1037.29	1268.46
CHRAC1	890.44	674.59	866.07	651.58	791.35	1015.93	902.89	866.07	995.0	796.86	521.76	395.18	1059.11	373.81	591.22	529.06	483.38	547.75	381.68	551.56	595.34	476.71	454.09	387.02	497.0	242.88	1119.56	460.44	1066.48	432.53	486.75	392.44	368.65	486.75	684.02	698.41	1208.34	591.22	1199.98	563.18	884.29	753.83	483.38	1250.98	500.46	748.61	409.15	1191.69	1233.75	543.96	595.34	579.04	954.43	1081.39	470.14	543.96	1143.1	500.46	426.57	366.09	660.68	571.05	1191.69	417.77	624.99	595.34	848.22	813.63	1066.48	1199.98	819.3	791.35	1167.14
CITED2	4419.52	1322.37	1883.54	1551.09	2032.85	1096.5	2148.82	3124.78	4903.87	3982.99	1286.18	1008.9	2032.85	656.11	1030.12	1151.06	1159.07	693.58	1561.89	988.12	2627.46	1073.91	2335.28	1225.22	1295.13	316.37	6471.02	507.46	4010.71	995.0	813.63	723.08	860.08	1199.98	3564.78	5366.37	5791.62	1457.23	4639.29	2367.9	4388.98	5329.3	2664.15	10659.59	1561.89	3690.52	1794.29	5995.9	10368.08	819.3	1167.14	1857.6	5633.22	5751.61	2287.2	1008.9	5517.27	1295.13	3794.3	981.29	1745.2	1540.37	6652.97	1096.5	1447.15	1806.78	4152.18	2032.85	2855.44	2997.45	2287.2	7589.61	1977.24
CLASP1	466.88	435.55	412.0	406.31	748.61	796.86	665.29	595.34	647.07	507.46	277.2	339.14	591.22	320.8	414.87	371.22	400.71	361.04	283.05	341.51	346.29	256.78	414.87	368.65	412.0	334.46	656.11	325.29	718.08	201.25	341.51	403.5	395.18	379.04	332.14	460.44	703.28	447.82	624.99	373.81	791.35	674.59	403.5	591.22	363.56	426.57	339.14	595.34	518.15	353.59	327.56	432.53	674.59	620.67	423.61	543.96	525.39	307.69	373.81	323.03	417.77	318.57	684.02	450.94	387.02	409.15	738.29	547.75	563.18	612.11	503.95	490.14	660.68
DCUN1D1	616.37	518.15	318.57	332.14	397.93	563.18	551.56	336.79	320.8	361.04	165.57	124.37	346.29	122.64	130.6	134.3	180.02	125.24	150.17	178.77	234.57	165.57	178.77	161.02	149.12	113.56	312.0	133.36	403.5	147.06	165.57	209.84	146.03	228.13	202.66	198.47	293.07	260.38	339.14	190.34	497.0	476.71	185.11	441.64	229.72	232.94	105.89	271.48	309.83	170.25	198.47	218.79	256.78	412.0	246.28	231.32	273.37	158.79	177.53	104.42	217.27	218.79	423.61	167.9	198.47	258.57	348.71	525.39	371.22	291.04	320.8	351.14	435.55
DEDD	1044.52	866.07	860.08	884.29	1073.91	1073.91	1216.75	981.29	1159.07	878.17	825.0	674.59	1051.79	629.35	669.92	660.68	909.17	733.19	703.28	802.41	796.86	728.11	563.18	679.29	981.29	1359.57	1008.9	698.41	1059.11	836.53	743.43	854.13	624.99	764.36	775.05	780.44	1037.29	819.3	1088.92	1008.9	1001.93	1088.92	743.43	1199.98	718.08	842.36	842.36	928.3	785.88	728.11	718.08	743.43	848.22	967.76	830.75	616.37	1066.48	713.11	775.05	551.56	902.89	780.44	1015.93	728.11	866.07	928.3	1059.11	915.51	934.76	1044.52	1037.29	1037.29	1127.35
DIXDC1	1407.55	1572.76	1457.23	1151.06	4575.41	967.76	2758.13	1844.76	3491.39	2351.53	514.56	480.04	1159.07	470.14	525.39	480.04	450.94	603.67	540.19	414.87	591.22	429.54	511.0	587.13	603.67	309.83	1023.0	486.75	1104.13	414.87	426.57	518.15	457.25	529.06	629.35	723.08	1242.34	603.67	1259.69	633.73	941.27	1044.52	466.88	1159.07	412.0	708.18	486.75	890.44	1508.65	503.95	540.19	629.35	1331.57	1583.71	591.22	583.07	854.13	441.64	511.0	334.46	529.06	507.46	1008.9	480.04	603.67	629.35	708.18	2434.5	1583.71	1605.83	1340.84	1159.07	2004.85
DOCK11	397.93	371.22	325.29	193.01	327.56	395.18	854.13	713.11	1208.34	303.44	241.19	163.28	438.59	147.06	169.07	181.28	195.72	208.38	190.34	152.28	339.14	205.5	141.02	150.17	194.36	113.56	473.41	159.9	529.06	175.07	236.21	185.11	162.14	202.66	358.54	320.8	447.82	231.32	579.04	285.03	414.87	466.88	186.4	624.99	208.38	366.09	220.32	543.96	417.77	161.02	239.52	244.57	403.5	470.14	320.8	248.0	473.41	269.6	190.34	167.9	197.09	287.01	563.18	211.31	256.78	303.44	314.17	363.56	447.82	392.44	165.57	387.02	400.71
EIF3A	2664.15	2720.15	1781.89	2178.83	2075.59	1233.75	1651.0	1551.09	1857.6	1594.73	934.76	780.44	2193.99	764.36	802.41	780.44	1191.69	842.36	723.08	1088.92	1151.06	896.64	669.92	738.29	1015.93	934.76	1870.53	728.11	1950.0	769.69	928.3	947.83	802.41	896.64	1340.84	1397.83	1883.54	1008.9	2240.11	947.83	2032.85	1950.0	974.5	2287.2	1037.29	1605.83	780.44	1936.53	1617.0	909.17	921.88	915.51	2047.0	2148.82	1259.69	1159.07	2400.97	941.27	909.17	651.58	1096.5	1286.18	2104.58	842.36	902.89	1250.98	2133.97	2178.83	1628.26	1757.34	1477.58	1617.0	2148.82
EXOC5	941.27	1135.2	414.87	497.0	612.11	848.22	830.75	693.58	836.53	591.22	356.05	244.57	518.15	346.29	332.14	291.04	295.11	320.8	256.78	287.01	521.76	343.89	281.09	262.2	366.09	253.23	470.14	314.17	521.76	244.57	363.56	397.93	309.83	353.59	555.41	595.34	620.67	454.09	629.35	400.71	656.11	688.78	358.54	954.43	420.68	575.03	295.11	547.75	718.08	371.22	381.68	403.5	647.07	703.28	536.45	432.53	693.58	363.56	269.6	271.48	351.14	438.59	915.51	363.56	371.22	389.72	583.07	708.18	567.1	579.04	490.14	703.28	733.19
FBXO30	450.94	343.89	264.03	438.59	743.43	511.0	2018.8	896.64	2400.97	476.71	194.36	301.33	518.15	148.09	177.53	320.8	295.11	260.38	136.19	191.67	299.25	150.17	285.03	176.29	253.23	123.5	884.29	220.32	514.56	197.09	190.34	249.73	255.0	293.07	329.84	356.05	967.76	341.51	679.29	289.02	669.92	616.37	237.86	928.3	303.44	348.71	193.01	571.05	713.11	226.54	217.27	371.22	638.15	769.69	361.04	325.29	616.37	198.47	237.86	156.59	336.79	279.14	884.29	264.03	285.03	353.59	368.65	1277.29	454.09	289.02	264.03	412.0	493.56
FLNA	253213.41	301123.38	358098.26	368165.8	1634025.56	419990.32	513497.31	811368.76	1393227.06	649962.87	241220.67	244588.0	136637.07	187950.38	194578.47	336441.4	220434.95	263966.36	239554.43	234624.45	237899.7	275175.93	248002.34	215898.44	236256.4	202841.44	147462.67	322736.12	148488.36	311742.51	288856.81	280957.98	313910.86	239554.43	239554.43	223512.12	170568.48	241220.67	88905.42	200048.85	120609.84	163620.18	275175.93	102125.66	237899.7	214407.12	251464.33	149521.18	205673.01	244588.0	299043.36	249727.34	187950.38	142439.51	262143.0	334117.42	159145.95	290865.98	223512.12	296977.71	275175.93	258533.99	96616.71	241220.67	200048.85	239554.43	133825.1	258533.99	267651.2	248002.34	358098.26	296977.71	242898.5
G3BP2	1674.06	1697.45	1508.65	1639.59	1685.71	1350.18	1540.37	1225.22	1651.0	1183.45	660.68	651.58	1467.37	563.18	819.3	753.83	909.17	633.73	612.11	647.07	890.44	679.29	688.78	607.87	860.08	543.96	1594.73	571.05	1628.26	624.99	802.41	698.41	620.67	633.73	1030.12	1225.22	1651.0	836.53	1721.16	1191.69	1651.0	1529.73	656.11	2224.63	775.05	1233.75	698.41	1733.13	1857.6	693.58	708.18	753.83	1639.59	1651.0	1151.06	1015.93	1583.71	679.29	713.11	934.76	915.51	1001.93	1733.13	796.86	836.53	1159.07	1457.23	1757.34	1936.53	1572.76	1369.04	1561.89	2178.83
GID4	587.13	444.72	264.03	305.55	463.65	271.48	314.17	332.14	497.0	249.73	199.85	199.85	414.87	152.28	159.9	185.11	194.36	214.27	154.42	162.14	223.41	176.29	231.32	204.07	159.9	158.79	466.88	211.31	457.25	189.02	265.87	253.23	195.72	236.21	255.0	269.6	409.15	208.38	376.41	279.14	432.53	395.18	215.77	417.77	239.52	329.84	146.03	371.22	318.57	172.65	211.31	285.03	307.69	412.0	273.37	273.37	397.93	197.09	180.02	163.28	269.6	231.32	503.95	130.6	224.97	253.23	371.22	435.55	301.33	334.46	281.09	371.22	381.68
GNAI1	825.0	1208.34	679.29	819.3	1191.69	688.78	753.83	915.51	909.17	660.68	201.25	373.81	1709.26	323.03	620.67	785.88	723.08	361.04	426.57	688.78	493.56	329.84	366.09	195.72	529.06	88.88	2240.11	236.21	1286.18	287.01	303.44	346.29	275.28	400.71	713.11	1001.93	2032.85	500.46	1427.22	480.04	1159.07	1119.56	406.31	1769.57	414.87	884.29	248.0	1295.13	1437.15	348.71	246.28	387.02	1378.57	1950.0	540.19	563.18	1651.0	262.2	312.0	339.14	444.72	567.1	1733.13	293.07	406.31	432.53	961.07	1143.1	356.05	813.63	665.29	1594.73	921.88
HBS1L	988.12	967.76	684.02	660.68	915.51	651.58	769.69	764.36	866.07	723.08	373.81	376.41	693.58	454.09	540.19	384.34	444.72	463.65	438.59	480.04	624.99	500.46	346.29	420.68	447.82	260.38	575.03	341.51	878.17	387.02	473.41	435.55	275.28	400.71	665.29	808.0	796.86	473.41	854.13	493.56	791.35	813.63	426.57	941.27	503.95	718.08	327.56	941.27	915.51	420.68	412.0	486.75	748.61	1015.93	603.67	414.87	813.63	432.53	295.11	303.44	551.56	651.58	1044.52	320.8	507.46	587.13	896.64	902.89	819.3	769.69	808.0	967.76	830.75
HERC1	1015.93	764.36	878.17	1111.82	1407.55	813.63	1088.92	1304.15	1313.23	1457.23	764.36	1023.0	1369.04	753.83	769.69	921.88	1250.98	1051.79	941.27	1127.35	1044.52	884.29	753.83	813.63	915.51	591.22	1628.26	688.78	1457.23	669.92	567.1	928.3	743.43	890.44	1096.5	1001.93	1313.23	1104.13	1561.89	1191.69	1639.59	1529.73	1277.29	1437.15	1167.14	1066.48	866.07	1081.39	1268.46	967.76	808.0	1151.06	1639.59	1322.37	954.43	934.76	1529.73	825.0	1242.34	909.17	1096.5	775.05	1572.76	961.07	988.12	1304.15	1551.09	1088.92	1286.18	1135.2	1216.75	1175.27	1359.57
HERC3	543.96	559.28	334.46	559.28	713.11	728.11	808.0	748.61	878.17	738.29	480.04	287.01	1081.39	454.09	387.02	341.51	476.71	353.59	281.09	583.07	518.15	366.09	389.72	265.87	417.77	199.85	624.99	267.73	1242.34	221.86	363.56	490.14	395.18	432.53	555.41	656.11	1008.9	532.74	941.27	447.82	1051.79	848.22	336.79	802.41	332.14	607.87	366.09	785.88	1313.23	441.64	406.31	480.04	954.43	981.29	583.07	563.18	1183.45	325.29	384.34	316.37	389.72	536.45	1143.1	429.54	373.81	426.57	884.29	507.46	708.18	1073.91	1498.22	884.29	890.44
IPO7	2451.44	1950.0	1059.11	1104.13	1359.57	1417.35	1674.06	1233.75	1870.53	1191.69	743.43	450.94	1143.1	435.55	507.46	497.0	629.35	543.96	457.25	547.75	769.69	503.95	559.28	441.64	591.22	769.69	1135.2	457.25	1225.22	490.14	669.92	620.67	559.28	540.19	848.22	802.41	1088.92	616.37	1437.15	665.29	1508.65	1407.55	656.11	2148.82	830.75	890.44	547.75	1088.92	1191.69	599.49	753.83	633.73	1127.35	1096.5	866.07	825.0	1519.15	587.13	551.56	466.88	780.44	733.19	1508.65	547.75	624.99	708.18	1447.15	1757.34	1407.55	1467.37	896.64	1313.23	1709.26
KCMF1	1225.22	1081.39	860.08	1051.79	769.69	1191.69	1639.59	878.17	1313.23	890.44	571.05	511.0	1233.75	450.94	587.13	567.1	718.08	559.28	563.18	718.08	921.88	651.58	511.0	460.44	713.11	587.13	954.43	450.94	1096.5	616.37	703.28	718.08	500.46	616.37	1008.9	902.89	974.5	708.18	1259.69	738.29	1151.06	1331.57	583.07	1437.15	743.43	1066.48	454.09	1104.13	1331.57	633.73	547.75	780.44	995.0	1340.84	1023.0	830.75	1268.46	698.41	563.18	454.09	780.44	1023.0	1397.83	563.18	743.43	854.13	1151.06	1268.46	974.5	915.51	1066.48	1359.57	1183.45
KCTD18	470.14	473.41	241.19	285.03	343.89	295.11	232.94	291.04	303.44	307.69	215.77	239.52	420.68	258.57	258.57	221.86	226.54	251.48	205.5	264.03	295.11	177.53	232.94	244.57	215.77	198.47	351.14	181.28	384.34	201.25	231.32	277.2	223.41	275.28	314.17	283.05	381.68	221.86	318.57	271.48	387.02	400.71	218.79	376.41	295.11	285.03	178.77	368.65	444.72	289.02	211.31	295.11	334.46	400.71	214.27	289.02	318.57	214.27	260.38	175.07	293.07	241.19	318.57	224.97	260.38	277.2	389.72	457.25	303.44	336.79	334.46	366.09	403.5
KPNA4	830.75	860.08	567.1	624.99	713.11	738.29	733.19	587.13	902.89	583.07	327.56	273.37	674.59	242.88	301.33	309.83	332.14	289.02	246.28	339.14	432.53	323.03	307.69	271.48	301.33	273.37	536.45	256.78	587.13	283.05	406.31	373.81	316.37	295.11	525.39	473.41	620.67	417.77	698.41	373.81	563.18	633.73	314.17	909.17	447.82	486.75	249.73	551.56	665.29	336.79	295.11	305.55	571.05	559.28	435.55	447.82	607.87	368.65	264.03	260.38	400.71	470.14	808.0	283.05	387.02	466.88	607.87	759.08	633.73	651.58	476.71	536.45	769.69
MAOA	2935.74	1594.73	1322.37	2502.97	1963.57	679.29	981.29	1745.2	2018.8	2209.26	796.86	460.44	6381.92	198.47	376.41	567.1	1674.06	525.39	500.46	1023.0	1313.23	366.09	651.58	371.22	447.82	323.03	5872.48	470.14	4937.99	486.75	551.56	420.68	417.77	733.19	1397.83	1304.15	7032.37	825.0	7032.37	1331.57	5041.77	5954.47	1295.13	9088.59	1662.49	1199.98	525.39	2875.3	7857.29	620.67	728.11	1088.92	5954.47	8479.89	1208.34	902.89	6607.01	470.14	575.03	483.38	669.92	830.75	7749.1	320.8	633.73	830.75	4972.34	2591.27	2004.85	1709.26	1350.18	1628.26	1519.15
MAP1B	2367.9	2855.44	669.92	356.05	591.22	981.29	2816.11	2573.36	5711.87	1963.57	624.99	490.14	1051.79	277.2	406.31	435.55	432.53	543.96	387.02	476.71	780.44	412.0	629.35	343.89	384.34	463.65	1167.14	444.72	1277.29	518.15	563.18	435.55	507.46	540.19	890.44	866.07	1757.34	684.02	2224.63	743.43	1639.59	1378.57	651.58	1781.89	480.04	896.64	400.71	1216.75	2148.82	403.5	759.08	583.07	974.5	1540.37	909.17	718.08	1030.12	392.44	633.73	323.03	587.13	693.58	1844.76	536.45	708.18	753.83	1151.06	493.56	1096.5	2075.59	718.08	1605.83	2240.11
MFSD6	447.82	323.03	525.39	612.11	420.68	884.29	813.63	854.13	921.88	866.07	457.25	607.87	1407.55	409.15	220.32	514.56	507.46	567.1	376.41	457.25	854.13	336.79	559.28	395.18	412.0	226.54	1437.15	525.39	1457.23	444.72	417.77	571.05	444.72	525.39	825.0	854.13	1561.89	743.43	2061.24	633.73	1417.35	1540.37	647.07	2701.35	551.56	848.22	414.87	967.76	1617.0	529.06	559.28	647.07	1388.16	2018.8	819.3	532.74	1551.09	480.04	507.46	529.06	612.11	718.08	2417.67	529.06	748.61	830.75	1088.92	713.11	1135.2	884.29	490.14	988.12	1096.5
MMGT1	698.41	583.07	409.15	403.5	409.15	389.72	454.09	532.74	603.67	532.74	293.07	291.04	435.55	246.28	305.55	341.51	336.79	277.2	323.03	303.44	384.34	323.03	223.41	181.28	318.57	162.14	540.19	241.19	473.41	273.37	301.33	224.97	209.84	336.79	387.02	387.02	583.07	325.29	612.11	361.04	511.0	529.06	289.02	665.29	348.71	389.72	255.0	457.25	500.46	305.55	287.01	414.87	486.75	660.68	343.89	269.6	500.46	242.88	279.14	248.0	348.71	332.14	587.13	204.07	327.56	295.11	559.28	551.56	450.94	575.03	511.0	571.05	595.34
MPDZ	842.36	878.17	848.22	780.44	1340.84	1044.52	1857.6	1883.54	1950.0	1378.57	836.53	612.11	764.36	536.45	718.08	587.13	575.03	629.35	447.82	497.0	808.0	583.07	620.67	733.19	559.28	497.0	896.64	503.95	796.86	454.09	518.15	559.28	595.34	738.29	878.17	713.11	830.75	703.28	1001.93	688.78	830.75	830.75	543.96	1191.69	1044.52	718.08	486.75	802.41	1127.35	575.03	743.43	651.58	934.76	748.61	723.08	651.58	995.0	629.35	587.13	595.34	638.15	599.49	1143.1	669.92	579.04	603.67	698.41	1208.34	836.53	947.83	620.67	775.05	1175.27
NBR1	1685.71	1733.13	1119.56	1304.15	1427.22	1397.83	1119.56	1388.16	1369.04	1059.11	836.53	808.0	1250.98	866.07	995.0	915.51	1183.45	884.29	947.83	988.12	1051.79	848.22	743.43	759.08	995.0	571.05	1529.73	753.83	1407.55	759.08	890.44	836.53	791.35	934.76	1119.56	1208.34	1769.57	995.0	1745.2	954.43	1457.23	1685.71	988.12	1605.83	954.43	1066.48	854.13	1388.16	1540.37	890.44	884.29	1001.93	1617.0	1617.0	1096.5	961.07	1508.65	802.41	830.75	808.0	866.07	842.36	1745.2	909.17	884.29	934.76	1208.34	1757.34	1233.75	1286.18	1088.92	1685.71	1407.55
NCKAP1	2835.7	2682.69	1721.16	1936.53	2367.9	2701.35	2451.44	2271.4	2855.44	2133.97	1447.15	1088.92	2335.28	1175.27	1437.15	1457.23	1350.18	1183.45	1151.06	1268.46	1794.29	1277.29	1191.69	995.0	1467.37	836.53	2573.36	954.43	2835.7	1008.9	1508.65	1313.23	1127.35	1313.23	2075.59	2335.28	2976.74	1617.0	3168.41	1529.73	2816.11	2875.3	1427.22	3515.68	1651.0	1977.24	1183.45	2816.11	3467.27	1242.34	1639.59	1583.71	3081.75	3081.75	2163.77	1977.24	2720.15	1295.13	1096.5	1151.06	1594.73	1819.35	3742.05	1225.22	1407.55	1519.15	2434.5	2720.15	2240.11	2485.67	1733.13	2032.85	2664.15
NFE2L1	7537.18	5791.62	2720.15	3325.99	3901.01	6250.56	5954.47	4769.75	6887.62	3874.05	2701.35	2956.17	5831.91	2384.37	2555.58	2739.08	2816.11	3060.45	2739.08	2287.2	3081.75	3018.3	2739.08	1950.0	2351.53	2271.4	5366.37	2855.44	5594.3	3190.46	3395.89	3146.52	2997.45	3325.99	3515.68	3716.2	6935.54	3190.46	6037.61	3928.15	5751.61	5006.93	3589.58	5711.87	2627.46	3515.68	2591.27	5441.3	4869.99	3280.18	2956.17	3742.05	4972.34	6250.56	3349.13	3443.31	4543.8	3190.46	2997.45	3491.39	3589.58	2855.44	6935.54	3124.78	3081.75	3874.05	4038.61	3515.68	3146.52	3039.3	3847.29	4736.79	2682.69
NFIC	2573.36	3325.99	2796.65	2915.45	5913.33	2319.15	2645.74	3515.68	4358.66	4239.45	1991.0	2367.9	4328.55	1923.14	2193.99	2537.92	2609.3	1467.37	1977.24	2468.49	1896.65	2148.82	2018.8	2104.58	2271.4	2047.0	3212.66	1427.22	3212.66	1697.45	1923.14	1844.76	1991.0	1844.76	2468.49	2075.59	3901.01	2537.92	4903.87	1991.0	4419.52	3639.7	1883.54	5041.77	1991.0	2502.97	1697.45	3491.39	3564.78	2335.28	1769.57	1447.15	4671.57	4937.99	2915.45	2720.15	4010.71	2004.85	1950.0	1529.73	2240.11	2400.97	5219.6	1487.87	1991.0	2148.82	3982.99	2319.15	4769.75	5147.73	3443.31	3564.78	6607.01
OXSR1	511.0	599.49	454.09	529.06	444.72	559.28	679.29	620.67	669.92	563.18	429.54	334.46	500.46	376.41	417.77	432.53	392.44	353.59	260.38	329.84	454.09	368.65	368.65	301.33	447.82	414.87	660.68	371.22	579.04	295.11	368.65	423.61	381.68	420.68	480.04	420.68	698.41	417.77	603.67	450.94	497.0	551.56	432.53	764.36	412.0	493.56	429.54	559.28	551.56	387.02	384.34	463.65	507.46	511.0	466.88	414.87	521.76	441.64	366.09	384.34	384.34	406.31	518.15	426.57	420.68	518.15	595.34	518.15	406.31	341.51	289.02	400.71	438.59
PBRM1	624.99	583.07	346.29	483.38	525.39	314.17	450.94	503.95	587.13	551.56	285.03	251.48	480.04	229.72	309.83	264.03	253.23	241.19	224.97	267.73	384.34	271.48	264.03	244.57	279.14	139.07	376.41	264.03	559.28	191.67	248.0	287.01	244.57	265.87	392.44	441.64	514.56	336.79	595.34	271.48	579.04	559.28	237.86	785.88	295.11	417.77	269.6	536.45	511.0	262.2	232.94	303.44	559.28	483.38	336.79	339.14	547.75	334.46	246.28	258.57	299.25	346.29	684.02	287.01	299.25	336.79	432.53	647.07	669.92	748.61	450.94	607.87	1001.93
